"trend"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"	"Count_query"
"319"	"linear_increasing"	"GO"	"0043231"	"intracellular membrane-bounded organelle "	"795/17829"	7.57946210268949	4.45902742722531	0.00329028820600856	1	1.69980163306731	"RAB8B_HUMAN;TSN15_HUMAN;LRRK2_HUMAN;DSG2_HUMAN;FOSB_HUMAN;HIP1R_HUMAN;AP1B1_HUMAN;EHD1_HUMAN;GOLP3_HUMAN;BASI_HUMAN;FACR2_HUMAN;DOT1L_HUMAN;CACO1_HUMAN;DAG1_HUMAN;CGT_HUMAN;LITAF_HUMAN;SMCA1_HUMAN;PODXL_HUMAN;SRBP2_HUMAN;STAM1_HUMAN;STN1_HUMAN;TFG_HUMAN;XPO1_HUMAN;WBP11_HUMAN;VRK3_HUMAN;TYRO_HUMAN;AT11A_HUMAN;BMP2_HUMAN;KANL3_HUMAN;AMER1_HUMAN;DIRC2_HUMAN;DAPK2_HUMAN"	"32/409"
"902"	"linear_increasing"	"GO"	"1902895"	"positive regulation of pri-miRNA transcription by RNA polymerase II "	"42/17829"	1.22249388753056	0.235571260306243	0.00352680251512172	1	5.18948655256724	"FOS_HUMAN;JUN_HUMAN;SRBP2_HUMAN;SRF_HUMAN;WT1_HUMAN;BMP2_HUMAN"	"6/409"
"282"	"linear_increasing"	"GO"	"0045944"	"positive regulation of transcription by RNA polymerase II "	"967/17829"	8.80195599022005	5.42374782657468	0.00363375421468545	1	1.62285494673871	"OXLA_HUMAN;NF2L2_HUMAN;LMO7_HUMAN;DPF3_HUMAN;GABP2_HUMAN;FOS_HUMAN;FOXC1_HUMAN;KLF10_HUMAN;DOT1L_HUMAN;JUND_HUMAN;JUN_HUMAN;ELF1_HUMAN;CACO1_HUMAN;PAX8_HUMAN;LITAF_HUMAN;NKX61_HUMAN;NR4A2_HUMAN;SMCA1_HUMAN;RNF10_HUMAN;STAT1_HUMAN;SRBP2_HUMAN;SRF_HUMAN;WT1_HUMAN;YES_HUMAN;ZEP1_HUMAN;VEGFA_HUMAN;TBL1R_HUMAN;TBX5_HUMAN;REL_HUMAN;DEND_HUMAN;ABHEB_HUMAN;BMP2_HUMAN;IER2_HUMAN;MYSM1_HUMAN;KANL3_HUMAN;DDX3X_HUMAN;GCM1_HUMAN"	"37/409"
"841"	"linear_increasing"	"GO"	"0043065"	"positive regulation of apoptotic process "	"285/17829"	3.66748166259169	1.59851926636379	0.00388163799245166	1	2.29429931797709	"KNG1_HUMAN;HIP1R_HUMAN;IFIT2_HUMAN;ING5_HUMAN;JUN_HUMAN;GA45B_HUMAN;MCL1_HUMAN;RYBP_HUMAN;WT1_HUMAN;SYUA_HUMAN;ZN622_HUMAN;BMP2_HUMAN;DDX3X_HUMAN;MOAP1_HUMAN;LATS1_HUMAN;DAPK2_HUMAN"	"16/409"
"906"	"linear_increasing"	"GO"	"0034097"	"response to cytokine "	"44/17829"	1.22249388753056	0.246788939368445	0.00423118060575146	1	4.95360080017782	"FOS_HUMAN;MCL1_HUMAN;STAT1_HUMAN;SRF_HUMAN;REL_HUMAN;CO3A1_HUMAN"	"6/409"
"801"	"linear_increasing"	"GO"	"0001938"	"positive regulation of endothelial cell proliferation "	"67/17829"	1.46699266503667	0.375792248583768	0.00524193340440301	1	3.90373316790132	"5HT2B_HUMAN;JUN_HUMAN;ITB3_HUMAN;SEM5A_HUMAN;VEGFA_HUMAN;VEGFC_HUMAN;BMP2_HUMAN"	"7/409"
"43"	"linear_increasing"	"GO"	"0003723"	"RNA binding "	"1288/17829"	10.7579462102689	7.22418531605811	0.00623457323686226	1	1.48915701073669	"KPYM_HUMAN;PATL2_HUMAN;SRSF7_HUMAN;PURB_HUMAN;RS21_HUMAN;M2GD_HUMAN;ILF2_HUMAN;1433G_HUMAN;API5_HUMAN;DBR1_HUMAN;IFIT2_HUMAN;ENPL_HUMAN;BAZ2A_HUMAN;JUN_HUMAN;HNRH3_HUMAN;FND3B_HUMAN;FA50A_HUMAN;IFIT1_HUMAN;IF4A2_HUMAN;DDX46_HUMAN;ROA2_HUMAN;PTBP3_HUMAN;XPO1_HUMAN;WT1_HUMAN;RS5_HUMAN;UBF1_HUMAN;UBE2O_HUMAN;WBP11_HUMAN;ZN207_HUMAN;TCPD_HUMAN;TDRKH_HUMAN;ZCHC3_HUMAN;ZN622_HUMAN;THUM1_HUMAN;RBM48_HUMAN;RBM19_HUMAN;HSP7C_HUMAN;IF4G2_HUMAN;GRSF1_HUMAN;DDX5_HUMAN;NEP1_HUMAN;DDX3X_HUMAN;HSPB1_HUMAN;CKAP4_HUMAN;EDF1_HUMAN"	"45/409"
"626"	"linear_increasing"	"GO"	"1990904"	"ribonucleoprotein complex "	"143/17829"	2.20048899755501	0.802064052947445	0.00634132760234409	1	2.74353275086771	"LRRK2_HUMAN;ILF2_HUMAN;HNRH3_HUMAN;LSM7_HUMAN;ROA2_HUMAN;XPO1_HUMAN;RS5_HUMAN;HSP7C_HUMAN;GRSF1_HUMAN;DDX5_HUMAN"	"10/409"
"96"	"linear_increasing"	"GO"	"0030335"	"positive regulation of cell migration "	"228/17829"	2.93398533007335	1.27881541309103	0.00679844529770457	1	2.29429931797709	"PDGFD_HUMAN;SEM5B_HUMAN;RIPR1_HUMAN;PODXL_HUMAN;SEM5A_HUMAN;VEGFA_HUMAN;ZO1_HUMAN;TSP1_HUMAN;BMP2_HUMAN;MYO1C_HUMAN;MYADM_HUMAN;ITAV_HUMAN;CLC7A_HUMAN"	"13/409"
"384"	"linear_increasing"	"GO"	"0061629"	"RNA polymerase II-specific DNA-binding transcription factor binding "	"172/17829"	2.44498777506112	0.964720399349375	0.00690363709385643	1	2.5344004093933	"TRIB1_HUMAN;NF2L2_HUMAN;FOS_HUMAN;FOXC1_HUMAN;DOT1L_HUMAN;JUN_HUMAN;SMCA1_HUMAN;SRF_HUMAN;TBX5_HUMAN;HSPB1_HUMAN;BHE41_HUMAN"	"11/409"
"440"	"linear_increasing"	"GO"	"0043536"	"positive regulation of blood vessel endothelial cell migration "	"32/17829"	0.97799511002445	0.179482864995232	0.00765055208791432	1	5.4489608801956	"NF2L2_HUMAN;VEGFA_HUMAN;TSP1_HUMAN;VEGFC_HUMAN;HSPB1_HUMAN"	"5/409"
"25"	"linear_increasing"	"GO"	"0005829"	"cytosol "	"4982/17829"	33.2518337408313	27.9432385439453	0.00833697932258203	1	1.18997780763806	"KPYM_HUMAN;PFKAP_HUMAN;PLK1_HUMAN;VAPA_HUMAN;PCKGC_HUMAN;RAB31_HUMAN;RAB3B_HUMAN;RASA1_HUMAN;TRIB1_HUMAN;NF2L2_HUMAN;PADI2_HUMAN;TSN15_HUMAN;S10AC_HUMAN;S27A2_HUMAN;PSB6_HUMAN;RS21_HUMAN;LRRK2_HUMAN;HPCA_HUMAN;KI18B_HUMAN;1433G_HUMAN;ARHG6_HUMAN;LMO7_HUMAN;DUS3_HUMAN;FOS_HUMAN;FOXC1_HUMAN;C2CD3_HUMAN;GLO2_HUMAN;HINT1_HUMAN;HIP1R_HUMAN;DCTP1_HUMAN;ARI1B_HUMAN;AP1B1_HUMAN;GOLP3_HUMAN;IFIT2_HUMAN;CC14A_HUMAN;ENPL_HUMAN;KS6A6_HUMAN;BAZ2A_HUMAN;ANXA5_HUMAN;KC1A_HUMAN;CALB1_HUMAN;CTNA2_HUMAN;FA13B_HUMAN;DUS16_HUMAN;GAS2_HUMAN;CACO1_HUMAN;DAG1_HUMAN;INADL_HUMAN;MCL1_HUMAN;OAZ1_HUMAN;PFD4_HUMAN;PALLD_HUMAN;K1C19_HUMAN;IFIT1_HUMAN;PAK3_HUMAN;PIM3_HUMAN;FBXL5_HUMAN;IF4A2_HUMAN;LSM7_HUMAN;LYPA1_HUMAN;RAP2A_HUMAN;PSB1_HUMAN;C2CD2_HUMAN;PAN2_HUMAN;ODB2_HUMAN;PKHG1_HUMAN;PP6R3_HUMAN;PRDX6_HUMAN;RRAGA_HUMAN;SCOC_HUMAN;SNX3_HUMAN;RN19A_HUMAN;STAT1_HUMAN;SOCS3_HUMAN;S10A9_HUMAN;TBC16_HUMAN;SRBP2_HUMAN;STAM1_HUMAN;NMI_HUMAN;PLCG2_HUMAN;STAG2_HUMAN;SDHF2_HUMAN;SORT_HUMAN;SHAN2_HUMAN;TFG_HUMAN;UBA6_HUMAN;WASF1_HUMAN;XPO1_HUMAN;WT1_HUMAN;PWP3A_HUMAN;RS5_HUMAN;YES_HUMAN;ZEP1_HUMAN;RGS12_HUMAN;UBE2O_HUMAN;WBP11_HUMAN;TPM1_HUMAN;TBB5_HUMAN;ZO1_HUMAN;TXLNG_HUMAN;SYUA_HUMAN;TCPD_HUMAN;TCAM1_HUMAN;ZN622_HUMAN;TYRO_HUMAN;WDR1_HUMAN;RAB3A_HUMAN;REL_HUMAN;ABHEB_HUMAN;ABI2_HUMAN;HSP7C_HUMAN;IEX1_HUMAN;IF4G2_HUMAN;MYO1C_HUMAN;DDX5_HUMAN;DDX3X_HUMAN;EMAL4_HUMAN;HSPB2_HUMAN;HSPB1_HUMAN;MOAP1_HUMAN;ITAV_HUMAN;LATS1_HUMAN;DOK6_HUMAN;DYST_HUMAN;CKAP4_HUMAN;AMOL2_HUMAN;CNOT2_HUMAN;GFPT1_HUMAN;AMER1_HUMAN;CA198_HUMAN;2A5G_HUMAN;AK1D1_HUMAN;CDK2_HUMAN;EDF1_HUMAN;CSN6_HUMAN;DRC1_HUMAN;EXOC2_HUMAN"	"137/409"
"324"	"linear_increasing"	"GO"	"0030140"	"trans-Golgi network transport vesicle "	"17/17829"	0.733496332518337	0.0953502720287173	0.00898743528299042	1	7.69265065439379	"RAB8B_HUMAN;TMED9_HUMAN;TGON2_HUMAN;SORT_HUMAN"	"4/409"
"889"	"linear_increasing"	"GO"	"0035976"	"transcription factor AP-1 complex "	"5/17829"	0.488997555012225	0.0280441976555051	0.00932362877001969	1	17.4366748166259	"FOS_HUMAN;JUND_HUMAN;JUN_HUMAN"	"3/409"
"847"	"linear_increasing"	"GO"	"0006325"	"chromatin organization "	"209/17829"	2.68948655256724	1.17224746200011	0.00934950135568543	1	2.29429931797709	"DPF3_HUMAN;ING5_HUMAN;MSL1_HUMAN;FA50A_HUMAN;BRD9_HUMAN;NSD2_HUMAN;PWP3A_HUMAN;TBL1R_HUMAN;Z518A_HUMAN;KANL3_HUMAN;BCORL_HUMAN;EHMT1_HUMAN"	"12/409"
"473"	"linear_increasing"	"GO"	"0098978"	"glutamatergic synapse "	"297/17829"	3.42298288508557	1.665825340737	0.00985580411939974	1	2.05482699859228	"SLIK4_HUMAN;LRRK2_HUMAN;HPCA_HUMAN;CALB1_HUMAN;GABR1_HUMAN;FXYD6_HUMAN;DAG1_HUMAN;EFNB2_HUMAN;ITB3_HUMAN;PAK3_HUMAN;RNF10_HUMAN;RN19A_HUMAN;SHAN2_HUMAN;PROF2_HUMAN;HSP7C_HUMAN"	"15/409"
"1986"	"linear_increasing"	"GO"	"0007259"	"receptor signaling pathway via JAK-STAT "	"35/17829"	0.97799511002445	0.196309383588536	0.0101498067674609	1	4.98190709046455	"STAT1_HUMAN;SOCS3_HUMAN;NMI_HUMAN;CCL2_HUMAN;CTR9_HUMAN"	"5/409"
"17"	"linear_increasing"	"GO"	"0000122"	"negative regulation of transcription by RNA polymerase II "	"816/17829"	7.33496332518337	4.57681305737843	0.0107790580774462	1	1.60263555299871	"IMPCT_HUMAN;PLK1_HUMAN;FOXC1_HUMAN;FOSB_HUMAN;NCOR2_HUMAN;KLF10_HUMAN;JUND_HUMAN;JUN_HUMAN;FHL2_HUMAN;NKX61_HUMAN;NR4A2_HUMAN;STAT1_HUMAN;RYBP_HUMAN;ROA2_HUMAN;NSD2_HUMAN;SRBP2_HUMAN;WT1_HUMAN;ZEP1_HUMAN;VEGFA_HUMAN;TBL1R_HUMAN;WFS1_HUMAN;SYUA_HUMAN;BMP2_HUMAN;MYOZ2_HUMAN;DDX5_HUMAN;MAGBG_HUMAN;BHE41_HUMAN;CNOT2_HUMAN;CTR9_HUMAN;CDK2_HUMAN;EHMT1_HUMAN"	"31/409"
"477"	"linear_increasing"	"GO"	"0050807"	"regulation of synapse organization "	"19/17829"	0.733496332518337	0.106567951090919	0.011756031551132	1	6.88289795393128	"SLIK4_HUMAN;DAG1_HUMAN;SHAN2_HUMAN;TBB5_HUMAN"	"4/409"
"185"	"linear_increasing"	"GO"	"0001822"	"kidney development "	"111/17829"	1.71149144254279	0.622581187952213	0.0151153139658289	1	2.74902530892751	"PTK7_HUMAN;LRP2_HUMAN;FOXC1_HUMAN;AP1B1_HUMAN;PAX8_HUMAN;WT1_HUMAN;VEGFA_HUMAN;WFS1_HUMAN"	"8/409"
"1355"	"linear_increasing"	"GO"	"0002544"	"chronic inflammatory response "	"7/17829"	0.488997555012225	0.0392618767177071	0.0155272653749259	1	12.4547677261614	"CXL13_HUMAN;S10A9_HUMAN;TSP1_HUMAN"	"3/409"
"650"	"linear_increasing"	"GO"	"0071407"	"cellular response to organic cyclic compound "	"41/17829"	0.97799511002445	0.229962420775142	0.0166037054988675	1	4.25284751625022	"LRRK2_HUMAN;PAK3_HUMAN;STAT1_HUMAN;BMP2_HUMAN;CCL2_HUMAN"	"5/409"
