"enriched_for"	"type"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_query"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"
"low_in_FSGS_f"	"GO"	"GO"	"0012507"	"ER to Golgi transport vesicle membrane "	"9/471"	"48/17829"	1.91082802547771	0.269224297492849	1.13508589967647e-05	0.0358573635707797	7.09753184713376	"HLAF_HUMAN;HLAE_HUMAN;B2MG_HUMAN;HLAG_HUMAN;DRB1_HUMAN;HLAC_HUMAN;HLAB_HUMAN;DPA1_HUMAN;DPB1_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"0005634"	"nucleus "	"175/471"	"5058/17829"	37.1549893842887	28.3695103483089	1.14973617743101e-05	0.0363201658450457	1.3096803197558	"KDM1A_HUMAN;PHAX_HUMAN;PGAM2_HUMAN;PHB2_HUMAN;PDE4C_HUMAN;PDCD4_HUMAN;PDCD5_HUMAN;PITX2_HUMAN;SSX3_HUMAN;NOTC4_HUMAN;RBM8A_HUMAN;RL10L_HUMAN;SAAL1_HUMAN;SNW1_HUMAN;TR150_HUMAN;TOM34_HUMAN;TSYL2_HUMAN;TIMP3_HUMAN;RPR1B_HUMAN;SFPQ_HUMAN;SPIB_HUMAN;RSSA_HUMAN;JARD2_HUMAN;H10_HUMAN;HNRPU_HUMAN;MASTR_HUMAN;M3KCL_HUMAN;ARL4A_HUMAN;HS71A_HUMAN;H2B1L_HUMAN;DUX1_HUMAN;DPOD1_HUMAN;H2B1M_HUMAN;H3C_HUMAN;H2A3_HUMAN;OGG1_HUMAN;HEN2_HUMAN;H2B1H_HUMAN;HSPB8_HUMAN;ID3_HUMAN;FUS_HUMAN;CSRP1_HUMAN;CCNO_HUMAN;EOMES_HUMAN;ID2_HUMAN;EXOS3_HUMAN;MAGA4_HUMAN;BNI3L_HUMAN;DUX4_HUMAN;HMGN1_HUMAN;EPC1_HUMAN;ELK1_HUMAN;GLNA_HUMAN;ETV3_HUMAN;EXOS6_HUMAN;H12_HUMAN;FX4L5_HUMAN;FGF1_HUMAN;PCGF2_HUMAN;MAGA3_HUMAN;KAT7_HUMAN;H2B1J_HUMAN;NANGN_HUMAN;PAIRB_HUMAN;MT1E_HUMAN;MEPCE_HUMAN;PAR14_HUMAN;SIR6_HUMAN;SOX10_HUMAN;SOX4_HUMAN;RS4Y1_HUMAN;MLIP_HUMAN;NOTC2_HUMAN;RS6_HUMAN;SSXT_HUMAN;SEPT7_HUMAN;RL7A_HUMAN;RL9_HUMAN;RN151_HUMAN;ROA2_HUMAN;RL17_HUMAN;S10A6_HUMAN;TBB4B_HUMAN;SMCA2_HUMAN;SOX2_HUMAN;SP9_HUMAN;RED1_HUMAN;RSF1_HUMAN;SPB3_HUMAN;REXO1_HUMAN;SALL4_HUMAN;RL7_HUMAN;UBP18_HUMAN;RS3_HUMAN;ZN141_HUMAN;ZNF28_HUMAN;ZN431_HUMAN;ZIC3_HUMAN;TSPY1_HUMAN;TF2L1_HUMAN;TSN_HUMAN;ZNF43_HUMAN;UB2V1_HUMAN;TZAP_HUMAN;ZN575_HUMAN;ZN468_HUMAN;ZN600_HUMAN;PPIA_HUMAN;RHOB_HUMAN;ZN430_HUMAN;ZN852_HUMAN;Z587B_HUMAN;ZNF90_HUMAN;YBOX3_HUMAN;ZN587_HUMAN;SYSC_HUMAN;ZN763_HUMAN;ZN776_HUMAN;ZN782_HUMAN;ZN529_HUMAN;MYH9_HUMAN;OPTN_HUMAN;PCID2_HUMAN;ZN595_HUMAN;TET3_HUMAN;UBB_HUMAN;TOB2_HUMAN;ZN816_HUMAN;ZN845_HUMAN;ZN592_HUMAN;ZN684_HUMAN;ZN492_HUMAN;ZN346_HUMAN;ZN611_HUMAN;ZN363_HUMAN;ZN626_HUMAN;UB2L5_HUMAN;TTP_HUMAN;ZN814_HUMAN;BIRC5_HUMAN;NKX24_HUMAN;PP1B_HUMAN;RD23B_HUMAN;RANG_HUMAN;R3HD4_HUMAN;ADPRS_HUMAN;5NT1B_HUMAN;CC038_HUMAN;HXB8_HUMAN;HXA10_HUMAN;D19L2_HUMAN;NEK2_HUMAN;NFYA_HUMAN;IRF4_HUMAN;HNF1A_HUMAN;NPM_HUMAN;DDX5_HUMAN;H33_HUMAN;NDRG2_HUMAN;NOC2L_HUMAN;DUS1_HUMAN;CRX_HUMAN;K2C8_HUMAN;ARF_HUMAN;ECM29_HUMAN;1433Z_HUMAN;AIF1_HUMAN;CIRBP_HUMAN;GLI4_HUMAN;1433E_HUMAN;ADA19_HUMAN;BTF3_HUMAN;ARL2_HUMAN;EF1D_HUMAN;FIZ1_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"0000786"	"nucleosome "	"11/471"	"79/17829"	2.33545647558386	0.44309832295698	1.55345006611482e-05	0.0490734875885673	5.27074094977022	"H10_HUMAN;H2B1L_HUMAN;H2B1M_HUMAN;H3C_HUMAN;H2A3_HUMAN;H2B1H_HUMAN;EPC1_HUMAN;H12_HUMAN;H2B1J_HUMAN;IRF4_HUMAN;H33_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"0022625"	"cytosolic large ribosomal subunit "	"9/471"	"54/17829"	1.91082802547771	0.302877334679455	2.61379903241327e-05	0.0825699114339352	6.30891719745223	"RL10L_HUMAN;RL35A_HUMAN;RL34_HUMAN;RL7A_HUMAN;RL9_HUMAN;RL17_HUMAN;RL12_HUMAN;RL7_HUMAN;RL21_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"0022627"	"cytosolic small ribosomal subunit "	"8/471"	"41/17829"	1.69851380042463	0.229962420775142	2.72041986233345e-05	0.0859380634511135	7.38604940189529	"RS12_HUMAN;RSSA_HUMAN;HBA_HUMAN;RS4Y1_HUMAN;RS6_HUMAN;RS16_HUMAN;RS10_HUMAN;RS3_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"0005925"	"focal adhesion "	"25/471"	"392/17829"	5.30785562632696	2.1986650961916	8.06527922363249e-05	0.25478217067455	2.41412647861692	"RAB21_HUMAN;HS71A_HUMAN;B2MG_HUMAN;CSRP1_HUMAN;EVL_HUMAN;EFS_HUMAN;RL7A_HUMAN;RL9_HUMAN;RS16_HUMAN;RS10_HUMAN;RL12_HUMAN;RL7_HUMAN;RS3_HUMAN;TSN4_HUMAN;PPIA_HUMAN;RHOB_HUMAN;MYH9_HUMAN;UPAR_HUMAN;PP1B_HUMAN;RADI_HUMAN;NPM_HUMAN;1433Z_HUMAN;1433E_HUMAN;ARF6_HUMAN;ARL2_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"0023026"	"MHC class II protein complex binding "	"6/471"	"24/17829"	1.27388535031847	0.134612148746424	8.63990534954869e-05	0.272934609992243	9.46337579617834	"B2MG_HUMAN;DRB1_HUMAN;DPA1_HUMAN;DPB1_HUMAN;1433E_HUMAN;AT1B1_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"0005615"	"extracellular space "	"61/471"	"1409/17829"	12.9511677282378	7.90285489932133	0.000116076528319805	0.366685752962264	1.63879609245388	"PDE4C_HUMAN;MIA_HUMAN;TICN1_HUMAN;PRS57_HUMAN;PA2G3_HUMAN;TIMP2_HUMAN;TIMP3_HUMAN;HLAF_HUMAN;LG3BP_HUMAN;HBA_HUMAN;HBEGF_HUMAN;HLAE_HUMAN;METRL_HUMAN;ATS13_HUMAN;B2MG_HUMAN;CBPQ_HUMAN;HLAG_HUMAN;DEFB1_HUMAN;ADA15_HUMAN;C1QT4_HUMAN;CEAM8_HUMAN;ANGT_HUMAN;DRB1_HUMAN;FGF1_HUMAN;C1QRF_HUMAN;CH3L1_HUMAN;OBP2A_HUMAN;PPR29_HUMAN;HBB_HUMAN;PGS2_HUMAN;GAS6_HUMAN;H2B1J_HUMAN;SOST_HUMAN;MTDC_HUMAN;PLF4_HUMAN;SPB3_HUMAN;SEM6C_HUMAN;CR1_HUMAN;WNT7B_HUMAN;PPIA_HUMAN;TFF1_HUMAN;TGBR3_HUMAN;WN10A_HUMAN;UBB_HUMAN;MSLN_HUMAN;RADI_HUMAN;AK1A1_HUMAN;ATX10_HUMAN;IL1FA_HUMAN;IL27B_HUMAN;NDNF_HUMAN;INHBB_HUMAN;NUCB2_HUMAN;I36RA_HUMAN;COOA1_HUMAN;1433Z_HUMAN;CO1A2_HUMAN;CO4A3_HUMAN;D131A_HUMAN;CC4L_HUMAN;CCN2_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"0000978"	"RNA polymerase II cis-regulatory region sequence-specific DNA binding "	"51/471"	"1124/17829"	10.828025477707	6.30433563295754	0.000147364517515496	0.465524510831451	1.71755219076546	"PITX2_HUMAN;TR150_HUMAN;SPIB_HUMAN;HNRPU_HUMAN;HEN2_HUMAN;EOMES_HUMAN;DUX4_HUMAN;ELK1_HUMAN;FX4L5_HUMAN;SOX10_HUMAN;SOX4_HUMAN;SOX2_HUMAN;SP9_HUMAN;SALL4_HUMAN;STA5A_HUMAN;ZN141_HUMAN;ZNF28_HUMAN;ZN431_HUMAN;ZIC3_HUMAN;TF2L1_HUMAN;ZNF43_HUMAN;PKNX2_HUMAN;TZAP_HUMAN;ZN575_HUMAN;ZN468_HUMAN;ZN600_HUMAN;ZN430_HUMAN;ZN852_HUMAN;ZNF90_HUMAN;ZN587_HUMAN;SYSC_HUMAN;ZN763_HUMAN;ZN776_HUMAN;ZN782_HUMAN;ZN595_HUMAN;ZN816_HUMAN;ZN845_HUMAN;ZN492_HUMAN;ZN611_HUMAN;ZN626_HUMAN;ZBT7B_HUMAN;ZN814_HUMAN;NKX24_HUMAN;RD23B_HUMAN;HXA10_HUMAN;NFYA_HUMAN;IRF4_HUMAN;HNF1A_HUMAN;H33_HUMAN;CRX_HUMAN;GLI4_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"0045953"	"negative regulation of natural killer cell mediated cytotoxicity "	"4/471"	"9/17829"	0.849256900212314	0.0504795557799091	0.000234433944513637	0.740576830718581	16.8237791932059	"HLAF_HUMAN;HLAE_HUMAN;HLAG_HUMAN;KLRD1_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"0001916"	"positive regulation of T cell mediated cytotoxicity "	"5/471"	"22/17829"	1.06157112526539	0.123394469684222	0.000499680702197049	1	8.60306890561668	"HLAF_HUMAN;HLAE_HUMAN;B2MG_HUMAN;DRB1_HUMAN;HLAB_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"0031492"	"nucleosomal DNA binding "	"5/471"	"22/17829"	1.06157112526539	0.123394469684222	0.000499680702197049	1	8.60306890561668	"H10_HUMAN;H3C_HUMAN;HMGN1_HUMAN;H12_HUMAN;H33_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"0002476"	"antigen processing and presentation of endogenous peptide antigen via MHC class Ib "	"3/471"	"4/17829"	0.636942675159236	0.0224353581244041	0.000510795211701317	1	28.390127388535	"HLAF_HUMAN;HLAE_HUMAN;HLAG_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"0055038"	"recycling endosome membrane "	"9/471"	"86/17829"	1.91082802547771	0.482360199674687	0.00063987684675057	1	3.96141312398163	"HLAF_HUMAN;HLAE_HUMAN;B2MG_HUMAN;HLAG_HUMAN;OPTN_HUMAN;RAP2B_HUMAN;HLAC_HUMAN;HLAB_HUMAN;ARF6_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"0000122"	"negative regulation of transcription by RNA polymerase II "	"38/471"	"816/17829"	8.06794055201699	4.57681305737843	0.000681807939466641	1	1.76278568752342	"KDM1A_HUMAN;PEBB_HUMAN;PITX2_HUMAN;NOTC4_HUMAN;SNW1_HUMAN;SFPQ_HUMAN;JARD2_HUMAN;HNRPU_HUMAN;ID3_HUMAN;EOMES_HUMAN;ID2_HUMAN;MAGA4_HUMAN;EPC1_HUMAN;H12_HUMAN;PCGF2_HUMAN;MAGA3_HUMAN;MEPCE_HUMAN;SIR6_HUMAN;SOX10_HUMAN;MLIP_HUMAN;NOTC2_HUMAN;ROA2_HUMAN;SMCA2_HUMAN;SOX2_HUMAN;SALL4_HUMAN;ZN141_HUMAN;ZN431_HUMAN;TF2L1_HUMAN;Z587B_HUMAN;YBOX3_HUMAN;SYSC_HUMAN;ZN529_HUMAN;ZN684_HUMAN;ZBT7B_HUMAN;TTP_HUMAN;DDX5_HUMAN;NOC2L_HUMAN;1433Z_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"0002503"	"peptide antigen assembly with MHC class II protein complex "	"4/471"	"13/17829"	0.849256900212314	0.0729149139043132	0.000720504007136307	1	11.6472317491426	"B2MG_HUMAN;DRB1_HUMAN;DPA1_HUMAN;DPB1_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"0042270"	"protection from natural killer cell mediated cytotoxicity "	"3/471"	"5/17829"	0.636942675159236	0.0280441976555051	0.000802051174414715	1	22.712101910828	"HLAE_HUMAN;HLAG_HUMAN;HLAB_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"0030670"	"phagocytic vesicle membrane "	"8/471"	"71/17829"	1.69851380042463	0.398227606708172	0.000816656264831349	1	4.26518345743249	"HLAF_HUMAN;HLAE_HUMAN;B2MG_HUMAN;HLAG_HUMAN;VATO_HUMAN;RB39A_HUMAN;HLAC_HUMAN;HLAB_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"0042613"	"MHC class II protein complex "	"4/471"	"14/17829"	0.849256900212314	0.0785237534354142	0.00090810440161324	1	10.8152866242038	"B2MG_HUMAN;DRB1_HUMAN;DPA1_HUMAN;DPB1_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"0030154"	"cell differentiation "	"28/471"	"555/17829"	5.9447983014862	3.11290593976106	0.00106857352946308	1	1.90972628679635	"NOTC4_HUMAN;SYT2_HUMAN;SPIB_HUMAN;ID3_HUMAN;ID2_HUMAN;ELK1_HUMAN;ETV3_HUMAN;FX4L5_HUMAN;FGF1_HUMAN;SOX4_HUMAN;SEPT7_HUMAN;RN151_HUMAN;S5A1_HUMAN;SOX2_HUMAN;ZN431_HUMAN;ZIC3_HUMAN;TSPY1_HUMAN;UB2V1_HUMAN;TFF1_HUMAN;RHOB_HUMAN;BCL7B_HUMAN;NKX24_HUMAN;INHBB_HUMAN;NDRG2_HUMAN;CRX_HUMAN;AAMP_HUMAN;ARF6_HUMAN;CCN2_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"0070527"	"platelet aggregation "	"6/471"	"41/17829"	1.27388535031847	0.229962420775142	0.00108994738676782	1	5.53953705142147	"CSRP1_HUMAN;HBB_HUMAN;ML12A_HUMAN;PPIA_HUMAN;MYH9_HUMAN;RAP2B_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"0009611"	"response to wounding "	"7/471"	"58/17829"	1.48619957537155	0.325312692803859	0.00119330680143238	1	4.56852624643092	"PHB2_HUMAN;ID3_HUMAN;SOX2_HUMAN;NMDE1_HUMAN;TTP_HUMAN;INHBB_HUMAN;CCN2_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"0008201"	"heparin binding "	"12/471"	"159/17829"	2.54777070063694	0.891805485445061	0.00131348930693017	1	2.85686816488403	"PDCD5_HUMAN;PCOC2_HUMAN;PRS57_HUMAN;HBEGF_HUMAN;CCN1_HUMAN;FGF1_HUMAN;SOST_HUMAN;PLF4_HUMAN;TGBR3_HUMAN;NDNF_HUMAN;AAMP_HUMAN;CCN2_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"0008191"	"metalloendopeptidase inhibitor activity "	"4/471"	"16/17829"	0.849256900212314	0.0897414324976162	0.00138178539338623	1	9.46337579617834	"TICN1_HUMAN;TIMP2_HUMAN;TIMP3_HUMAN;CO4A3_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"0002729"	"positive regulation of natural killer cell cytokine production "	"3/471"	"7/17829"	0.636942675159236	0.0392618767177071	0.00165537732987347	1	16.2229299363057	"HLAF_HUMAN;HLAE_HUMAN;HLAG_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"0070852"	"cell body fiber "	"3/471"	"7/17829"	0.636942675159236	0.0392618767177071	0.00165537732987347	1	16.2229299363057	"SPTN4_HUMAN;S5A1_HUMAN;5HT2A_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"1990904"	"ribonucleoprotein complex "	"11/471"	"143/17829"	2.33545647558386	0.802064052947445	0.00179019389125744	1	2.91180793728564	"PHAX_HUMAN;HNRPU_HUMAN;HS71A_HUMAN;MEPCE_HUMAN;RS6_HUMAN;ROA2_HUMAN;RL7_HUMAN;RS3_HUMAN;TTP_HUMAN;NPM_HUMAN;DDX5_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"0009986"	"cell surface "	"28/471"	"565/17829"	5.9447983014862	3.16899433507207	0.00183339828966733	1	1.87592582154332	"PHB2_HUMAN;NOTC4_HUMAN;HLAF_HUMAN;HNRPU_HUMAN;HBEGF_HUMAN;HLAE_HUMAN;ATS13_HUMAN;ADA15_HUMAN;CEAM8_HUMAN;DRB1_HUMAN;KCNE1_HUMAN;MRGX1_HUMAN;NOTC2_HUMAN;SEM6C_HUMAN;NMDE1_HUMAN;CR1_HUMAN;TGBR3_HUMAN;TMX3_HUMAN;UPAR_HUMAN;MSLN_HUMAN;HLAC_HUMAN;HLAB_HUMAN;DPA1_HUMAN;DPB1_HUMAN;APMAP_HUMAN;EGFL8_HUMAN;AAMP_HUMAN;AGRF5_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"0002474"	"antigen processing and presentation of peptide antigen via MHC class I "	"3/471"	"8/17829"	0.636942675159236	0.0448707162488081	0.00223391281830969	1	14.1950636942675	"HLAF_HUMAN;HLAE_HUMAN;HLAG_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"0086013"	"membrane repolarization during cardiac muscle cell action potential "	"3/471"	"8/17829"	0.636942675159236	0.0448707162488081	0.00223391281830969	1	14.1950636942675	"KCNE1_HUMAN;1433E_HUMAN;AT1B1_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"0042246"	"tissue regeneration "	"4/471"	"20/17829"	0.849256900212314	0.11217679062202	0.00279945246289368	1	7.57070063694268	"CBPQ_HUMAN;ADA15_HUMAN;T4S4_HUMAN;SOX2_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"2000774"	"positive regulation of cellular senescence "	"3/471"	"9/17829"	0.636942675159236	0.0504795557799091	0.0029233578516142	1	12.6178343949045	"B2MG_HUMAN;HLAG_HUMAN;ABI3_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"0006364"	"rRNA processing "	"9/471"	"109/17829"	1.91082802547771	0.611363508890011	0.00294014612249626	1	3.12551861158184	"RL35A_HUMAN;EXOS3_HUMAN;EXOS6_HUMAN;FRG1_HUMAN;FCF1_HUMAN;RS6_HUMAN;RS16_HUMAN;RL7_HUMAN;ARF_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"0032154"	"cleavage furrow "	"6/471"	"51/17829"	1.27388535031847	0.286050816086152	0.0029846177280054	1	4.45335331584863	"RAB21_HUMAN;SEPT7_HUMAN;RHOB_HUMAN;MYH9_HUMAN;RADI_HUMAN;ARF6_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"0030658"	"transport vesicle membrane "	"5/471"	"35/17829"	1.06157112526539	0.196309383588536	0.00311695705590042	1	5.40764331210191	"CC50A_HUMAN;DRB1_HUMAN;SCG3_HUMAN;DPA1_HUMAN;DPB1_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"0000380"	"alternative mRNA splicing, via spliceosome "	"4/471"	"21/17829"	0.849256900212314	0.117785630153121	0.0032673992613937	1	7.21019108280255	"KDM1A_HUMAN;SFPQ_HUMAN;SPF45_HUMAN;DDX5_HUMAN"
"low_in_FSGS_f"	"GO"	"GO"	"0043433"	"negative regulation of DNA-binding transcription factor activity "	"7/471"	"71/17829"	1.48619957537155	0.398227606708172	0.00342894985392814	1	3.73203552525343	"KDM1A_HUMAN;PHB2_HUMAN;ID3_HUMAN;EOMES_HUMAN;ID2_HUMAN;GAS6_HUMAN;ZN431_HUMAN"
