"component"	"Category"	"Term_accession"	"Term_description"	"Count_query"	"Pop_query"	"Count_universe"	"Pop_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"
"PC2"	"GO_BP"	"0031640"	"killing of cells of another organism "	6	589	13	5974	0.848896434634975	0.217609641781051	0.0175696275957184	1	3.90100561577641	"O95715;P01042;P12838;P39019;P48061;Q29980"
"PC1"	"GO_BP"	"0045736"	"negative regulation of cyclin-dependent protein serine/threonine kinase activity "	6	589	14	5974	0.848896434634975	0.234348844994978	0.0221465730585374	1	3.62236235750667	"O94992;O95373;P24468;P49918;P55273;Q9NRM7"
"PC3"	"GO_BP"	"0007189"	"adenylate cyclase-activating G protein-coupled receptor signaling pathway "	8	598	26	5974	1.17056856187291	0.435219283562102	0.025064267526704	1	2.68960638024183	"O43603;O60895;P04899;P46093;Q14344;Q8IZF2;Q8NFM4;Q8WZA2"
"PC2"	"GO_BP"	"0001934"	"positive regulation of protein phosphorylation "	18	589	95	5974	2.88624787775891	1.59022430532307	0.0275029177953036	1	1.81499419176124	"P01137;P01344;P04233;P04626;P05067;P05106;P05230;P24385;P27361;P29279;P30281;P49407;P51114;P63244;Q03405;Q13043;Q8TDY2;Q99969"
"PC2"	"GO_BP"	"0001502"	"cartilage condensation "	4	589	5	5974	0.509337860780985	0.0836960160696351	0.0278346843530237	1	6.0855687606112	"P08493;P13497;P29279;P98161"
"PC3"	"GO_BP"	"0061001"	"regulation of dendritic spine morphogenesis "	4	598	5	5974	0.501672240802676	0.0836960160696351	0.0288732822407794	1	5.99397993311037	"O43166;Q96HC4;Q9BYB0;Q9NYB9"
"PC3"	"GO_BP"	"0007043"	"cell-cell junction assembly "	6	598	15	5974	0.836120401337793	0.251088048208905	0.0289311902695113	1	3.32998885172798	"O60716;P55290;Q07157;Q16658;Q9BYG5;Q9Y4G6"
"PC3"	"GO_BP"	"0048870"	"cell motility "	6	598	15	5974	0.836120401337793	0.251088048208905	0.0289311902695113	1	3.32998885172798	"P14921;P17813;P28906;P60484;Q16658;Q6S8J3"
"PC1"	"GO_BP"	"0006364"	"rRNA processing "	11	589	46	5974	1.69779286926995	0.770003347840643	0.029380999642296	1	2.20491621761276	"P08708;P18077;P18124;P42677;P46777;P61254;P62249;P62753;P62841;P62847;P62857"
"PC1"	"GO_BP"	"0000028"	"ribosomal small subunit assembly "	5	589	10	5974	0.67911714770798	0.16739203213927	0.0300347238129736	1	4.05704584040747	"P08865;P42677;P62263;P62841;P62857"
"PC1"	"GO_BP"	"0042273"	"ribosomal large subunit biogenesis "	6	589	16	5974	0.848896434634975	0.267827251422832	0.0334546064777396	1	3.16956706281834	"P06748;P18077;P18124;P46777;P61254;Q9UNX3"
"PC2"	"GO_BP"	"0007162"	"negative regulation of cell adhesion "	6	589	16	5974	0.848896434634975	0.267827251422832	0.0334546064777396	1	3.16956706281834	"P01042;P20936;P21741;P28562;P37023;Q13591"
"PC3"	"GO_BP"	"0021915"	"neural tube development "	6	598	16	5974	0.836120401337793	0.267827251422832	0.0352472399711609	1	3.12186454849498	"O14640;O60568;P01137;Q07352;Q13563;Q92993"
"PC3"	"GO_BP"	"0001947"	"heart looping "	7	598	22	5974	1.00334448160535	0.368262470706394	0.0353531739795032	1	2.72453633323199	"O14640;O15119;P15328;P17813;P35713;Q13563;Q3SXY8"
"PC1"	"GO_BP"	"0006355"	"regulation of DNA-templated transcription "	35	589	237	5974	5.77249575551783	3.9671911617007	0.0376250063552597	1	1.4550586347453	"O43186;P23511;P35398;P48431;P49773;P51531;P52744;Q02878;Q06945;Q13404;Q16576;Q96N58;Q9BZ95;Q9GZX5;Q9P1Z0;Q9UN79;Q9UNL4;O75346;P17019;P17032;P17035;P32314;Q68DY1;Q6ECI4;B4DU55;O75373;Q0VGE8;Q5VIY5;Q86XN6;Q8IYB9;Q8N823;Q9H8G1;Q9HCZ1;Q9P255;P0DPD5"
"PC1"	"GO_BP"	"0032211"	"negative regulation of telomere maintenance via telomerase "	5	589	11	5974	0.67911714770798	0.184131235353197	0.0381582170831199	1	3.68822349127952	"P07910;P09651;P54274;Q00839;Q9H668"
"PC2"	"GO_BP"	"0009749"	"response to glucose "	8	589	30	5974	1.18845500848896	0.502176096417811	0.0415383996092822	1	2.36661007357102	"P07996;P15104;P29279;Q01955;Q8NHW3;Q99757;Q9H3M7;Q9NR50"
"PC2"	"GO_BP"	"0030198"	"extracellular matrix organization "	10	589	42	5974	1.52801358234295	0.703046534984935	0.0422337723532132	1	2.173417414504	"O94769;P05067;P29400;P53708;Q01955;Q53GQ0;Q6UXI9;Q8TB73;Q9HBX9;Q9Y6A1"
"PC2"	"GO_BP"	"0008285"	"negative regulation of cell population proliferation "	27	589	175	5974	4.41426146010187	2.92936056243723	0.0442335370293879	1	1.50690274072277	"O14745;O43294;O43639;O75094;P01137;P04155;P05067;P07996;P13164;P17096;P20138;P23771;P28562;P29590;P35222;P35240;P37023;P55000;Q01955;Q03431;Q13105;Q13362;Q13363;Q16270;Q16611;Q8TDY2;Q9NRG4"
"PC2"	"GO_BP"	"0045785"	"positive regulation of cell adhesion "	7	589	24	5974	1.01867572156197	0.401740877134248	0.0452069186178863	1	2.53565365025467	"P04626;P06756;P07942;P21741;P48061;Q07021;Q86U70"
"PC3"	"GO_BP"	"0018108"	"peptidyl-tyrosine phosphorylation "	7	598	24	5974	1.00334448160535	0.401740877134248	0.0478598108396495	1	2.49749163879599	"P09619;P17948;P35916;P49759;Q02763;Q9HAZ1;Q9NYB9"
"PC3"	"GO_BP"	"0007186"	"G protein-coupled receptor signaling pathway "	16	598	84	5974	2.50836120401338	1.40609306996987	0.0484676705158662	1	1.78392259913999	"O43813;O60895;P04899;P0DP23;P0DP25;P25098;P31391;P41220;P46093;P48061;Q02952;Q8IZF2;Q8WZA2;Q9BT40;Q9HAV0;Q6NT52"
"PC1"	"GO_BP"	"0071222"	"cellular response to lipopolysaccharide "	10	589	44	5974	1.52801358234295	0.736524941412789	0.0490392504479779	1	2.07462571384473	"P08670;P09211;P09429;P17655;P61769;P78324;Q13007;Q53EL6;Q76LX8;Q86U42"
"PC1"	"GO_CC"	"0022626"	"cytosolic ribosome "	43	589	70	5974	7.13073005093379	1.17174422497489	5.48496094747784e-17	3.11545781816741e-14	6.0855687606112	"P08708;P08865;P15880;P18077;P18124;P18621;P23396;P25398;P30050;P32969;P36578;P42677;P42766;P46777;P46778;P46783;P47914;P49207;P61247;P61254;P61313;P61513;P61927;P62241;P62249;P62263;P62269;P62277;P62424;P62753;P62841;P62847;P62888;P62891;P62906;P62917;P62979;P63173;P83881;P84098;Q02543;Q02878;Q07020"
"PC1"	"GO_CC"	"0022625"	"cytosolic large ribosomal subunit "	29	589	46	5974	4.75382003395586	0.770003347840643	7.71837641561629e-12	2.19201890203503e-09	6.17376540931572	"P05387;P18077;P18124;P18621;P30050;P32969;P36578;P42766;P46777;P46778;P47914;P49207;P61254;P61313;P61513;P61927;P62424;P62888;P62891;P62906;P62917;P63173;P83881;P84098;Q02543;Q02878;Q07020;Q96L21;Q9UNX3"
"PC2"	"GO_CC"	"0005576"	"extracellular region "	87	589	477	5974	14.6010186757216	7.98459993304319	2.41423079266029e-07	0.000136404039785307	1.82864749620043	"O00468;O14791;O15018;O94769;P00736;P01034;P01042;P01137;P01344;P02649;P04083;P04155;P05067;P05090;P05156;P05230;P06396;P07355;P07585;P07858;P07942;P07996;P08238;P08582;P10915;P12838;P13497;P18065;P19835;P20062;P21741;P22352;P22392;P24821;P28300;P28325;P28799;P29279;P29400;P30740;P34059;P35625;P40189;P41222;P48061;P50591;P50895;P55000;P55058;P55072;P60022;P60903;P78310;Q01638;Q01955;Q03405;Q12805;Q12841;Q13018;Q14627;Q16270;Q16553;Q6UXI9;Q7L3B6;Q7Z3S9;Q86UX2;Q8TB73;Q92743;Q99536;Q99715;Q99969;Q9GZP0;Q9H1J5;Q9H2R5;Q9H8H3;Q9HB63;Q9NZV1;Q9UBX5;Q9Y287;Q9Y2I2;O60234;O75493;Q8IVN8;P0CJ71;P0CJ73;P0CJ74;P0CJ77"
"PC1"	"GO_CC"	"0022627"	"cytosolic small ribosomal subunit "	18	589	35	5974	2.88624787775891	0.585872112487446	1.21488364341859e-06	0.000230017969820587	4.92641280620907	"P08708;P08865;P15880;P23396;P25398;P42677;P46783;P61247;P62241;P62249;P62263;P62269;P62277;P62753;P62841;P62847;P62857;P62979"
"PC2"	"GO_CC"	"0005615"	"extracellular space "	71	589	387	5974	11.8845500848896	6.47807164378976	3.39252702027282e-06	0.000770058152823308	1.83458145238064	"O00175;O00299;O14791;O60293;O75094;O75368;O95715;P00736;P01034;P01042;P01137;P01344;P02649;P04083;P04155;P05067;P05090;P05156;P05230;P06396;P06732;P07355;P07585;P07858;P07942;P07996;P08582;P10915;P12277;P12838;P13497;P16444;P18065;P19835;P20062;P22352;P24821;P28300;P28325;P28799;P29279;P29400;P30740;P35625;P40189;P41222;P50454;P55000;P55058;P60022;P60903;P62861;P78310;Q01955;Q07021;Q12805;Q12841;Q14627;Q16270;Q29980;Q2PPJ7;Q8TB73;Q92743;Q99715;Q99969;Q9BXJ3;Q9GZP0;Q9H1J5;Q9UBX5;Q9Y287;Q641Q3"
"PC1"	"GO_CC"	"0005925"	"focal adhesion "	58	589	291	5974	9.67741935483871	4.87110813525276	3.95467812494675e-06	0.000561564293742438	1.98669770535417	"O14817;O43707;O60500;O95297;P05387;P06748;P08670;P08708;P11142;P13987;P14625;P15311;P15529;P15880;P17655;P18124;P23396;P23528;P26006;P26012;P30050;P32969;P35221;P35579;P35613;P36578;P46777;P46783;P60033;P61247;P61513;P61769;P61978;P62241;P62249;P62258;P62263;P62269;P62277;P62330;P62424;P62841;P62888;P62906;P62917;P62937;P63104;P63173;P84077;P84098;Q02878;Q07020;Q13884;Q14108;Q14511;Q15366;Q9NR12;Q9Y490"
"PC2"	"GO_CC"	"0062023"	"collagen-containing extracellular matrix "	33	589	122	5974	5.43293718166384	2.0421827920991	4.0888043512742e-06	0.000770058152823308	2.66035792813605	"O00468;P01042;P01137;P02649;P04083;P07355;P07585;P07858;P07942;P07996;P08493;P10915;P24821;P28300;P29400;P30740;P34741;P35625;P48061;P50454;P50895;P60903;Q01955;Q12805;Q16270;Q6UXI9;Q86UX2;Q92743;Q99715;Q99969;Q9H1J5;Q9UBX5;Q8IVN8"
"PC1"	"GO_CC"	"0070062"	"extracellular exosome "	151	589	1090	5974	25.4668930390492	18.2457315031804	1.943826546842e-05	0.00220818695721252	1.39577265151633	"O00159;O00308;O00443;O00592;O14950;O43505;O43707;O60271;O60291;O60493;O60500;O76041;O95716;O95833;P04075;P04156;P05026;P05387;P05787;P06576;P06703;P06753;P07148;P07339;P07355;P07900;P07910;P08123;P08670;P08865;P08962;P09211;P09543;P09651;P0CG47;P10599;P11142;P13987;P14625;P14649;P15121;P15259;P15311;P15529;P15880;P16885;P17655;P17844;P17927;P18077;P19105;P21810;P22061;P22626;P23396;P23468;P23528;P25705;P26006;P26012;P29508;P30050;P30711;P32119;P35579;P35613;P36578;P40926;P41222;P46777;P49207;P49591;P49773;P50453;P50895;P53007;P53801;P59998;P60033;P60174;P60981;P61020;P61077;P61225;P61247;P61254;P61513;P61604;P61769;P61978;P62241;P62249;P62258;P62263;P62269;P62277;P62330;P62857;P62888;P62906;P62937;P62979;P63104;P78324;P78543;P84077;Q01082;Q02818;Q03167;Q04917;Q06481;Q13404;Q13451;Q13765;Q13813;Q13885;Q14108;Q14204;Q15019;Q15084;Q15366;Q16342;Q16827;Q16864;Q6FI13;Q7Z3Y7;Q8N3R9;Q92597;Q92743;Q93079;Q969L2;Q99879;Q99880;Q9BV40;Q9H6S3;Q9H8S9;Q9NP85;Q9NQX7;Q9NZA1;Q9UL46;Q9Y226;Q9Y287;Q9Y3C5;Q9Y3E7;Q9Y490;Q9Y617;Q9Y696;Q15181;Q8N0Y7;Q9Y536;Q9UNX3"
"PC1"	"GO_CC"	"0042788"	"polysomal ribosome "	13	589	25	5974	2.03735144312394	0.418480080348175	5.02230576724653e-05	0.00475444945966005	4.86845500848897	"P20290;P62424;P62857;P62888;P62891;P62906;P62917;P63173;P83881;P84098;Q02543;Q02878;Q07020"
"PC1"	"GO_CC"	"0032040"	"small-subunit processome "	13	589	35	5974	2.03735144312394	0.585872112487446	0.000619684930847034	0.0502830058173022	3.4774678632064	"P08708;P25398;P42677;P61247;P62241;P62249;P62263;P62277;P62753;P62847;P62857;P62979;Q9Y324"
"PC1"	"GO_CC"	"0031982"	"vesicle "	19	589	77	5974	3.05602716468591	1.28891864747238	0.00165839273162136	0.117745883945116	2.37100081582255	"O00159;O00443;O14817;P07355;P09211;P0CG47;P0DP24;P13987;P15311;P23528;P29508;P60033;P62937;P62979;P63027;P63104;Q9BQE3;Q9BV40;Q9H6S3"
"PC1"	"GO_CC"	"0005615"	"extracellular space "	59	589	387	5974	9.8471986417657	6.47807164378976	0.002431380265928	0.153447110116345	1.52008177482967	"O00592;O43707;O76061;P04075;P06858;P07339;P07355;P08123;P08962;P09211;P09429;P09486;P09529;P09543;P0CG47;P11142;P12259;P13987;P15121;P15311;P15529;P15692;P16035;P17927;P21810;P22692;P23528;P24593;P29508;P35070;P35625;P41222;P49763;P49862;P50453;P60174;P61769;P62891;P62937;P62979;P63104;P78310;Q02818;Q03167;Q08629;Q13007;Q15084;Q16674;Q5R3F8;Q76LX8;Q8IWU5;Q92743;Q92876;Q96MX0;Q99075;Q9BUR5;Q9H173;Q9Y287;Q9UJH8"
"PC1"	"GO_CC"	"0005840"	"ribosome "	11	589	32	5974	1.69779286926995	0.535654502845665	0.00305584907812698	0.173572227637613	3.16956706281834	"P08708;P23396;P32969;P42677;P46783;P61313;P62269;P62277;P83881;Q15637;Q96L21"
"PC3"	"GO_CC"	"0062023"	"collagen-containing extracellular matrix "	25	598	122	5974	4.0133779264214	2.0421827920991	0.00318804172070961	1	1.96523932233127	"O15230;O60568;O95967;P01023;P01137;P02746;P04080;P21980;P27797;P29400;P34741;P39060;P48061;P50454;P50995;P55268;P55290;P98160;Q08380;Q14314;Q86UX2;Q99715;Q9GZM7;Q9H1J5;Q9UHF1"
"PC2"	"GO_CC"	"0005788"	"endoplasmic reticulum lumen "	26	589	131	5974	4.24448217317487	2.19283562102444	0.00383254534656742	0.541347030202649	1.93561347347685	"O14791;O60613;P01034;P01042;P02649;P05067;P07942;P07996;P08582;P23284;P24821;P27361;P29400;P34741;P50454;Q01955;Q03405;Q06481;Q12841;Q14697;Q16270;Q86UP2;Q8NG11;Q99715;Q9BTV4;Q9GZP0"
"PC1"	"GO_CC"	"0014069"	"postsynaptic density "	21	589	101	5974	3.3955857385399	1.69065952460663	0.00560326123151893	0.28933203450025	2.00843853485518	"P04156;P18124;P23396;P30050;P42677;P62263;P62269;P62277;P62888;P62917;P63173;P84077;Q01082;Q02878;Q08629;Q12879;Q12983;Q15366;Q99720;Q9NQC3;Q9P021"
"PC1"	"GO_CC"	"0016020"	"membrane "	154	589	1277	5974	25.9762308998302	21.3759625041848	0.00741767925654892	0.351103484809982	1.21520754420976	"H0YL14;O00159;O00308;O00443;O15173;O15523;O43237;O60291;O60312;O60749;O95236;O95373;O95833;P00387;P01100;P04075;P05026;P05387;P06576;P06748;P07355;P07900;P07910;P08708;P08865;P09543;P09651;P0DP24;P10644;P11142;P12259;P13987;P14625;P15311;P15692;P15880;P17844;P18077;P18124;P21359;P21917;P22626;P23396;P23528;P25398;P25705;P28340;P30050;P32969;P34925;P35579;P35613;P36578;P40926;P42566;P42575;P42658;P42766;P43307;P46777;P46778;P46783;P47914;P49763;P50453;P51659;P51790;P53801;P54619;P55061;P55209;P55265;P60033;P61020;P61225;P61254;P61604;P61769;P61978;P62191;P62241;P62249;P62258;P62263;P62269;P62277;P62330;P62424;P62753;P62841;P62847;P62888;P62906;P62917;P62937;P62979;P63027;P63167;P78324;P84098;Q00839;Q02543;Q02818;Q02878;Q06481;Q07020;Q08499;Q10471;Q13451;Q13813;Q13951;Q14108;Q14204;Q15366;Q16827;Q16864;Q5R3F8;Q6ZMB0;Q86U06;Q86WA8;Q8NET5;Q8TDI0;Q8WV19;Q969X2;Q96A33;Q96G01;Q96L21;Q96RN5;Q99523;Q99720;Q9BSE4;Q9BUN8;Q9BV40;Q9BXK5;Q9C0B5;Q9H3Q1;Q9NPJ6;Q9NV96;Q9NVP1;Q9NWD8;Q9NZV1;Q9UBC2;Q9UL46;Q9Y287;Q9Y2H1;Q9Y394;Q9Y696;Q8WV48;Q92617;Q9ULK6;A2RRL7;Q86TY3;P0C7Q5;P0DL12"
"PC1"	"GO_CC"	"1990904"	"ribonucleoprotein complex "	21	589	104	5974	3.3955857385399	1.74087713424841	0.00954047613597871	0.416845418864301	1.95050280788821	"O43707;P06748;P08670;P09651;P11142;P17844;P18124;P22626;P23396;P31942;P36578;P46777;P61247;P61254;P61978;P62241;P62753;Q00839;Q15366;Q7L2J0;Q86U42"
"PC2"	"GO_CC"	"0031012"	"extracellular matrix "	14	589	58	5974	2.20713073005093	0.970873786407767	0.0101592851300284	0.838584321433522	2.27334465195246	"O94769;P01137;P02649;P05230;P07996;P08493;P10915;P29279;P35625;Q12805;Q53GQ0;Q8TB73;Q99969;Q9UBX5"
"PC2"	"GO_CC"	"0048786"	"presynaptic active zone "	6	589	11	5974	0.848896434634975	0.184131235353197	0.0103895402655481	0.838584321433522	4.6102793640994	"O75962;P05067;Q07021;Q86W92;Q99623;O75335"
"PC1"	"GO_CC"	"0005634"	"nucleus "	244	589	2179	5974	41.2563667232598	36.474723803147	0.0136657564699504	0.554439262495131	1.13109469850736	"C9JLW8;H0YL14;O00141;O00308;O14979;O15392;O15523;O43151;O43186;O43665;O43680;O43707;O60291;O60481;O60548;O94992;O95563;O95833;O95936;P01100;P04075;P05114;P05412;P05787;P06454;P06576;P06703;P06748;P07148;P07355;P07900;P07910;P08865;P09211;P09234;P09429;P09651;P0CG47;P0DME0;P0DP24;P10599;P11142;P14625;P15259;P15559;P15880;P17481;P17655;P17844;P18124;P18621;P19419;P20290;P21359;P22626;P23193;P23396;P23511;P23528;P24468;P25705;P25963;P28340;P28347;P28562;P29508;P29692;P31314;P31942;P32969;P34925;P35398;P35579;P35625;P36578;P40926;P42229;P42575;P42677;P43357;P43358;P46777;P48431;P49591;P49773;P49918;P50453;P51531;P52298;P52738;P52744;P53007;P53801;P54274;P54368;P54619;P54727;P55008;P55061;P55209;P55265;P55273;P56545;P56693;P59998;P60174;P61077;P61247;P61313;P61513;P61978;P62068;P62191;P62241;P62258;P62269;P62277;P62306;P62424;P62753;P62841;P62847;P62888;P62906;P62937;P62979;P63104;P63167;P78543;P82979;P98170;Q00839;Q02577;Q02878;Q04727;Q04741;Q06481;Q06945;Q07020;Q08499;Q08945;Q10586;Q12983;Q12996;Q13185;Q13315;Q13404;Q13485;Q13765;Q13885;Q14511;Q14966;Q15019;Q15366;Q15631;Q15637;Q16342;Q16576;Q53EL6;Q5JVF3;Q6EEV6;Q6FI13;Q7L2J0;Q86U06;Q86U42;Q86WA8;Q86XN8;Q8N3C7;Q8TDI0;Q92597;Q93079;Q93096;Q96A58;Q96AE4;Q96L21;Q96N58;Q96PM5;Q96PU8;Q96PV6;Q96QC0;Q96QR8;Q96RN5;Q99576;Q99879;Q99880;Q9BQE3;Q9BXK5;Q9BZ95;Q9GZX5;Q9H0N0;Q9H4L4;Q9H668;Q9H7D7;Q9H8S9;Q9NPJ6;Q9NQG5;Q9NRM7;Q9NTI5;Q9NWD9;Q9P1Z0;Q9UBC2;Q9UBX2;Q9UGR2;Q9UKB1;Q9UKM9;Q9UL40;Q9UN79;Q9UNL4;Q9Y3C5;O43345;O75346;P17019;P17032;P17035;P17038;P32314;P57077;Q06732;Q0D2J5;Q15651;Q68DY1;Q6ZN55;Q96EY9;Q96SL8;Q9UH62;B4DU55;O75373;P0C6A0;Q0VGE8;Q14586;Q5T5D7;Q5VIY5;Q6ZNG1;Q86XN6;Q8IYB9;Q8N823;Q9H8G1;Q9HCZ1;Q9P255;E7ETH6;P0C7V8;P0DPD5;Q5VV16;Q7Z5D8"
"PC3"	"GO_CC"	"0005576"	"extracellular region "	66	598	477	5974	10.8695652173913	7.98459993304319	0.0149610109574608	1	1.36131619724729	"O00391;O15230;O95967;P01023;P01137;P02746;P02794;P04040;P04080;P07437;P08174;P0DMV9;P0DP23;P10619;P12643;P12838;P17858;P17900;P20839;P24387;P27797;P28906;P29400;P31949;P35916;P36222;P39060;P40189;P48061;P50591;P54760;P55000;P55072;P55268;P55290;P58335;P60484;P62328;P67809;P98160;Q00889;Q02763;Q08380;Q14314;Q15833;Q5JVS0;Q5UCC4;Q76M96;Q7L3B6;Q86UX2;Q8TER0;Q8WWZ1;Q99439;Q99715;Q9GZM7;Q9H1J5;Q9HB63;Q9UHF1;Q9UHI8;Q9ULC0;Q9UM47;Q9UNF1;Q9UNP9;Q9UPZ6;Q9Y376;Q8IW92"
"PC2"	"GO_CC"	"0098797"	"plasma membrane protein complex "	5	589	8	5974	0.67911714770798	0.133913625711416	0.017124181591089	0.992758396045542	5.07130730050934	"O14745;P07355;P60903;Q09666;Q92859"
"PC1"	"GO_CC"	"0015935"	"small ribosomal subunit "	6	589	13	5974	0.848896434634975	0.217609641781051	0.0175696275957184	0.665303231624537	3.90100561577641	"P62249;P62269;P62753;P62847;P62857;P62979"
"PC2"	"GO_CC"	"0098978"	"glutamatergic synapse "	27	589	159	5974	4.41426146010187	2.6615333110144	0.017570945062753	0.992758396045542	1.65854075236783	"O00418;O75962;P02649;P05106;P16298;P27361;P28223;P35222;P41743;P51114;P53708;P55072;P62330;P62491;P62834;Q07021;Q13363;Q13618;Q14444;Q16827;Q92686;Q969L2;Q99623;Q9GZT9;Q9NP60;Q9NT99;Q9Y2I2"
"PC2"	"GO_CC"	"0005796"	"Golgi lumen "	8	589	25	5974	1.18845500848896	0.418480080348175	0.0199275537608491	1	2.83993208828523	"O00468;P01137;P05067;P07585;P12838;P31431;P34741;P60022"
"PC1"	"GO_CC"	"0009986"	"cell surface "	33	589	210	5974	5.43293718166384	3.51523267492467	0.0207879252784733	0.694561268127812	1.54554127253618	"O95297;P04156;P06576;P06858;P07355;P07900;P08962;P09429;P09486;P13987;P15529;P15692;P17927;P21810;P25705;P26006;P26012;P51790;P78324;Q00839;Q03167;Q12879;Q13685;Q76LX8;Q8IWU5;Q96PD2;Q99075;Q99523;Q99944;Q9C0B5;Q9H3T2;Q9Y490;Q9Y696"
"PC3"	"GO_CC"	"0005751"	"mitochondrial respiratory chain complex IV "	6	598	14	5974	0.836120401337793	0.234348844994978	0.0233810336652932	1	3.56784519827998	"P09669;P10176;P10606;P12074;P14854;P20674"
"PC3"	"GO_CC"	"0098685"	"Schaffer collateral - CA1 synapse "	9	598	33	5974	1.33779264214047	0.552393706059592	0.0275358187816489	1	2.42181007398399	"O00291;O14640;O60716;P05556;P10114;P43034;P47756;P62745;Q02952"
"PC2"	"GO_CC"	"0009897"	"external side of plasma membrane "	18	589	98	5974	2.88624787775891	1.64044191496485	0.0311823332482418	1	1.75943314507467	"O00481;O75787;P04233;P05106;P06756;P07858;P07996;P20062;P20138;P31994;P40189;P48061;P50895;P53708;Q01638;Q07075;Q14627;Q29980"
"PC2"	"GO_CC"	"0030425"	"dendrite "	21	589	122	5974	3.3955857385399	2.0421827920991	0.0356853986320271	1	1.66272370508503	"O94856;P02649;P05090;P08473;P12277;P20309;P28223;P37023;P40189;P42224;P46779;P46821;P63244;Q14444;Q15149;Q17RY0;Q7KZI7;Q99757;Q9NQX3;Q9NX38;Q09019"
