"category"	"Category"	"Term_accession"	"Term_description"	"Count_query"	"Pop_query"	"Count_universe"	"Pop_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"
"up_in_MNF_vs_Normal"	"GO_BP"	"0001701"	"in utero embryonic development "	11	317	92	6125	3.15457413249211	1.50204081632653	0.0319658607264274	1	2.10019201755589	"O15119;P02461;P05556;P12643;P35222;P84022;Q12965;Q14344;Q8TCT9;Q9ULI3;Q9Y3Y2"
"up_in_MNF_vs_Normal"	"GO_BP"	"0030316"	"osteoclast differentiation "	4	317	12	6125	0.946372239747634	0.195918367346939	0.0336156815661831	1	4.83044164037855	"P01100;P12643;P21359;P35222"
"up_in_MNF_vs_Normal"	"GO_BP"	"0035024"	"negative regulation of Rho protein signal transduction "	4	317	12	6125	0.946372239747634	0.195918367346939	0.0336156815661831	1	4.83044164037855	"P05556;P26006;Q96QB1;Q9ULI3"
"up_in_MNF_vs_Normal"	"GO_BP"	"0042733"	"embryonic digit morphogenesis "	4	317	13	6125	0.946372239747634	0.212244897959184	0.0399213981741052	1	4.45886920650328	"O15119;P35222;Q13547;Q92793"
"up_in_MNF_vs_Normal"	"GO_BP"	"0007405"	"neuroblast proliferation "	4	317	13	6125	0.946372239747634	0.212244897959184	0.0399213981741052	1	4.45886920650328	"P05556;P21359;P35222;P43034"
"up_in_MNF_vs_Normal"	"GO_BP"	"0033077"	"T cell differentiation in thymus "	4	317	13	6125	0.946372239747634	0.212244897959184	0.0399213981741052	1	4.45886920650328	"P35222;P61769;P78527;Q07352"
"up_in_MNF_vs_Normal"	"GO_BP"	"0000002"	"mitochondrial genome maintenance "	3	317	5	6125	0.630914826498423	0.0816326530612245	0.0421570027301424	1	7.72870662460568	"P12235;P19971;Q02078"
"up_in_MNF_vs_Normal"	"GO_BP"	"0060039"	"pericardium development "	3	317	5	6125	0.630914826498423	0.0816326530612245	0.0421570027301424	1	7.72870662460568	"P12643;P84022;Q9ULI3"
"up_in_MNF_vs_Normal"	"GO_BP"	"0030336"	"negative regulation of cell migration "	8	317	60	6125	2.20820189274448	0.979591836734694	0.0432146727615587	1	2.25420609884332	"P04216;P21359;P24593;P51452;Q13547;Q15262;Q96QB1;Q9NRW4"
"up_in_MNF_vs_Normal"	"GO_CC"	"0005829"	"cytosol "	148	317	2312	6125	46.3722397476341	37.7469387755102	0.00132610138887642	0.57420190138349	1.22850332376409	"A4D1P6;A8K8P3;O00159;O00743;O14543;O14980;O15372;O43237;O43294;O60291;O75170;O75369;O75592;O75937;O94763;O94832;O95433;O95453;P01100;P04216;P05386;P05937;P07902;P08235;P10589;P11142;P11279;P11926;P15313;P16152;P19971;P21359;P23946;P28062;P30260;P30711;P33908;P35222;P35520;P40227;P41743;P43034;P48444;P49137;P49354;P49366;P49589;P49753;P49915;P50402;P51452;P52701;P54578;P55786;P57076;P60468;P61764;P61769;P61981;P62263;P62714;P62834;P63098;P63220;P78344;P78527;P84022;Q00341;Q00536;Q00653;Q02078;Q03112;Q07021;Q07352;Q12882;Q13136;Q13137;Q13283;Q13322;Q13330;Q13362;Q13547;Q13905;Q14344;Q14789;Q15084;Q15723;Q15746;Q15788;Q16851;Q16864;Q3L8U1;Q4KMQ2;Q5ST30;Q5T5U3;Q6PGP7;Q7LFL8;Q86VS8;Q8IYB3;Q8NE71;Q8NI35;Q8TDY4;Q8TED9;Q8WY91;Q92667;Q92793;Q92934;Q93008;Q969R8;Q96AE7;Q96AQ6;Q96B97;Q96FW1;Q96KG9;Q96P70;Q96QB1;Q99418;Q99755;Q9BZH6;Q9BZR9;Q9H0X6;Q9H444;Q9H4A6;Q9H4G0;Q9H8T0;Q9HCS4;Q9NPH2;Q9NRM7;Q9NRW4;Q9NX04;Q9NZB2;Q9NZM5;Q9NZN3;Q9P0K7;Q9UBW7;Q9UH65;Q9UHB6;Q9UHC7;Q9UHY7;Q9UI12;Q9UIQ6;Q9UM47;Q9Y2A7;Q9Y3P9;Q9Y4P1;Q9Y6J0;O15417;Q9H6X4"
"up_in_MNF_vs_Normal"	"GO_CC"	"0005925"	"focal adhesion "	27	317	284	6125	8.2018927444795	4.63673469387755	0.00623281739297773	1	1.76889412182876	"O43294;O75369;O94875;P04216;P05386;P05556;P08133;P11142;P18084;P26006;P35222;P61769;P61981;P62263;Q13136;Q13283;Q14108;Q14192;Q14344;Q8TDY4;Q96B97;Q96QB1;Q99755;Q9HBL0;Q9NZN3;Q9UHB6;Q9Y2A7"
"up_in_MNF_vs_Normal"	"GO_CC"	"0015629"	"actin cytoskeleton "	14	317	112	6125	4.10094637223975	1.82857142857143	0.00934644573758609	1	2.24270504731861	"O00159;O75369;O94832;O94875;P60981;Q12965;Q15746;Q5T5U3;Q6H8Q1;Q96AE7;Q9UH65;Q9UHB6;Q9UL03;Q9UM47"
"up_in_MNF_vs_Normal"	"GO_CC"	"0098685"	"Schaffer collateral - CA1 synapse "	6	317	31	6125	1.57728706624606	0.506122448979592	0.0288745002586773	1	3.11641396153455	"P05556;P35222;P41743;P43034;P63098;Q13136"
"up_in_MNF_vs_Normal"	"GO_CC"	"0005737"	"cytoplasm "	120	317	1963	6125	37.5394321766561	32.0489795918367	0.0307436912893897	1	1.17131442731543	"O00159;O00567;O00743;O14980;O43681;O60239;O60291;O60292;O75369;O75592;O94763;O94832;O94850;O95453;P05386;P05556;P07902;P08133;P0DP24;P11142;P11279;P11926;P12757;P15313;P18146;P21359;P23219;P23946;P26583;P30260;P30711;P31949;P35222;P35520;P40227;P49137;P49354;P49366;P49589;P49759;P50402;P51452;P55786;P60981;P61764;P61981;P62263;P62834;P63220;P84022;Q00341;Q00536;Q00653;Q07021;Q07352;Q12765;Q12873;Q12882;Q12965;Q13033;Q13136;Q13137;Q13283;Q13322;Q13330;Q13547;Q13765;Q13905;Q14108;Q14344;Q15435;Q15678;Q15746;Q16630;Q16851;Q4LDG9;Q6H8Q1;Q6PGP7;Q7Z333;Q7Z5Q1;Q86VS8;Q8IWW6;Q8N108;Q8NCA5;Q8NE71;Q8NI35;Q92793;Q92876;Q93008;Q96AE7;Q96B97;Q96E09;Q96KG9;Q96P70;Q96QB1;Q99418;Q9BTL4;Q9BXP5;Q9BZH6;Q9BZR9;Q9H444;Q9H869;Q9H871;Q9HBL0;Q9HCE0;Q9NP97;Q9NPH2;Q9NRW4;Q9NV79;Q9NW64;Q9NX04;Q9NYB0;Q9NZN3;Q9UH65;Q9UIQ6;Q96M27;Q9BQI9;Q9HA77;Q9Y2B9;P0CJ73"
"up_in_MNF_vs_Normal"	"GO_MF"	"0140297"	"DNA-binding transcription factor binding "	12	317	87	6125	3.47003154574132	1.42040816326531	0.00773574198692125	1	2.44298197904202	"O76024;P26583;P35222;P45973;P84022;Q02078;Q13363;Q13547;Q7LFL8;Q92793;Q96AQ6;Q96QR8"
"up_in_MNF_vs_Normal"	"GO_MF"	"0061629"	"RNA polymerase II-specific DNA-binding transcription factor binding "	12	317	89	6125	3.47003154574132	1.4530612244898	0.00897305272506707	1	2.38808350760288	"O15119;P01100;P28370;P35222;P78527;P84022;Q02078;Q02577;Q13330;Q13363;Q13547;Q92793"
"up_in_MNF_vs_Normal"	"GO_MF"	"0048306"	"calcium-dependent protein binding "	6	317	30	6125	1.57728706624606	0.489795918367347	0.0258593820963161	1	3.22029442691903	"O76024;O94832;P08133;P0DP24;P31949;Q9NW64"
"up_in_MNF_vs_Normal"	"GO_MF"	"0019904"	"protein domain specific binding "	12	317	106	6125	3.47003154574132	1.73061224489796	0.0293258298840281	1	2.00508898279864	"O94832;P11279;P12757;P26006;P26583;P52272;P61764;P61981;P63098;P78527;Q13363;Q9P1Y6"
"up_in_MNF_vs_Normal"	"GO_MF"	"0003713"	"transcription coactivator activity "	13	317	121	6125	3.78548895899054	1.97551020408163	0.0377621417275777	1	1.91620825403447	"O43294;P17535;P26583;P35222;Q13330;Q13363;Q13765;Q15788;Q8TAQ2;Q92793;Q969G3;Q96AQ6;Q9BZR9"
"up_in_MNF_vs_Normal"	"GO_MF"	"0016922"	"nuclear receptor binding "	5	317	23	6125	1.26182965299685	0.375510204081633	0.0398963008562316	1	3.36030722808943	"P17535;P35222;P84022;Q15788;Q969G3"
"up_in_MNF_vs_Normal"	"GO_MF"	"0042923"	"neuropeptide binding "	3	317	5	6125	0.630914826498423	0.0816326530612245	0.0421570027301424	1	7.72870662460568	"P25929;P30550;Q92673"
"up_in_MNF_vs_Normal"	"GO_MF"	"0046332"	"SMAD binding "	6	317	35	6125	1.57728706624606	0.571428571428571	0.0431014595909951	1	2.7602523659306	"P02461;P12643;P12757;P35222;Q02078;Q96QR8"
"up_in_MNF_vs_Normal"	"GO_MF"	"0003714"	"transcription corepressor activity "	10	317	86	6125	2.8391167192429	1.40408163265306	0.0492699993853375	1	2.02204533783288	"O94763;Q07021;Q08117;Q13330;Q13363;Q13547;Q14192;Q8N108;Q92793;Q96AQ6"
"up_in_MNF_vs_Normal"	"KEGG_pathway"	"hsa04145"	"Phagosome - Homo sapiens (human)"	10	317	68	6125	2.8391167192429	1.11020408163265	0.01193623280172	1	2.55729263314158	"P60468;O43237;P05556;P18084;P11279;Q9UI12;P15313;O15400;O15342;Q16864"
"up_in_MNF_vs_Normal"	"KEGG_pathway"	"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy - Homo sapiens (human)"	6	317	29	6125	1.57728706624606	0.473469387755102	0.0230537197121401	1	3.33133906233003	"P35222;P50402;P26006;P05556;P18084;Q9HCS4"
"up_in_MNF_vs_Normal"	"KEGG_pathway"	"hsa05110"	"Vibrio cholerae infection - Homo sapiens (human)"	6	317	30	6125	1.57728706624606	0.489795918367347	0.0258593820963161	1	3.22029442691903	"P60468;P33947;Q9UI12;P15313;O15342;Q16864"
"up_in_MNF_vs_Normal"	"KEGG_pathway"	"hsa05165"	"Human papillomavirus infection - Homo sapiens (human)"	16	317	158	6125	4.73186119873817	2.57959183673469	0.0290309994916909	1	1.83434492672603	"Q92793;P35222;Q13547;P26006;P05556;P18084;Q9UM47;Q9UI12;P15313;P62714;Q13362;P41743;Q92934;Q9HCS4;O15342;Q16864"
"up_in_MNF_vs_Normal"	"KEGG_pathway"	"hsa05200"	"Pathways in cancer - Homo sapiens (human)"	21	317	239	6125	6.30914826498423	3.90204081632653	0.037775174650147	1	1.61688423108905	"Q14344;Q92793;Q13363;P35222;Q03112;P01100;Q8IV61;P30711;P52701;Q13547;P26006;P05556;P84022;Q00653;Q9UM47;Q92934;P12643;Q06710;P0DP24;Q9HCS4;Q15788"
"up_in_MNF_vs_Normal"	"KEGG_pathway"	"hsa05166"	"Human T-cell leukemia virus 1 infection - Homo sapiens (human)"	11	317	97	6125	3.15457413249211	1.58367346938775	0.0393825944222876	1	1.99193469706332	"Q92793;P18146;P01100;P12235;P36941;P84022;Q00653;P63098;P61769;O14980;P30260"
"up_in_MNF_vs_Normal"	"REACTOME_pathway"	"R-HSA-4641265"	"Repression of WNT target genes"	3	317	8	6125	0.946372239747634	0.130612244897959	0.0140763214583489	1	7.24566246056782	"Q13363;Q08117;Q13547;Q9HCS4"
"up_in_MNF_vs_Normal"	"REACTOME_pathway"	"R-HSA-9013423"	"RAC3 GTPase cycle"	6	317	46	6125	1.89274447949527	0.751020408163265	0.0392583448532496	1	2.52023042106707	"P50402;P05556;Q9UH65;Q5T5U3;Q13905;Q6ZW31;Q9Y2A7"
"up_in_MNF_vs_Normal"	"REACTOME_pathway"	"R-HSA-3769402"	"Deactivation of the beta-catenin transactivating complex"	4	317	23	6125	1.26182965299685	0.375510204081633	0.0398963008562316	1	3.36030722808943	"Q9HCS4;P35222;O14980;Q13547;Q13363"
"down_in_MNF_vs_Normal"	"GO_BP"	"0009411"	"response to UV "	11	1345	19	6125	0.743494423791822	0.310204081632653	0.0271738024129184	1	2.39679123459206	"O00255;O14733;P10155;P28340;P29590;Q13131;Q2YD98;Q8N163;Q92466;Q9BVW5;Q8NBR0"
"down_in_MNF_vs_Normal"	"GO_BP"	"0050911"	"detection of chemical stimulus involved in sensory perception of smell "	9	1345	14	6125	0.594795539033457	0.228571428571429	0.0435578953445952	1	2.60223048327138	"O76001;O95918;A3KFT3;Q5JQS5;Q8NGC4;Q8NGE0;Q8NH00;Q96R47;Q9UGF6"
"down_in_MNF_vs_Normal"	"GO_MF"	"0004930"	"G protein-coupled receptor activity "	27	1345	74	6125	1.93308550185874	1.20816326530612	0.0356466884520699	1	1.60002009444389	"P04001;P06401;P21918;P25025;P25116;Q7RTX0;Q8TDT2;Q96RI0;Q9BX74;Q9HCU4;Q9NQ84;O76001;O95918;Q7Z7M1;Q96LA9;A3KFT3;A6NHG9;Q5JQS5;Q6IFN5;Q8NGC4;Q8NGE0;Q8NGE9;Q8NH00;Q8NH05;Q8TDS7;Q96R47;Q9UGF6"
"down_in_MNF_vs_Normal"	"GO_MF"	"0005125"	"cytokine activity "	16	1345	37	6125	1.11524163568773	0.604081632653061	0.0449868237798714	1	1.84617703205064	"P05013;P06744;P09529;P09603;P43490;P50591;P56703;Q14213;Q8NEV9;Q8WWZ1;Q9BXJ3;Q9GZT5;Q9H1J5;Q9UBH0;P05015;Q96QR1"
"down_in_MNF_vs_Normal"	"KEGG_pathway"	"hsa05168"	"Herpes simplex virus 1 infection - Homo sapiens (human)"	54	1345	164	6125	3.94052044609665	2.67755102040816	0.0147335772270901	1	1.47168827636232	"O75373;Q14586;Q9UBU9;Q8TF45;Q8IYB9;Q6P2D0;Q8N184;P31749;Q9Y3M9;Q68DI1;Q6ZN19;Q0D2J5;Q86Y25;P05013;P05015;P15260;Q92985;Q3ZCX4;P0DKX0;Q6ECI4;Q6ZN79;Q5JVG8;P25963;P00973;Q86UQ0;P29590;Q9NR96;Q9HCZ1;Q9NR11;O75346;Q9P255;Q06124;Q9GZX5;P23497;B7Z6K7;Q9Y6Q3;P17035;Q06732;P17038;Q03938;Q15928;Q8N823;P35789;Q9BR84;Q96SQ5;Q92956;Q7Z340;Q08AN1;Q5VIY5;Q7L2R6;Q96IR2;Q8TAF7;Q96H86;Q8N587"
"down_in_MNF_vs_Normal"	"REACTOME_pathway"	"R-HSA-212436"	"Generic Transcription Pathway"	38	1345	98	6125	2.82527881040892	1.6	0.00312132261545727	0.652864659495189	1.76579925650558	"O75346;Q9Y3M9;Q8IYB9;Q9BR84;Q9H7S9;Q6P2D0;O75373;Q8N587;Q15928;Q8TF45;Q9P255;Q96I27;Q86Y25;Q13263;Q06732;Q9Y6Q3;Q08AN1;P17038;Q9NPJ6;Q9GZX5;O14771;Q9NR11;Q9HCZ1;Q8TAF7;P17035;Q8N184;Q14586;Q5JVG8;Q6ZN79;Q8N823;Q5VIY5;Q96H86;Q96SQ5;Q7Z340;Q6ECI4;Q68DI1;Q86UQ0;Q9Y2L8;Q3ZCX4"
"down_in_MNF_vs_Normal"	"REACTOME_pathway"	"R-HSA-9609736"	"Assembly and cell surface presentation of NMDA receptors"	8	1345	14	6125	0.594795539033457	0.228571428571429	0.0435578953445952	0.869819331718177	2.60223048327138	"P0DPH8;P0DPH7;Q9BVA1;Q6PEY2;Q12879;Q9HAP6;Q3ZCM7;Q9NUP9;Q13555"
"up_in_MNM_vs_Normal"	"GO_BP"	"0030335"	"positive regulation of cell migration "	19	305	109	6125	5.9016393442623	1.77959183673469	2.27275999460974e-05	0.031391628517527	3.31628816363363	"O00159;O00592;O43707;P04899;P05230;P05556;P09619;P12643;P15692;P16284;P35916;P35968;P48509;P60953;Q07157;Q09328;Q15746;Q96S97;Q99075"
"up_in_MNM_vs_Normal"	"GO_BP"	"0001570"	"vasculogenesis "	11	305	34	6125	3.27868852459016	0.555102040816327	2.66482415259143e-05	0.031391628517527	5.90646094503375	"P15692;P26012;P35713;P35968;P37173;P46937;Q07352;Q12965;Q9UHF1;Q9ULI3;Q9ULJ6"
"up_in_MNM_vs_Normal"	"GO_BP"	"0046597"	"negative regulation of viral entry into host cell "	6	305	9	6125	1.63934426229508	0.146938775510204	0.000310222106607478	0.16931115014031	11.1566484517304	"O60493;P04233;P06396;P13164;Q01628;Q9BZR9"
"up_in_MNM_vs_Normal"	"GO_BP"	"0001701"	"in utero embryonic development "	15	305	92	6125	4.59016393442623	1.50204081632653	0.000393780442002062	0.16931115014031	3.05595153243051	"O15119;P01344;P05556;P12643;P15692;P35222;P35579;P35713;P37173;P67809;P98161;Q12965;Q8TCT9;Q9ULI3;Q9ULJ6"
"up_in_MNM_vs_Normal"	"GO_BP"	"0001525"	"angiogenesis "	17	305	116	6125	5.24590163934426	1.89387755102041	0.000416129918069214	0.16931115014031	2.76992651215376	"P05230;P05412;P13688;P15692;P17342;P29353;P35579;P35613;P35713;P35916;P35968;P36382;P39059;Q05682;Q16610;Q5UCC4;Q9UHF1"
"up_in_MNM_vs_Normal"	"GO_BP"	"0008284"	"positive regulation of cell population proliferation "	21	305	165	6125	6.55737704918033	2.69387755102041	0.00050685905530133	0.16931115014031	2.43417784401391	"O14770;O15119;P01033;P01344;P04899;P05230;P09619;P12643;P15692;P27797;P29353;P35916;P35968;P37173;P52799;P60033;Q07157;Q13145;Q99075;Q99538;Q9H2X6"
"up_in_MNM_vs_Normal"	"GO_BP"	"0000122"	"negative regulation of transcription by RNA polymerase II "	35	305	362	6125	11.1475409836066	5.91020408163265	0.00051037524551171	0.16931115014031	1.88615161670139	"O14770;O15119;O43680;O75530;O95503;O95931;P01344;P05067;P05412;P12643;P15036;P15692;P18146;P24385;P24468;P24522;P27797;P35222;P35713;P46937;P49918;P52738;P67809;Q12772;Q12873;Q13501;Q14494;Q8IUX7;Q92802;Q9H2X6;Q9UM47;Q9BQI9;P0C6A0;Q9UI15;Q9Y2B9"
"up_in_MNM_vs_Normal"	"GO_BP"	"0001938"	"positive regulation of endothelial cell proliferation "	9	305	37	6125	2.62295081967213	0.604081632653061	0.0010096817878116	0.251323961704628	4.34204696499778	"P05412;P12643;P15692;P35916;P35968;P48061;Q16610;Q5UCC4;Q9UHF1"
"up_in_MNM_vs_Normal"	"GO_BP"	"0009410"	"response to xenobiotic stimulus "	14	305	91	6125	4.26229508196721	1.48571428571429	0.00107106711749192	0.251323961704628	2.86885245901639	"O95931;P04844;P05023;P05412;P07900;P18065;P19021;P24385;P26006;P27797;P35222;P37173;P50416;Q12879"
"up_in_MNM_vs_Normal"	"GO_BP"	"0010595"	"positive regulation of endothelial cell migration "	9	305	38	6125	2.62295081967213	0.620408163265306	0.00117341408266168	0.251323961704628	4.22778257118205	"O14495;P05230;P09486;P15692;P27797;P35613;P35916;P35968;Q5UCC4"
"up_in_MNM_vs_Normal"	"GO_BP"	"0001934"	"positive regulation of protein phosphorylation "	14	305	93	6125	4.26229508196721	1.51836734693878	0.00128081913299195	0.25146748977742	2.80715670720959	"P01344;P04233;P05067;P05230;P07900;P12643;P15692;P16284;P24385;P35916;P35968;Q13501;Q96DZ5;Q9H2X6"
"up_in_MNM_vs_Normal"	"GO_BP"	"0043410"	"positive regulation of MAPK cascade "	11	305	62	6125	3.27868852459016	1.01224489795918	0.00179595936450624	0.325483097136669	3.23902696985722	"P01344;P04233;P05067;P12643;P15692;P29353;P35222;P35916;P35968;P60033;P60953"
"up_in_MNM_vs_Normal"	"GO_BP"	"0007229"	"integrin-mediated signaling pathway "	10	305	52	6125	2.95081967213115	0.848979591836735	0.00196770305318147	0.331136313806824	3.47572509457755	"O14495;P05556;P13688;P26006;P26012;P35221;P35579;P60953;Q9UHI8;Q9Y490"
"up_in_MNM_vs_Normal"	"GO_BP"	"0061635"	"regulation of protein complex stability "	5	305	9	6125	1.31147540983607	0.146938775510204	0.00242492040981105	0.380874165700989	8.92531876138434	"O15119;O15533;P11142;Q13501;Q9UIL1"
"up_in_MNM_vs_Normal"	"GO_BP"	"0008104"	"protein localization "	9	305	44	6125	2.62295081967213	0.718367346938775	0.00265109848228309	0.389290713070277	3.65126676602086	"P02545;P35221;P60033;P60953;Q13501;Q15149;Q7L523;Q8IXH6;Q96AP7"
"up_in_MNM_vs_Normal"	"GO_BP"	"0045944"	"positive regulation of transcription by RNA polymerase II "	37	305	429	6125	11.8032786885246	7.00408163265306	0.00280897373607585	0.389290713070277	1.68520004585578	"O00159;O14770;O15119;O43680;O94850;P01344;P05067;P05230;P05412;P07686;P12643;P15036;P15692;P18146;P24468;P25791;P35222;P35713;P46937;P60033;P67809;P98161;Q02577;Q12772;Q13501;Q14494;Q15366;Q5T230;Q8WWB7;Q96RQ9;Q9BTL4;Q9H2X6;Q9UHV7;Q9ULJ6;Q9UM47;P0C6A0;P20962"
"up_in_MNM_vs_Normal"	"GO_BP"	"0043627"	"response to estrogen "	6	305	18	6125	1.63934426229508	0.293877551020408	0.00368105254575161	0.481808877655044	5.57832422586521	"P07900;P09619;P18065;P24385;P35221;P37173"
"up_in_MNM_vs_Normal"	"GO_BP"	"0032355"	"response to estradiol "	8	305	39	6125	2.29508196721311	0.636734693877551	0.00516413166118463	0.640352325986894	3.60445565363598	"P04083;P09619;P18065;P19021;P24385;P24468;P27797;P35222"
"up_in_MNM_vs_Normal"	"GO_BP"	"0070374"	"positive regulation of ERK1 and ERK2 cascade "	11	305	75	6125	3.27868852459016	1.22448979591837	0.00612861674029092	0.712675010954202	2.6775956284153	"P04233;P04899;P05067;P05230;P05412;P09619;P12643;P15692;P29353;P35916;P35968"
"up_in_MNM_vs_Normal"	"GO_BP"	"0001945"	"lymph vessel development "	4	305	6	6125	0.983606557377049	0.0979591836734694	0.00695424136430736	0.712675010954202	10.0409836065574	"P35916;P35968;P52799;Q9ULI3"
"up_in_MNM_vs_Normal"	"GO_BP"	"0030111"	"regulation of Wnt signaling pathway "	5	305	13	6125	1.31147540983607	0.212244897959184	0.00695735367230333	0.712675010954202	6.17906683480454	"O14495;O60493;P05067;P26006;Q9HCS4"
"up_in_MNM_vs_Normal"	"GO_BP"	"0048844"	"artery morphogenesis "	5	305	13	6125	1.31147540983607	0.212244897959184	0.00695735367230333	0.712675010954202	6.17906683480454	"P15692;P36382;P37173;Q9ULJ6;Q9UM47"
"up_in_MNM_vs_Normal"	"GO_BP"	"0051897"	"positive regulation of protein kinase B signaling "	8	305	42	6125	2.29508196721311	0.685714285714286	0.00735259510119205	0.716865201636419	3.34699453551913	"P01344;P05067;P05556;P07900;P15692;P24593;Q99075;Q9NQC3"
"up_in_MNM_vs_Normal"	"GO_BP"	"0007155"	"cell adhesion "	17	305	150	6125	5.24590163934426	2.44897959183673	0.00760680392228798	0.716865201636419	2.14207650273224	"O00592;P05067;P05556;P13688;P26012;P35221;P35222;P39059;P48061;P48509;P51693;P52799;P98172;Q04900;Q08629;Q9UHF1;Q9Y4G6"
"up_in_MNM_vs_Normal"	"GO_BP"	"0045766"	"positive regulation of angiogenesis "	10	305	66	6125	2.95081967213115	1.07755102040816	0.00803683576220841	0.728260963683193	2.73845007451565	"P05230;P05556;P15692;P26012;P35968;P37173;Q16610;Q5UCC4;Q9H2X6;Q9NQC3"
"up_in_MNM_vs_Normal"	"GO_BP"	"1903078"	"positive regulation of protein localization to plasma membrane "	6	305	23	6125	1.63934426229508	0.375510204081633	0.00887512254948492	0.729082907881904	4.3656450463293	"O15258;P05556;P26006;Q01082;Q13501;Q96DZ5"
"up_in_MNM_vs_Normal"	"GO_BP"	"0007417"	"central nervous system development "	8	305	44	6125	2.29508196721311	0.718367346938775	0.00915090826347605	0.729082907881904	3.19485842026826	"P05067;P06396;P19021;P48681;P51693;Q01082;Q02577;Q9UI15"
"up_in_MNM_vs_Normal"	"GO_BP"	"1902949"	"positive regulation of tau-protein kinase activity "	4	305	7	6125	0.983606557377049	0.114285714285714	0.00959319615634085	0.729082907881904	8.60655737704918	"P05067;P07900;P18146;Q15742"
"up_in_MNM_vs_Normal"	"GO_BP"	"0072091"	"regulation of stem cell proliferation "	4	305	7	6125	0.983606557377049	0.114285714285714	0.00959319615634085	0.729082907881904	8.60655737704918	"P35713;P37173;P46937;Q07352"
"up_in_MNM_vs_Normal"	"GO_BP"	"1900118"	"negative regulation of execution phase of apoptosis "	4	305	7	6125	0.983606557377049	0.114285714285714	0.00959319615634085	0.729082907881904	8.60655737704918	"P0CJ71;P0CJ73;P0CJ74;P0CJ77"
"up_in_MNM_vs_Normal"	"GO_BP"	"0007568"	"aging "	9	305	57	6125	2.62295081967213	0.930612244897959	0.0105102981883138	0.773820704114607	2.81852171412137	"P01033;P04844;P09619;P18065;P24593;P35221;P37173;P49918;Q14118"
