"gene"	"enriched_in"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"	"Count_query"
"WT1"	"correlated"	"GO"	"0005886"	"plasma membrane "	"4231/17829"	29.4943820224719	23.7310000560884	0.00635823627721967	1	1.24286300420386	"MPDZ_HUMAN;RAB31_HUMAN;SMAD3_HUMAN;TMEDA_HUMAN;SLIK4_HUMAN;ST32A_HUMAN;ROBO2_HUMAN;SNAA_HUMAN;SPRE1_HUMAN;TRPA1_HUMAN;SCFD1_HUMAN;FHL1_HUMAN;FAT2_HUMAN;MDGA1_HUMAN;AP2A2_HUMAN;GPER1_HUMAN;KNG1_HUMAN;JPH4_HUMAN;LIMS2_HUMAN;EMP3_HUMAN;FMN1_HUMAN;ARI1B_HUMAN;GOLP3_HUMAN;LYN_HUMAN;KPCI_HUMAN;OR8D2_HUMAN;BASI_HUMAN;HYAS1_HUMAN;ARL17_HUMAN;ENOA_HUMAN;CDCA4_HUMAN;ARL4D_HUMAN;AMPB_HUMAN;CYTM1_HUMAN;GPC4_HUMAN;GBG4_HUMAN;GLPC_HUMAN;GUC2F_HUMAN;KCND1_HUMAN;JUN_HUMAN;KIRR1_HUMAN;GPR85_HUMAN;FZD2_HUMAN;GRID2_HUMAN;DAG1_HUMAN;GRM5_HUMAN;O51S1_HUMAN;INADL_HUMAN;MMP14_HUMAN;PLM_HUMAN;PALLD_HUMAN;OLFM4_HUMAN;OX2R_HUMAN;GPR32_HUMAN;MICA3_HUMAN;CAH4_HUMAN;RAP2A_HUMAN;MRP1_HUMAN;NOTC3_HUMAN;PP4C_HUMAN;PP6R3_HUMAN;PALM3_HUMAN;SMIM1_HUMAN;MTLR_HUMAN;OX2G_HUMAN;TGON2_HUMAN;SCRB2_HUMAN;SEM5A_HUMAN;IFIT5_HUMAN;OR5P2_HUMAN;SVIP_HUMAN;TNR3_HUMAN;RGS12_HUMAN;TEST_HUMAN;TOMT_HUMAN;WDR1_HUMAN;LT4R2_HUMAN;RAMP3_HUMAN;DEN4C_HUMAN;CLD11_HUMAN;ADAM2_HUMAN;HOME1_HUMAN;HSP7C_HUMAN;NAC1_HUMAN;MYADM_HUMAN;GRIA1_HUMAN;NUCB2_HUMAN;FYB1_HUMAN;GPR39_HUMAN;DDX3X_HUMAN;CEP89_HUMAN;CERK1_HUMAN;ACM1_HUMAN;GEPH_HUMAN;GFRA2_HUMAN;GFRA3_HUMAN;GGT5_HUMAN;AMER1_HUMAN;AGRG3_HUMAN;CABP1_HUMAN;GASR_HUMAN;ADA29_HUMAN;CALM2_HUMAN;EI2BA_HUMAN;CPPED_HUMAN;EXOC2_HUMAN"	"106/356"
"WT1"	"correlated"	"GO"	"0120192"	"tight junction assembly "	"5/17829"	0.561797752808989	0.0280441976555051	0.00716803157995219	1	20.0325842696629	"MPDZ_HUMAN;INADL_HUMAN;CLD11_HUMAN"	"3/356"
"WT1"	"correlated"	"GO"	"0035976"	"transcription factor AP-1 complex "	"5/17829"	0.561797752808989	0.0280441976555051	0.00716803157995219	1	20.0325842696629	"FOS_HUMAN;JUND_HUMAN;JUN_HUMAN"	"3/356"
"WT1"	"correlated"	"GO"	"0045944"	"positive regulation of transcription by RNA polymerase II "	"967/17829"	8.70786516853933	5.42374782657468	0.00831133271486659	1	1.60550701230494	"OXLA_HUMAN;SMAD3_HUMAN;RUVB2_HUMAN;GPER1_HUMAN;HEN1_HUMAN;DPF3_HUMAN;FOS_HUMAN;FOXC1_HUMAN;FOXF1_HUMAN;KLF10_HUMAN;KLF7_HUMAN;E2F3_HUMAN;JUND_HUMAN;JUN_HUMAN;CACO1_HUMAN;EP300_HUMAN;FOXF2_HUMAN;NFKB2_HUMAN;NOTC3_HUMAN;RX_HUMAN;SRF_HUMAN;WT1_HUMAN;ZN143_HUMAN;BMP2_HUMAN;IER2_HUMAN;NELFA_HUMAN;KANL3_HUMAN;DDX3X_HUMAN;HME1_HUMAN;CNBP_HUMAN;GLHA_HUMAN;CANB1_HUMAN"	"32/356"
"WT1"	"correlated"	"GO"	"0001228"	"DNA-binding transcription activator activity, RNA polymerase II-specific "	"440/17829"	4.7752808988764	2.46788939368445	0.00845025779987072	1	1.93496552604699	"SMAD3_HUMAN;HEN1_HUMAN;FOS_HUMAN;FOXC1_HUMAN;FOSB_HUMAN;FOXF1_HUMAN;KLF10_HUMAN;KLF7_HUMAN;CEBPD_HUMAN;E2F3_HUMAN;JUND_HUMAN;JUN_HUMAN;FOXF2_HUMAN;NFKB2_HUMAN;RX_HUMAN;SRF_HUMAN;WT1_HUMAN;ZN143_HUMAN"	"18/356"
"WT1"	"correlated"	"GO"	"1990904"	"ribonucleoprotein complex "	"143/17829"	2.24719101123596	0.802064052947445	0.00857752952457561	1	2.80176003771509	"RUVB2_HUMAN;ILF2_HUMAN;ELAV3_HUMAN;LSM7_HUMAN;RL22_HUMAN;CELF5_HUMAN;HSP7C_HUMAN;DYR1A_HUMAN;DYRK2_HUMAN"	"9/356"
"WT1"	"correlated"	"GO"	"0008135"	"translation factor activity, RNA binding "	"21/17829"	0.842696629213483	0.117785630153121	0.0103826433931319	1	7.15449438202247	"IF4A1_HUMAN;IF2G_HUMAN;EIF1_HUMAN;IF4G2_HUMAN"	"4/356"
"WT1"	"correlated"	"GO"	"0001756"	"somitogenesis "	"41/17829"	1.12359550561798	0.229962420775142	0.0105245402278717	1	4.88599616333242	"SMAD3_HUMAN;SEM3C_HUMAN;FOXC1_HUMAN;FOXF1_HUMAN;EP300_HUMAN"	"5/356"
"WT1"	"correlated"	"GO"	"0001501"	"skeletal system development "	"120/17829"	1.96629213483146	0.673060743732122	0.0110811983303848	1	2.92141853932584	"HPLN3_HUMAN;COJA1_HUMAN;COAA1_HUMAN;MMP14_HUMAN;NCAN_HUMAN;BMP2_HUMAN;HME1_HUMAN;CO2A1_HUMAN"	"8/356"
"WT1"	"correlated"	"GO"	"0016192"	"vesicle-mediated transport "	"153/17829"	2.24719101123596	0.858152448258455	0.0123296267339609	1	2.6186384666226	"SCFD1_HUMAN;AP1B1_HUMAN;KPCI_HUMAN;ARL17_HUMAN;ARL4D_HUMAN;MCFD2_HUMAN;VPS41_HUMAN;HSP7C_HUMAN;GDIA_HUMAN"	"9/356"
"WT1"	"correlated"	"GO"	"0031954"	"positive regulation of protein autophosphorylation "	"23/17829"	0.842696629213483	0.129003309215323	0.0129688092034248	1	6.53236443575965	"RAP2A_HUMAN;NEK10_HUMAN;DDX3X_HUMAN;CALM2_HUMAN"	"4/356"
"WT1"	"correlated"	"GO"	"0018105"	"peptidyl-serine phosphorylation "	"157/17829"	2.24719101123596	0.880587806382859	0.0141257744897635	1	2.55192156301439	"PLK1_HUMAN;ST32A_HUMAN;HIPK1_HUMAN;KPCI_HUMAN;KS6B2_HUMAN;KC1A_HUMAN;ULK2_HUMAN;DYR1A_HUMAN;DYRK2_HUMAN"	"9/356"
"WT1"	"correlated"	"GO"	"0030836"	"positive regulation of actin filament depolymerization "	"8/17829"	0.561797752808989	0.0448707162488081	0.0147893460740223	1	12.5203651685393	"SEM5A_HUMAN;WDR1_HUMAN;DEST_HUMAN"	"3/356"
"WT1"	"correlated"	"GO"	"0007399"	"nervous system development "	"288/17829"	3.37078651685393	1.61534578495709	0.0159777526144588	1	2.08672752808989	"DPF3_HUMAN;FOS_HUMAN;ARI1B_HUMAN;ELAV3_HUMAN;GUAD_HUMAN;EP300_HUMAN;PURA_HUMAN;SEM5A_HUMAN;ABI2_HUMAN;DYR1A_HUMAN;ACM1_HUMAN;GFRA2_HUMAN;GFRA3_HUMAN"	"13/356"
"WT1"	"correlated"	"GO"	"0003743"	"translation initiation factor activity "	"47/17829"	1.12359550561798	0.263615457961748	0.0161526472303065	1	4.26225197226871	"IF4A1_HUMAN;IF2G_HUMAN;EIF1_HUMAN;IF4G2_HUMAN;EI2BA_HUMAN"	"5/356"
"WT1"	"correlated"	"GO"	"0003729"	"mRNA binding "	"196/17829"	2.52808988764045	1.0993325480958	0.0172890378109369	1	2.29965890850722	"PURB_HUMAN;IF4A1_HUMAN;CASC3_HUMAN;PTBP3_HUMAN;ZCH13_HUMAN;RBM25_HUMAN;CELF5_HUMAN;IF4G2_HUMAN;DDX3X_HUMAN;CNBP_HUMAN"	"10/356"
"WT1"	"correlated"	"GO"	"0051082"	"unfolded protein binding "	"108/17829"	1.68539325842697	0.60575466935891	0.0222040641934644	1	2.78230337078652	"RUVB2_HUMAN;ERN1_HUMAN;DNJA1_HUMAN;PT100_HUMAN;TCPD_HUMAN;TCPB_HUMAN;HSP7C_HUMAN"	"7/356"
"WT1"	"correlated"	"GO"	"0008270"	"zinc ion binding "	"759/17829"	6.74157303370786	4.25710920410567	0.022344474135558	1	1.5836034995781	"SMAD3_HUMAN;SRSF7_HUMAN;CXXC5_HUMAN;KNG1_HUMAN;DPF3_HUMAN;KLF7_HUMAN;CALB1_HUMAN;ENPP3_HUMAN;AMPB_HUMAN;GUAD_HUMAN;MMP14_HUMAN;EP300_HUMAN;CAH4_HUMAN;RPAB4_HUMAN;WT1_HUMAN;TRI13_HUMAN;ZCHC3_HUMAN;ZCHC8_HUMAN;ZCH13_HUMAN;BMI1_HUMAN;CPXM2_HUMAN;CNBP_HUMAN;ATS15_HUMAN;CBPC6_HUMAN;EHMT1_HUMAN"	"25/356"
"WT1"	"correlated"	"GO"	"0045893"	"positive regulation of transcription, DNA-templated "	"534/17829"	5.0561797752809	2.99512030960794	0.0258379876349824	1	1.688139123848	"SMAD3_HUMAN;RUVB2_HUMAN;ILF2_HUMAN;FOS_HUMAN;FOXC1_HUMAN;ARI1B_HUMAN;FOXF1_HUMAN;JUN_HUMAN;FZD2_HUMAN;CACO1_HUMAN;MSL1_HUMAN;LBH_HUMAN;EP300_HUMAN;FOXF2_HUMAN;MCAF1_HUMAN;WT1_HUMAN;BMP2_HUMAN;DYR1A_HUMAN;CNBP_HUMAN"	"19/356"
"WT1"	"correlated"	"GO"	"0005654"	"nucleoplasm "	"3579/17829"	24.438202247191	20.0740366818105	0.0260943720133235	1	1.21740348663081	"PLK1_HUMAN;SMAD3_HUMAN;RUVB2_HUMAN;SRSF7_HUMAN;SPRE1_HUMAN;PSB6_HUMAN;PURB_HUMAN;REV1_HUMAN;DUS7_HUMAN;CXXC5_HUMAN;LSM4_HUMAN;ILF2_HUMAN;GPER1_HUMAN;DPF3_HUMAN;DUS3_HUMAN;FOS_HUMAN;FOXC1_HUMAN;HIPK1_HUMAN;FOSB_HUMAN;FBRL_HUMAN;ARI1B_HUMAN;IMA4_HUMAN;KPCI_HUMAN;CSN4_HUMAN;KS6B2_HUMAN;KLF7_HUMAN;HSBP1_HUMAN;CDCA4_HUMAN;CEBPD_HUMAN;E2F3_HUMAN;JUND_HUMAN;JUN_HUMAN;CASC3_HUMAN;ERCC5_HUMAN;DAG1_HUMAN;MSL1_HUMAN;OLFM4_HUMAN;OASL_HUMAN;EP300_HUMAN;FHL2_HUMAN;MICA3_HUMAN;FANCB_HUMAN;LSM7_HUMAN;MCAF1_HUMAN;NFKB2_HUMAN;DDX46_HUMAN;RFA4_HUMAN;NOTC3_HUMAN;RPAB4_HUMAN;PP4C_HUMAN;PP6R3_HUMAN;NXF2_HUMAN;STN1_HUMAN;NMI_HUMAN;SOSB2_HUMAN;TGON2_HUMAN;SRF_HUMAN;RPC1_HUMAN;WT1_HUMAN;PWP3A_HUMAN;UBF1_HUMAN;RGS12_HUMAN;ZN143_HUMAN;UBE2O_HUMAN;TLE3_HUMAN;TCPD_HUMAN;ZCHC8_HUMAN;SYNE1_HUMAN;LT4R2_HUMAN;RBM19_HUMAN;RFA1_HUMAN;BMI1_HUMAN;HSP7C_HUMAN;IL15_HUMAN;IER2_HUMAN;NAC1_HUMAN;NELFA_HUMAN;KANL3_HUMAN;MCUB_HUMAN;DDX3X_HUMAN;DYR1A_HUMAN;DYRK2_HUMAN;CKS1_HUMAN;ASF1A_HUMAN;CANB1_HUMAN;DHI2_HUMAN;CUX1_HUMAN;EHMT1_HUMAN"	"88/356"
"WT1"	"correlated"	"GO"	"0030335"	"positive regulation of cell migration "	"228/17829"	2.80898876404494	1.27881541309103	0.0263406504257217	1	2.1965552927262	"SMAD3_HUMAN;SEM3C_HUMAN;GPER1_HUMAN;LYN_HUMAN;FER_HUMAN;FOXF1_HUMAN;MMP14_HUMAN;SEM5A_HUMAN;BMP2_HUMAN;MYADM_HUMAN;GLHA_HUMAN"	"11/356"
"WT1"	"correlated"	"GO"	"0048662"	"negative regulation of smooth muscle cell proliferation "	"31/17829"	0.842696629213483	0.173874025464131	0.0266983811685472	1	4.84659296846684	"BMP2_HUMAN;IL15_HUMAN;IBP5_HUMAN;IL12B_HUMAN"	"4/356"
"WT1"	"correlated"	"GO"	"0000122"	"negative regulation of transcription by RNA polymerase II "	"816/17829"	7.02247191011236	4.57681305737843	0.0275752859768945	1	1.53435847653668	"PLK1_HUMAN;SMAD3_HUMAN;CXXC5_HUMAN;FOXC1_HUMAN;FOSB_HUMAN;FOXF1_HUMAN;KLF10_HUMAN;KLF7_HUMAN;ENOA_HUMAN;HSBP1_HUMAN;JUND_HUMAN;JUN_HUMAN;EP300_HUMAN;FHL2_HUMAN;MCAF1_HUMAN;NOTC3_HUMAN;PURA_HUMAN;NACC2_HUMAN;WT1_HUMAN;WFS1_HUMAN;BMI1_HUMAN;BMP2_HUMAN;HME1_HUMAN;CNBP_HUMAN;CUX1_HUMAN;EHMT1_HUMAN"	"26/356"
"WT1"	"correlated"	"GO"	"0043197"	"dendritic spine "	"146/17829"	1.96629213483146	0.818890571540748	0.0277821679875472	1	2.40116592273357	"CALB1_HUMAN;KCND1_HUMAN;GRID2_HUMAN;GRM5_HUMAN;ABI2_HUMAN;HOME1_HUMAN;NAC1_HUMAN;GRIA1_HUMAN"	"8/356"
"WT1"	"correlated"	"GO"	"0030042"	"actin filament depolymerization "	"12/17829"	0.561797752808989	0.0673060743732122	0.0284430790834953	1	8.34691011235955	"MICA3_HUMAN;WDR1_HUMAN;DEST_HUMAN"	"3/356"
"WT1"	"correlated"	"GO"	"0140297"	"DNA-binding transcription factor binding "	"148/17829"	1.96629213483146	0.83010825060295	0.0295320440226817	1	2.36871773458852	"SMAD3_HUMAN;PURB_HUMAN;CXXC5_HUMAN;FOXC1_HUMAN;EP300_HUMAN;PURA_HUMAN;SRF_HUMAN;WFS1_HUMAN"	"8/356"
"WT1"	"correlated"	"GO"	"0031625"	"ubiquitin protein ligase binding "	"283/17829"	3.08988764044944	1.58730158730159	0.0296157999196271	1	1.94662921348315	"SMAD3_HUMAN;LYN_HUMAN;DNJA1_HUMAN;JUN_HUMAN;CASC3_HUMAN;UB2J1_HUMAN;TNR3_HUMAN;TBB5_HUMAN;WFS1_HUMAN;TCPB_HUMAN;ABI2_HUMAN;HSP7C_HUMAN"	"12/356"
"WT1"	"correlated"	"GO"	"0007623"	"circadian rhythm "	"58/17829"	1.12359550561798	0.325312692803859	0.0306724394160913	1	3.45389383959706	"KLF10_HUMAN;JUND_HUMAN;EP300_HUMAN;HOME1_HUMAN;DYR1A_HUMAN"	"5/356"
"WT1"	"correlated"	"GO"	"0005634"	"nucleus "	"5058/17829"	32.8651685393258	28.3695103483089	0.0315154593787416	1	1.15846795153745	"PLK1_HUMAN;URM1_HUMAN;SMAD3_HUMAN;RUVB2_HUMAN;PATL2_HUMAN;SRSF7_HUMAN;PSB6_HUMAN;PURB_HUMAN;FHL1_HUMAN;CXXC5_HUMAN;LSM4_HUMAN;ILF2_HUMAN;GPER1_HUMAN;HEN1_HUMAN;DUS3_HUMAN;FOS_HUMAN;FOXC1_HUMAN;LIMS2_HUMAN;HIPK1_HUMAN;FOSB_HUMAN;FMN1_HUMAN;FBRL_HUMAN;ARP6_HUMAN;IMA4_HUMAN;LYN_HUMAN;KPCI_HUMAN;FER_HUMAN;FOXF1_HUMAN;CSN4_HUMAN;DLDH_HUMAN;KS6B2_HUMAN;KC1A_HUMAN;KLF10_HUMAN;KLF7_HUMAN;CALB1_HUMAN;DNJA1_HUMAN;ENOA_HUMAN;HSBP1_HUMAN;CDCA4_HUMAN;E2F3_HUMAN;GPC4_HUMAN;JUN_HUMAN;CASC3_HUMAN;CACO1_HUMAN;ERCC5_HUMAN;MSL1_HUMAN;MMP14_HUMAN;PALLD_HUMAN;LBH_HUMAN;EP300_HUMAN;FHL2_HUMAN;MICA3_HUMAN;FOXF2_HUMAN;LSM7_HUMAN;MCAF1_HUMAN;NFKB2_HUMAN;DDX46_HUMAN;RFA4_HUMAN;RPAB4_HUMAN;PP6R3_HUMAN;MEIOS_HUMAN;TAD2A_HUMAN;PURA_HUMAN;RL22_HUMAN;NXF2_HUMAN;RX_HUMAN;STN1_HUMAN;NMI_HUMAN;SOSB2_HUMAN;SEGN_HUMAN;SRF_HUMAN;PTBP3_HUMAN;DDX31_HUMAN;EIF1_HUMAN;NACC2_HUMAN;IFRD1_HUMAN;WT1_HUMAN;PWP3A_HUMAN;Z780A_HUMAN;UBF1_HUMAN;UB2J1_HUMAN;RGS12_HUMAN;UBE2O_HUMAN;TBB5_HUMAN;TLE3_HUMAN;ZN548_HUMAN;ZN777_HUMAN;ZN460_HUMAN;TSH2_HUMAN;UGPA_HUMAN;ZN250_HUMAN;ZCHC8_HUMAN;ZN630_HUMAN;SYNE1_HUMAN;ZN654_HUMAN;RFA1_HUMAN;CELF5_HUMAN;ACL7B_HUMAN;ABI2_HUMAN;BMI1_HUMAN;HSP7C_HUMAN;IER2_HUMAN;FYB1_HUMAN;MET16_HUMAN;DDX3X_HUMAN;HSPB2_HUMAN;HME1_HUMAN;DYR1A_HUMAN;DYRK2_HUMAN;CYLC1_HUMAN;CNBP_HUMAN;GASP2_HUMAN;ASF1A_HUMAN;CALM2_HUMAN;APR_HUMAN;CUX1_HUMAN;EHMT1_HUMAN;AZIN1_HUMAN"	"118/356"
"WT1"	"correlated"	"GO"	"0045296"	"cadherin binding "	"289/17829"	3.08988764044944	1.62095462448819	0.032818019863218	1	1.9062147661444	"PSB6_HUMAN;IF2G_HUMAN;BASI_HUMAN;FER_HUMAN;COBL1_HUMAN;ENOA_HUMAN;EVPL_HUMAN;OLFM4_HUMAN;NOTC3_HUMAN;HSP7C_HUMAN;IF4G2_HUMAN;DDX3X_HUMAN"	"12/356"
"WT1"	"correlated"	"GO"	"0003723"	"RNA binding "	"1288/17829"	10.1123595505618	7.22418531605811	0.0362272898092416	1	1.39979237909135	"PATL2_HUMAN;SRSF7_HUMAN;PURB_HUMAN;LSM4_HUMAN;ILF2_HUMAN;1433G_HUMAN;FBRL_HUMAN;IF4A1_HUMAN;ENOA_HUMAN;JUN_HUMAN;CASC3_HUMAN;OASL_HUMAN;IFIT1_HUMAN;DDX46_HUMAN;PURA_HUMAN;RL22_HUMAN;NXF2_HUMAN;SOSB2_HUMAN;PTBP3_HUMAN;IFIT5_HUMAN;DDX31_HUMAN;EIF1_HUMAN;WT1_HUMAN;UBF1_HUMAN;UBE2O_HUMAN;TCPD_HUMAN;ZCHC3_HUMAN;ZCHC8_HUMAN;SYNE1_HUMAN;RBM19_HUMAN;RBM25_HUMAN;CELF5_HUMAN;HSP7C_HUMAN;IF4G2_HUMAN;MET16_HUMAN;DDX3X_HUMAN;CNBP_HUMAN"	"37/356"
"WT1"	"correlated"	"GO"	"0045182"	"translation regulator activity "	"14/17829"	0.561797752808989	0.0785237534354142	0.0365821755723691	1	7.15449438202247	"RL22_HUMAN;ZCH13_HUMAN;CNBP_HUMAN"	"3/356"
"WT1"	"correlated"	"GO"	"0044877"	"protein-containing complex binding "	"315/17829"	3.37078651685393	1.76678445229682	0.0367617925321363	1	1.90786516853933	"VATB1_HUMAN;SNAA_HUMAN;SCFD1_HUMAN;FOS_HUMAN;GUC2F_HUMAN;ERCC5_HUMAN;GIT1_HUMAN;NACC2_HUMAN;TBB5_HUMAN;HOME1_HUMAN;CPSM_HUMAN;FYB1_HUMAN;IL12B_HUMAN"	"13/356"
