"gene"	"enriched_in"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"	"Count_query"
"WT1"	"correlated"	"GO"	"0007608"	"sensory perception of smell "	"96/17829"	0.992555831265509	0.538448594985698	0.0433450062344087	1	1.84336228287841	"OR5M3_HUMAN;SYT10_HUMAN;OR1C1_HUMAN;OR5M9_HUMAN;NCAM2_HUMAN;OR5MA_HUMAN;O51J1_HUMAN;OR5L1_HUMAN;OR8B8_HUMAN;O51B6_HUMAN;OR5BL_HUMAN;O51B5_HUMAN;O52A1_HUMAN"	"13/1209"
"WT1"	"correlated"	"GO"	"0007187"	"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger "	"64/17829"	0.744416873449132	0.358965729990465	0.0453401217575192	1	2.07378256823821	"5HT6R_HUMAN;HRH1_HUMAN;SSR1_HUMAN;PTH1R_HUMAN;VIPR1_HUMAN;HRH4_HUMAN;CNR2_HUMAN;DRD4_HUMAN;5HT1A_HUMAN;5HT4R_HUMAN"	"10/1209"
"WT1"	"correlated"	"GO"	"0005549"	"odorant binding "	"98/17829"	0.992555831265509	0.549666274047899	0.0470478883114918	1	1.80574264445232	"OR5M3_HUMAN;OR9K2_HUMAN;OR5P3_HUMAN;OR5M9_HUMAN;OR5MA_HUMAN;OR1K1_HUMAN;OR5L1_HUMAN;O10T2_HUMAN;OR8B8_HUMAN;OR5C1_HUMAN;O5AN1_HUMAN;OR5BL_HUMAN;GP148_HUMAN"	"13/1209"
"WT1"	"correlated"	"GO"	"0000981"	"DNA-binding transcription factor activity, RNA polymerase II-specific "	"1179/17829"	7.94044665012407	6.6128218071681	0.0472312349665721	1	1.20076525296914	"PO2F3_HUMAN;SALL2_HUMAN;DACH1_HUMAN;FOXO6_HUMAN;GRHL1_HUMAN;NF2L3_HUMAN;MLXIP_HUMAN;CTCFL_HUMAN;DMRTB_HUMAN;EGR4_HUMAN;GSX1_HUMAN;KLF7_HUMAN;DLX1_HUMAN;CEBPE_HUMAN;FEV_HUMAN;ESR2_HUMAN;NPAS4_HUMAN;OLIG2_HUMAN;HEY2_HUMAN;KLF16_HUMAN;ETV2_HUMAN;NFAC4_HUMAN;PBX4_HUMAN;NR1I2_HUMAN;SIM1_HUMAN;SIX3_HUMAN;SOX4_HUMAN;ONEC3_HUMAN;PRRX1_HUMAN;OVOL2_HUMAN;SP140_HUMAN;NKX25_HUMAN;OTX2_HUMAN;SP9_HUMAN;PHX2B_HUMAN;PRGR_HUMAN;SRF_HUMAN;SCRT2_HUMAN;NACC2_HUMAN;ZN677_HUMAN;WT1_HUMAN;ZFP28_HUMAN;ZFP82_HUMAN;ZSC12_HUMAN;ZN805_HUMAN;ZN417_HUMAN;TFDP1_HUMAN;ZN283_HUMAN;PO3F2_HUMAN;ZNF17_HUMAN;PROX2_HUMAN;ZN555_HUMAN;ZNF10_HUMAN;ZN543_HUMAN;ZN569_HUMAN;ZN215_HUMAN;VAX2_HUMAN;ZN436_HUMAN;ZN454_HUMAN;ZN761_HUMAN;ZN771_HUMAN;ZN774_HUMAN;ZN266_HUMAN;ZN418_HUMAN;NFAC2_HUMAN;ZIC1_HUMAN;ZN408_HUMAN;ZN549_HUMAN;ZN888_HUMAN;ZN230_HUMAN;ZN614_HUMAN;ZFP57_HUMAN;TCF7_HUMAN;Z705B_HUMAN;ZNF35_HUMAN;ZBT37_HUMAN;Z324A_HUMAN;ZN154_HUMAN;ZN880_HUMAN;TLX3_HUMAN;RHXF2_HUMAN;HXB3_HUMAN;HXB8_HUMAN;HXD1_HUMAN;HXD4_HUMAN;HXA2_HUMAN;MYF5_HUMAN;MYOD1_HUMAN;MYCL_HUMAN;IRF5_HUMAN;NDF2_HUMAN;BARX1_HUMAN;GLIS3_HUMAN;DMRTA_HUMAN;DMBX1_HUMAN;CSRN1_HUMAN;DMTA2_HUMAN"	"97/1209"
"WT1"	"correlated"	"GO"	"0016021"	"integral component of membrane "	"3275/17829"	20.1819685690653	18.3689494643558	0.0489433162587399	1	1.09870020646677	"KCP3_HUMAN;LIGO3_HUMAN;PD1L1_HUMAN;OR5M3_HUMAN;RDHE2_HUMAN;SYT10_HUMAN;TA2R4_HUMAN;O13C5_HUMAN;SCD_HUMAN;TMED7_HUMAN;TMEM9_HUMAN;TMG3_HUMAN;SIA4C_HUMAN;S2553_HUMAN;TM198_HUMAN;TM39B_HUMAN;S35B2_HUMAN;S66AL_HUMAN;SEM5B_HUMAN;TIG1_HUMAN;O10AG_HUMAN;PKDRE_HUMAN;PMGT1_HUMAN;T126B_HUMAN;ST7L_HUMAN;T2R40_HUMAN;CP3A4_HUMAN;LRP5_HUMAN;MARH9_HUMAN;FLNB_HUMAN;KCNA4_HUMAN;GRM2A_HUMAN;FBCD1_HUMAN;HERP2_HUMAN;AQP6_HUMAN;CT141_HUMAN;ENTP2_HUMAN;HHAT_HUMAN;MGT4B_HUMAN;MNARL_HUMAN;LRIT3_HUMAN;KCNC2_HUMAN;OR1C1_HUMAN;OR4KD_HUMAN;OR4D2_HUMAN;O4A47_HUMAN;OR9K2_HUMAN;B3AT_HUMAN;B4GN2_HUMAN;CC020_HUMAN;MRS2_HUMAN;CNTP5_HUMAN;CXB1_HUMAN;LAP2B_HUMAN;F234A_HUMAN;INT5_HUMAN;B2L13_HUMAN;CDHR3_HUMAN;CAC1H_HUMAN;FNDC5_HUMAN;F234B_HUMAN;ERD23_HUMAN;ENPP1_HUMAN;GP135_HUMAN;AOFB_HUMAN;F1712_HUMAN;DGAT2_HUMAN;DOXA2_HUMAN;CAD12_HUMAN;MCATL_HUMAN;MRGX4_HUMAN;OR5P3_HUMAN;OR2A2_HUMAN;O51F1_HUMAN;MCL1_HUMAN;OR5M9_HUMAN;O6C76_HUMAN;OR2T4_HUMAN;FADS3_HUMAN;PEX14_HUMAN;NCAM2_HUMAN;OR5MA_HUMAN;CP4FN_HUMAN;MBOA1_HUMAN;OR1B1_HUMAN;S22AG_HUMAN;O10AC_HUMAN;NRSN2_HUMAN;P3IP1_HUMAN;LYSM4_HUMAN;OR1K1_HUMAN;O2AG2_HUMAN;O51J1_HUMAN;O52E6_HUMAN;RYR3_HUMAN;T161A_HUMAN;T170B_HUMAN;SDK2_HUMAN;S39AE_HUMAN;OR6M1_HUMAN;OR5L1_HUMAN;O10T2_HUMAN;P210L_HUMAN;SMI21_HUMAN;SIAT2_HUMAN;SIM14_HUMAN;SL9C1_HUMAN;SL9C2_HUMAN;SGMR2_HUMAN;SIM31_HUMAN;RTP3_HUMAN;NIPA3_HUMAN;ORNT2_HUMAN;SARCO_HUMAN;S45A2_HUMAN;SIGIR_HUMAN;SPNS2_HUMAN;PARM1_HUMAN;SC5A9_HUMAN;SCN8A_HUMAN;OR8B8_HUMAN;OR4DB_HUMAN;REEP6_HUMAN;SHL2A_HUMAN;S41A3_HUMAN;TM139_HUMAN;S45A4_HUMAN;S4A11_HUMAN;SV2C_HUMAN;SUSD4_HUMAN;OR5C1_HUMAN;T178A_HUMAN;T132E_HUMAN;UDB10_HUMAN;SCD5_HUMAN;S5A1_HUMAN;PPB1_HUMAN;SOAT_HUMAN;S36A2_HUMAN;SIA10_HUMAN;TGFA_HUMAN;SE1L3_HUMAN;SE6L1_HUMAN;NYNRI_HUMAN;SYBU_HUMAN;S47A1_HUMAN;TM271_HUMAN;TM275_HUMAN;SNG4_HUMAN;O5AN1_HUMAN;OR2H1_HUMAN;OR4CD_HUMAN;O51B6_HUMAN;EMARD_HUMAN;PTHD1_HUMAN;TNR1B_HUMAN;RNFT2_HUMAN;TECT3_HUMAN;XKR7_HUMAN;SUSD5_HUMAN;OR5BL_HUMAN;TEDM1_HUMAN;TLR8_HUMAN;TMM98_HUMAN;TYRP2_HUMAN;TNR3_HUMAN;UN93A_HUMAN;TSBP1_HUMAN;PTSS2_HUMAN;TM267_HUMAN;ZDHC6_HUMAN;ZDH22_HUMAN;PTPRE_HUMAN;TM215_HUMAN;ZDHC5_HUMAN;LCTL_HUMAN;NCKX5_HUMAN;O6C74_HUMAN;O51B5_HUMAN;OTOP2_HUMAN;VPP1_HUMAN;UPAR_HUMAN;TM222_HUMAN;TM260_HUMAN;TRIQK_HUMAN;VN1R4_HUMAN;YIPF1_HUMAN;TM209_HUMAN;TMM19_HUMAN;TMM54_HUMAN;TEX29_HUMAN;THS7A_HUMAN;MUC13_HUMAN;NLS1_HUMAN;OR1J4_HUMAN;RDH11_HUMAN;RAE1E_HUMAN;ABCA5_HUMAN;ASPH2_HUMAN;CELR2_HUMAN;CDS1_HUMAN;DIC_HUMAN;AT10D_HUMAN;BT2A2_HUMAN;CADH8_HUMAN;IL5RA_HUMAN;CD15L_HUMAN;NSG2_HUMAN;KCNQ4_HUMAN;K0319_HUMAN;LAT_HUMAN;MOT7_HUMAN;MPZL2_HUMAN;LHPL4_HUMAN;CALY_HUMAN;DERL1_HUMAN;EAA5_HUMAN;ECE1_HUMAN;AQP5_HUMAN;CHSS2_HUMAN;CHST1_HUMAN;CHST2_HUMAN;CLD7_HUMAN;CHST8_HUMAN;CHPT1_HUMAN;CABP8_HUMAN;GCNT3_HUMAN;GCNT7_HUMAN;GLDN_HUMAN;GL6D1_HUMAN;GGT6_HUMAN;ALG8_HUMAN;AGRIN_HUMAN;ALG3_HUMAN;B3GL2_HUMAN;CADM4_HUMAN;GP148_HUMAN;GP162_HUMAN;ADCY5_HUMAN;B4GT6_HUMAN;ANO4_HUMAN;CERS6_HUMAN;CD79A_HUMAN;CD80_HUMAN;B3GN9_HUMAN"	"245/1209"
"WT1"	"anticorrelated"	"GO"	"0046982"	"protein heterodimerization activity "	"282/17829"	3.24825986078886	1.58169274777049	0.000455728451446066	1	2.05366046304981	"VAPA_HUMAN;VAPB_HUMAN;TAF8_HUMAN;TAF9B_HUMAN;AT1A1_HUMAN;H3Y1_HUMAN;DDIT3_HUMAN;H2AV_HUMAN;H2A2C_HUMAN;FZD4_HUMAN;H2B1N_HUMAN;CAV2_HUMAN;BC11A_HUMAN;SORCN_HUMAN;SLC31_HUMAN;RGPA2_HUMAN;PP2AA_HUMAN;TBB2B_HUMAN;TF2AA_HUMAN;ZHX1_HUMAN;TPM2_HUMAN;BKRB2_HUMAN;BARD1_HUMAN;HIP1_HUMAN;NDF1_HUMAN;B2CL2_HUMAN;ATF3_HUMAN;CY24B_HUMAN;AT1B1_HUMAN"	"29/862"
"WT1"	"anticorrelated"	"GO"	"0016020"	"membrane "	"1978/17829"	14.6171693735499	11.0942845925178	0.000803670714298795	1	1.3175405094086	"PLIN3_HUMAN;STALP_HUMAN;STT3A_HUMAN;VA0D2_HUMAN;TIAM1_HUMAN;TIKI2_HUMAN;PRAF1_HUMAN;SHLB1_HUMAN;STBD1_HUMAN;SPAG8_HUMAN;RIPL2_HUMAN;STK26_HUMAN;HELZ_HUMAN;LG3BP_HUMAN;CYRIB_HUMAN;HERP1_HUMAN;AT1A1_HUMAN;MOT3_HUMAN;ACHA4_HUMAN;CACO2_HUMAN;ANKL2_HUMAN;K22E_HUMAN;DPM1_HUMAN;IPRI_HUMAN;DCP1A_HUMAN;ENTP8_HUMAN;ATPB_HUMAN;MGAT2_HUMAN;MGST2_HUMAN;DLK1_HUMAN;HMHA1_HUMAN;NPC1_HUMAN;CTBL1_HUMAN;ACSL5_HUMAN;HS90B_HUMAN;EP15R_HUMAN;GNAS1_HUMAN;G3ST1_HUMAN;DRB1_HUMAN;EVPL_HUMAN;CAV2_HUMAN;LY6D_HUMAN;IPSP_HUMAN;P3C2A_HUMAN;ATG9A_HUMAN;LEG3_HUMAN;LFA3_HUMAN;EXOC4_HUMAN;PX11B_HUMAN;PTHD4_HUMAN;P4K2A_HUMAN;PERF_HUMAN;MLH1_HUMAN;MSS4_HUMAN;NEUR1_HUMAN;MA1B1_HUMAN;NICA_HUMAN;RS18_HUMAN;S12A2_HUMAN;PRDX6_HUMAN;RS14_HUMAN;NRG1_HUMAN;SORCN_HUMAN;SORC1_HUMAN;SLC31_HUMAN;S13A2_HUMAN;SORL_HUMAN;RL23_HUMAN;STAG2_HUMAN;PARP1_HUMAN;REEP2_HUMAN;RYK_HUMAN;TM59L_HUMAN;RFFL_HUMAN;STRN_HUMAN;PUR9_HUMAN;RL30_HUMAN;PP2AA_HUMAN;OLR1_HUMAN;TF2L1_HUMAN;PTPRC_HUMAN;YMEL1_HUMAN;XRCC5_HUMAN;PPIF_HUMAN;VPS54_HUMAN;TF_HUMAN;MSMO1_HUMAN;ABCE1_HUMAN;CEAM1_HUMAN;AT2B1_HUMAN;AT8A1_HUMAN;2A5A_HUMAN;ACES_HUMAN;HSP72_HUMAN;IL2RG_HUMAN;IF5A1_HUMAN;HIP1_HUMAN;MYO1C_HUMAN;NBAS_HUMAN;LCLT1_HUMAN;LAMC2_HUMAN;CD151_HUMAN;MERL_HUMAN;PCBP2_HUMAN;GBB2_HUMAN;GORS2_HUMAN;HIPL1_HUMAN;M4K1_HUMAN;LX15B_HUMAN;ITAV_HUMAN;KLC2_HUMAN;APOBR_HUMAN;CGAT2_HUMAN;CCNB1_HUMAN;CLCC1_HUMAN;CNOT7_HUMAN;CNOT9_HUMAN;BI1_HUMAN;CP51A_HUMAN;CALM2_HUMAN;CP089_HUMAN;DDX54_HUMAN;ERGI3_HUMAN;BICD1_HUMAN;CD52_HUMAN;AT1B1_HUMAN;FMNL1_HUMAN"	"127/862"
"WT1"	"anticorrelated"	"GO"	"0019076"	"viral release from host cell "	"19/17829"	0.580046403712297	0.106567951090919	0.00380276134928573	1	5.44297227988765	"VAPA_HUMAN;VAPB_HUMAN;CAV2_HUMAN;ZN502_HUMAN;VP37B_HUMAN;IST1_HUMAN"	"6/862"
"WT1"	"anticorrelated"	"GO"	"0030315"	"T-tubule "	"41/17829"	0.812064965197216	0.229962420775142	0.00537560693608127	1	3.53129421085394	"RTN2_HUMAN;STBD1_HUMAN;AT1A1_HUMAN;CASQ1_HUMAN;SCN5A_HUMAN;SORCN_HUMAN;DYSF_HUMAN;AT1B1_HUMAN"	"8/862"
"WT1"	"anticorrelated"	"GO"	"0032981"	"mitochondrial respiratory chain complex I assembly "	"53/17829"	0.928074245939675	0.297268495148354	0.00581388713063869	1	3.12200674167141	"NDUA2_HUMAN;NDUB2_HUMAN;ACPM_HUMAN;NDUBB_HUMAN;BCS1_HUMAN;NDUF3_HUMAN;NDUBA_HUMAN;NDUS3_HUMAN;NDUB7_HUMAN"	"9/862"
"WT1"	"anticorrelated"	"GO"	"0050699"	"WW domain binding "	"32/17829"	0.696055684454756	0.179482864995232	0.00658159863025938	1	3.87811774941995	"NFIP2_HUMAN;LITAF_HUMAN;SCNNG_HUMAN;SHSA5_HUMAN;TCAL3_HUMAN;WBP11_HUMAN;F189B_HUMAN"	"7/862"
"WT1"	"anticorrelated"	"GO"	"0005789"	"endoplasmic reticulum membrane "	"918/17829"	7.19257540603248	5.14891468955073	0.00696560002860619	1	1.39691096856376	"STT3A_HUMAN;VAPA_HUMAN;VAPB_HUMAN;RAC3_HUMAN;PIGM_HUMAN;TMCC3_HUMAN;RSAD2_HUMAN;RTN1_HUMAN;STBD1_HUMAN;LMA1L_HUMAN;HERP1_HUMAN;LRC33_HUMAN;ANKL2_HUMAN;DPM1_HUMAN;HEPS_HUMAN;MGST2_HUMAN;NOTC1_HUMAN;CSTN2_HUMAN;DG2L6_HUMAN;GRIP1_HUMAN;ACSL5_HUMAN;G6PT3_HUMAN;CP3A5_HUMAN;CP7A1_HUMAN;CP4AM_HUMAN;ATG9A_HUMAN;CP2E1_HUMAN;MA1B1_HUMAN;SGPL1_HUMAN;SAMD8_HUMAN;RN186_HUMAN;SORCN_HUMAN;PIGY_HUMAN;PDIA5_HUMAN;SHSA5_HUMAN;SC23A_HUMAN;TPSNR_HUMAN;MRFL_HUMAN;STX5_HUMAN;SORL_HUMAN;SC24A_HUMAN;REEP2_HUMAN;OFUT2_HUMAN;TM174_HUMAN;ZDH11_HUMAN;MSMO1_HUMAN;CERS3_HUMAN;DHRS3_HUMAN;DHRS4_HUMAN;ATG2B_HUMAN;IF5A1_HUMAN;NBAS_HUMAN;LCLT1_HUMAN;GORS2_HUMAN;CLCC1_HUMAN;COPZ1_HUMAN;BI1_HUMAN;CY24B_HUMAN;CP51A_HUMAN;FMO1_HUMAN;DHI2_HUMAN;GBRL2_HUMAN;CNIH4_HUMAN"	"63/862"
"WT1"	"anticorrelated"	"GO"	"0030658"	"transport vesicle membrane "	"35/17829"	0.696055684454756	0.196309383588536	0.00956718060490022	1	3.54570765661253	"DRB1_HUMAN;SORL_HUMAN;SEGN_HUMAN;ZNT8_HUMAN;CEAM1_HUMAN;ABCAC_HUMAN;DPA1_HUMAN"	"7/862"
"WT1"	"anticorrelated"	"GO"	"0050877"	"nervous system process "	"49/17829"	0.812064965197216	0.27483313702395	0.0124353054119568	1	2.95475638051044	"NKX11_HUMAN;ACHA4_HUMAN;GBRB1_HUMAN;GBRG3_HUMAN;GLRA3_HUMAN;ACHG_HUMAN;GBRG2_HUMAN;ACHE_HUMAN"	"8/862"
"WT1"	"anticorrelated"	"GO"	"0005747"	"mitochondrial respiratory chain complex I "	"40/17829"	0.696055684454756	0.224353581244041	0.016502253376879	1	3.10249419953596	"NDUA2_HUMAN;NDUB2_HUMAN;ACPM_HUMAN;NDUBB_HUMAN;NDUBA_HUMAN;NDUS3_HUMAN;NDUB7_HUMAN"	"7/862"
"WT1"	"anticorrelated"	"GO"	"0042632"	"cholesterol homeostasis "	"79/17829"	1.04408352668213	0.44309832295698	0.0174164853989641	1	2.35632470850833	"LIMA1_HUMAN;NPC1_HUMAN;FABPH_HUMAN;CP7A1_HUMAN;SC24A_HUMAN;PLS3_HUMAN;RALY_HUMAN;ABCBB_HUMAN;ARH_HUMAN;HYES_HUMAN"	"10/862"
