"component"	"Category"	"Term_accession"	"Term_description"	"Count_query"	"Pop_query"	"Count_universe"	"Pop_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"
"PC2"	"GO_BP"	"0002082"	"regulation of oxidative phosphorylation "	4	620	6	6132	0.483870967741935	0.0978473581213307	0.0413983446246593	1	4.94516129032258	"O75367;P27144;Q9BXM7;O14548"
"PC3"	"GO_BP"	"0032436"	"positive regulation of proteasomal ubiquitin-dependent protein catabolic process "	10	617	41	6132	1.45867098865478	0.668623613829093	0.0418453530120881	1	2.18160256156857	"O15105;O75159;P10909;P25686;P61956;P63244;Q8NHY2;Q96MT3;Q9NZM5;Q9Y4X5"
"PC3"	"GO_BP"	"0008333"	"endosome to lysosome transport "	7	617	23	6132	0.972447325769854	0.375081539465101	0.042081818947296	1	2.59262913113945	"P20645;P51149;Q2KHT3;Q6IQ22;Q6ZNE5;Q99816;Q9H269"
"PC2"	"GO_BP"	"0090090"	"negative regulation of canonical Wnt signaling pathway "	13	620	63	6132	1.93548387096774	1.02739726027397	0.0432794083733519	1	1.88387096774194	"O43623;P05067;P35222;P46531;P50402;P98082;Q04725;Q13547;Q6XE24;Q99471;Q9UBP4;Q9ULT6;Q9UK85"
"PC2"	"GO_BP"	"0000086"	"G2/M transition of mitotic cell cycle "	6	620	17	6132	0.806451612903226	0.27723418134377	0.0437537974048621	1	2.90891840607211	"O43768;P05067;P0DP25;P30305;P48681;P50570"
"PC2"	"GO_CC"	"0070062"	"extracellular exosome "	160	620	1066	6132	25.6451612903226	17.3842139595564	5.28132324923009e-07	0.00030895741007996	1.47519820855777	"O14773;O15127;O15230;O43491;O43760;O43865;O60291;O60476;O60658;O60888;O75083;O75367;O75629;O75787;O75955;O75976;O76013;O95998;P00441;P00558;P04075;P04179;P04216;P04899;P05067;P05155;P05387;P05556;P07437;P07998;P08123;P08240;P08572;P08962;P0DMV8;P0DUB6;P10599;P10619;P11047;P12955;P13987;P14625;P14923;P15259;P15880;P17844;P19021;P19105;P19320;P19338;P21926;P23284;P23470;P23526;P25786;P26012;P27105;P28799;P29992;P31946;P32189;P35222;P35241;P35268;P36969;P38646;P40189;P40967;P42330;P42702;P43034;P46108;P48061;P49006;P49137;P49189;P49257;P49720;P50570;P50990;P51148;P51149;P51153;P51571;P51665;P52209;P52565;P53999;P61020;P61077;P61204;P61457;P61513;P61764;P62491;P62701;P62736;P62993;P63000;P63096;P68371;Q01082;Q04760;Q04837;Q04917;Q06323;Q06481;Q11201;Q12841;Q13228;Q13443;Q13591;Q13765;Q13813;Q14019;Q14112;Q14204;Q14697;Q14699;Q14974;Q15084;Q15149;Q15365;Q15599;Q16270;Q16543;Q16555;Q16629;Q4KMQ2;Q5T9L3;Q7KZF4;Q7L7X3;Q7Z4W1;Q7Z5G4;Q86T65;Q8IUX7;Q8N4C8;Q8TCC7;Q96FQ6;Q96KP4;Q99536;Q99627;Q9C0H2;Q9GZM7;Q9H0U4;Q9H8S9;Q9NZ08;Q9UBR2;Q9UN36;Q9Y2A7;Q9Y5S2;Q9Y646;Q15181;Q15847;Q8N0Y7;Q8TB96;Q9NS98;Q9P1U1;O60637;Q9H1C7"
"PC2"	"GO_CC"	"0005925"	"focal adhesion "	51	620	283	6132	8.06451612903226	4.61513372472277	0.00038175055054461	0.111662036034299	1.7474068163684	"O43491;O75955;P04216;P05386;P05387;P05556;P08708;P09619;P0DMV8;P13987;P14625;P14923;P15880;P17813;P21926;P23284;P26012;P28482;P31946;P35222;P35241;P35268;P38646;P50570;P52799;P53708;P56945;P61513;P62701;P62841;P63000;P98082;Q02763;Q02878;Q03113;Q04725;Q05209;Q07954;Q13443;Q14847;Q15149;Q15599;Q96AC1;Q99439;Q9H792;Q9NPH5;Q9NZU0;Q9P035;Q9ULL8;Q9Y2A7;O75954"
"PC2"	"GO_CC"	"0042470"	"melanosome "	17	620	60	6132	2.58064516129032	0.978473581213307	0.00177804212981543	0.292318029585749	2.63741935483871	"O14773;O43147;O75955;P05556;P08962;P14625;P23284;P23526;P27105;P31946;P40967;P51148;P61020;P63000;Q14697;Q15084;Q7KZF4"
"PC2"	"GO_CC"	"0005905"	"clathrin-coated pit "	11	620	29	6132	1.61290322580645	0.472928897586432	0.00199875575785127	0.292318029585749	3.41045606229144	"O60895;P05067;P50570;P56377;P98082;Q07954;Q13873;Q96D71;Q96RU3;Q9Y6I3;Q9NVZ3"
"PC2"	"GO_CC"	"0005856"	"cytoskeleton "	29	620	156	6132	4.51612903225806	2.5440313111546	0.00592400172123653	0.592105198911054	1.77518610421836	"O43491;O75116;P07437;P14923;P27105;P28482;P49006;P52565;P61764;P62328;P63000;P68371;Q05682;Q07954;Q15678;Q16555;Q32MZ4;Q5T0N5;Q93008;Q96FJ2;Q96RU3;Q99439;Q9BXM7;Q9C0C2;Q9P0K7;Q9Y4F1;Q9Y5S2;Q9P1U1;Q9HCS5"
"PC2"	"GO_CC"	"0005783"	"endoplasmic reticulum "	68	620	470	6132	10.8064516129032	7.66470971950424	0.00607287383498516	0.592105198911054	1.40989704873027	"O00264;O15258;O43292;O60291;O60476;O76094;O95302;P04216;P05067;P0DML3;P0DMV8;P10415;P10619;P14625;P15907;P19320;P23284;P27105;P28799;P29122;P40967;P49257;P50402;P51571;P53708;P53816;P60604;P61009;P61960;P98194;Q00765;Q07817;Q12797;Q13438;Q14257;Q14554;Q15084;Q15293;Q53GQ0;Q5T9L3;Q6NZI2;Q7Z7H5;Q8IUR5;Q8N5K1;Q8NFQ8;Q8TBM8;Q8WV99;Q92870;Q96G23;Q96HY6;Q96KC8;Q9BRL7;Q9BW60;Q9BXM7;Q9H0R8;Q9H8H3;Q9NQC3;Q9NZ08;Q9P035;Q9P241;Q9P2J5;Q9P2Y5;Q9UBR2;Q9Y2B0;Q9Y5U9;Q9Y646;Q9Y6X1;Q96MT1"
"PC2"	"GO_CC"	"0005829"	"cytosol "	263	620	2297	6132	42.258064516129	37.4592302674494	0.0115917453606453	0.968738719425353	1.12810819161038	"O00214;O43236;O43292;O43374;O43491;O43865;O60291;O60658;O75083;O75116;O75569;O75688;O75821;O75937;O76013;O76094;O95050;O95600;P00439;P00441;P00558;P04075;P04216;P04899;P05067;P05230;P05386;P05387;P07437;P08708;P0DMV8;P10415;P10599;P11182;P11362;P13073;P14625;P14923;P15259;P15880;P17844;P18621;P19105;P19174;P19388;P19793;P23246;P23284;P23526;P25786;P28290;P28482;P29692;P30260;P30305;P31946;P32189;P33402;P35222;P35268;P35869;P36957;P36969;P40763;P42330;P42677;P43034;P46108;P46531;P48552;P48556;P49137;P49189;P49720;P50402;P50570;P50990;P51149;P51153;P51665;P51692;P52209;P52565;P53367;P53816;P54368;P55008;P56377;P56945;P60604;P61077;P61457;P61513;P61764;P62328;P62491;P62701;P62736;P62841;P62942;P62993;P63000;P63098;P68371;P98082;Q00653;Q00839;Q01082;Q02878;Q03112;Q03164;Q04760;Q04917;Q05209;Q05682;Q06124;Q06323;Q07021;Q07352;Q07817;Q07866;Q07890;Q08378;Q12974;Q13228;Q13362;Q13547;Q13813;Q14019;Q14154;Q14185;Q14186;Q14204;Q14494;Q14596;Q14974;Q15029;Q15084;Q15149;Q15287;Q15365;Q15562;Q15796;Q16512;Q16543;Q16555;Q16774;Q32MZ4;Q4ADV7;Q4KMQ2;Q5RKV6;Q5T0N5;Q5T9L3;Q5TAQ9;Q6NZI2;Q6P6C2;Q6WKZ4;Q6XE24;Q6ZNA4;Q7KZF4;Q7L523;Q7L7X3;Q7Z3K3;Q7Z4W1;Q7Z628;Q86SQ0;Q86WA8;Q86WG5;Q86WV6;Q8IU60;Q8IUQ4;Q8IWV8;Q8IXH6;Q8IXQ6;Q8IXV7;Q8IYB3;Q8N1B4;Q8N4C8;Q8TED9;Q8TER5;Q8WZA2;Q92686;Q92841;Q93008;Q96A58;Q96AC1;Q96AJ9;Q96AQ6;Q96CV9;Q96D71;Q96FJ2;Q96FQ6;Q96HP0;Q96KP4;Q96RU3;Q99471;Q99549;Q99584;Q99627;Q99700;Q99717;Q9BXM7;Q9BZL6;Q9C0C2;Q9H0R8;Q9H0U4;Q9H2Y7;Q9H3Q1;Q9H422;Q9H6K1;Q9H7L9;Q9H8S9;Q9HA65;Q9HCG7;Q9HCJ0;Q9NP61;Q9NR09;Q9NRF2;Q9NX02;Q9NZ08;Q9NZU0;Q9P0K7;Q9P270;Q9P2J5;Q9P2N2;Q9UBB4;Q9UBQ5;Q9UBU9;Q9UHC7;Q9UKT7;Q9ULC8;Q9UMW8;Q9UN36;Q9UNF1;Q9Y259;Q9Y2A7;Q9Y2G2;Q9Y2J4;Q9Y2X3;Q9Y2Z0;Q9Y3A5;Q9Y3E1;Q9Y3P9;Q9Y4F1;Q9Y520;Q9Y5S2;Q9Y657;Q9Y6D6;Q9Y6I3;Q9Y6X1;A6NCE7;O75064;P57775;P86791;Q15181;Q15847;Q96BU1;Q96PE2;Q9NWB6;Q9NZL6;Q9UH62;Q3LFD5;Q9NXD2"
"PC1"	"GO_CC"	"0005576"	"extracellular region "	70	599	526	6132	11.5191986644407	8.57795172863666	0.0151694240312452	0.613326553968976	1.34288452871389	"A5D8V7;O15018;O43707;O60258;O94907;O95236;P01019;P01178;P02776;P02794;P04080;P04155;P05019;P09237;P09529;P09683;P0DMV9;P0DP23;P10915;P19835;P21741;P23946;P24593;P29508;P35070;P35968;P55058;P55082;P55290;P56706;P62937;P68402;Q03405;Q07092;Q10471;Q12805;Q13007;Q14213;Q5UCC4;Q5VY80;Q685J3;Q6UX34;Q8NES3;Q8WXD2;Q92520;Q92563;Q99075;Q99460;Q99674;Q99944;Q9BUR5;Q9H1J5;Q9NZ20;Q9NZV1;Q9UBH0;Q9ULC0;Q9Y287;Q9Y490;Q9Y5R8;O60234;P05015;Q13046;Q8IVN8;Q8IW92;Q8NG41;P0CJ70;P0CJ71;P0CJ73;P0CJ77;Q86Y29"
"PC2"	"GO_CC"	"0030864"	"cortical actin cytoskeleton "	8	620	23	6132	1.12903225806452	0.375081539465101	0.0158052608360355	1	3.01009817671809	"O75083;P35241;Q01082;Q13813;Q14019;Q14847;Q765P7;Q9ULL8"
"PC2"	"GO_CC"	"0044297"	"cell body "	9	620	30	6132	1.29032258064516	0.489236790606654	0.0187711261167654	1	2.63741935483871	"O00264;O75787;P04899;P07437;P50990;P62736;Q13873;Q9BXM7;Q9Y4D7"
"PC2"	"GO_CC"	"0012505"	"endomembrane system "	15	620	69	6132	2.25806451612903	1.1252446183953	0.019862533665474	1	2.00673211781206	"O00264;P51148;P51571;P61020;Q15599;Q5T9L3;Q8TEW8;Q96KA5;Q96KC8;Q9H0U4;Q9H3Q1;Q9P2J5;Q9UHY1;A6NCE7;Q96MT1"
"PC2"	"GO_CC"	"0043235"	"receptor complex "	15	620	69	6132	2.25806451612903	1.1252446183953	0.019862533665474	1	2.00673211781206	"O60895;P05067;P05556;P09619;P11362;P17813;P19793;P40189;P42702;P46531;Q02763;Q07954;Q13873;Q14596;Q14627"
"PC3"	"GO_CC"	"0070062"	"extracellular exosome "	130	617	1066	6132	20.9076175040519	17.3842139595564	0.0227592089339542	1	1.2026783352237	"O00391;O00468;O60476;O75787;O94760;O95183;O95793;P00491;P00966;P01019;P01833;P05023;P05091;P06396;P06730;P06744;P07108;P07195;P07711;P07947;P08603;P08758;P09211;P0DUB6;P10909;P11234;P11766;P12955;P14384;P16152;P17252;P17900;P17987;P18206;P18433;P19320;P19652;P21291;P22061;P25685;P28062;P28074;P28325;P30044;P30086;P33316;P39059;P40926;P41743;P42025;P42702;P42785;P49137;P49207;P49257;P49588;P50453;P50502;P50570;P50895;P50914;P51149;P52907;P53990;P54578;P54819;P60903;P60953;P60981;P61158;P61160;P61586;P61604;P62826;P63104;P63244;P68366;P78324;P78417;Q06481;Q07065;Q09328;Q12846;Q12860;Q13113;Q13228;Q13563;Q14151;Q14344;Q14699;Q14980;Q15274;Q15758;Q15904;Q6EMK4;Q86VP6;Q8IV08;Q8IXL6;Q8IZP0;Q8N2Y8;Q8N357;Q8TCC7;Q8WXI4;Q92692;Q92766;Q96QV6;Q99715;Q99816;Q99829;Q9BVK6;Q9BXS5;Q9BXW6;Q9H0U4;Q9H1K0;Q9NSD5;Q9NX63;Q9NZ08;Q9NZL9;Q9NZN5;Q9UBR2;Q9UJ70;Q9UK41;Q9UL25;Q9UL46;Q9ULV0;Q9Y3C5;Q9Y617;Q9Y624;Q96QR1;Q9NS93"
"PC1"	"GO_CC"	"0005615"	"extracellular space "	59	599	444	6132	9.68280467445743	7.24070450097847	0.0270993869127441	0.613326553968976	1.33727383476966	"O14786;O43707;O60258;O76061;O94907;P01019;P01178;P02776;P04080;P04155;P05019;P09237;P09529;P09683;P10915;P12277;P15529;P19835;P23946;P24593;P29508;P35070;P50454;P55058;P55290;P56706;P62891;P62937;Q02985;Q07092;Q08629;Q12805;Q13007;Q13444;Q14213;Q16674;Q29980;Q5R3F8;Q5VY80;Q6SPF0;Q6UWY2;Q76LX8;Q92520;Q99075;Q9BUR5;Q9BXJ1;Q9BXJ3;Q9H1J5;Q9NY56;Q9NZ20;Q9UBH0;Q9Y287;P05015;Q53RD9;Q9BZD7;P60985;Q6NT52;Q8N6Y2;Q9UJH8"
"PC2"	"GO_CC"	"0005667"	"transcription regulator complex "	16	620	80	6132	2.41935483870968	1.30463144161774	0.0297779795914375	1	1.85443548387097	"O75629;P12755;P15884;P17535;P19793;P35222;P35713;P35869;P40763;P53999;Q04725;Q15562;Q15796;Q86U70;Q96AQ6;Q9BWW4"
"PC2"	"GO_CC"	"0005634"	"nucleus "	243	620	2166	6132	39.0322580645161	35.3228962818004	0.0426797965882507	1	1.10501295684032	"O14770;O15014;O15230;O15550;O43236;O43439;O43623;O43809;O43837;O60244;O60291;O60356;O75116;O75367;O75569;O75688;O75937;O95503;O95751;O95758;O95936;P00441;P04075;P04732;P05067;P07437;P08621;P08651;P09619;P0DMV8;P0DP25;P10415;P10599;P11362;P12236;P12755;P14625;P14923;P15259;P15408;P15880;P15884;P17480;P17483;P17535;P17844;P18621;P19338;P19388;P19793;P20393;P23246;P23284;P24928;P25786;P28482;P29692;P30260;P30305;P31268;P31942;P33992;P35222;P35268;P35713;P35869;P36954;P36957;P36969;P40763;P42330;P42677;P46108;P46531;P48061;P48552;P48556;P49137;P49720;P49759;P50570;P50616;P51665;P51692;P52209;P52565;P53999;P54368;P55008;P61077;P61513;P61960;P62328;P62841;P62993;P62995;P63000;P68371;P98179;Q00653;Q00839;Q01844;Q02218;Q02878;Q03112;Q03164;Q03923;Q04725;Q04837;Q05209;Q06124;Q06481;Q06730;Q07021;Q07352;Q07954;Q07955;Q12888;Q12974;Q13362;Q13547;Q13610;Q13765;Q13772;Q14019;Q14186;Q14469;Q14494;Q14814;Q14974;Q15007;Q15022;Q15029;Q15287;Q15326;Q15365;Q15428;Q15562;Q15599;Q15637;Q15678;Q15796;Q16512;Q16629;Q32MZ4;Q5RKV6;Q5TAQ9;Q68DK7;Q68E01;Q6N043;Q6NZI2;Q6P6C2;Q6XE24;Q6ZNA4;Q7KZF4;Q7L523;Q7Z3K3;Q7Z4W1;Q7Z628;Q86SE9;Q86TI0;Q86U70;Q86WA8;Q8IUQ4;Q8IUX7;Q8IWV8;Q8IX12;Q8IXH6;Q8IXK0;Q8IXQ6;Q8IYB3;Q8NAV1;Q8TDD2;Q8WVY7;Q8WWQ0;Q8WYQ3;Q92686;Q92841;Q92870;Q93008;Q96A58;Q96AC1;Q96AQ6;Q96CV9;Q96E09;Q96FJ2;Q96FQ6;Q96I24;Q96QR8;Q96ST3;Q99471;Q99549;Q99584;Q99627;Q99717;Q99733;Q9BRX2;Q9BU61;Q9BWW4;Q9BXM7;Q9BY42;Q9BZL6;Q9BZZ5;Q9C0C2;Q9H422;Q9H6K1;Q9H7L9;Q9H8S9;Q9HAF1;Q9HAN9;Q9HAP2;Q9HBH9;Q9NPH5;Q9NR09;Q9NRF2;Q9NRH2;Q9NYF8;Q9P2R6;Q9UBQ5;Q9UBU9;Q9UGR2;Q9UKT7;Q9UMW8;Q9UN36;Q9UNF1;Q9Y2G2;Q9Y2Z0;Q9Y385;Q9Y3A5;Q9Y3E1;Q9Y5R5;Q9Y657;Q9Y6I3;Q15847;Q96BU1;Q9BUT9;Q9UH62;Q9UJ04;Q08AF3;Q3LFD5;Q92576;Q9HCE3;Q9NY87"
"PC2"	"GO_CC"	"0005911"	"cell-cell junction "	16	620	83	6132	2.41935483870968	1.35355512067841	0.0482620877443384	1	1.78740769529732	"O75083;O75955;P05067;P14923;P19174;P33151;P35222;P62993;Q02763;Q08174;Q86UP0;Q99439;Q9BQJ4;Q9NZU0;Q9ULI3;Q9Y5S2"
"PC2"	"GO_CC"	"0030054"	"cell junction "	14	620	69	6132	2.09677419354839	1.1252446183953	0.0493167777782689	1	1.86339410939691	"O43491;O75083;P33151;P35222;P51153;Q01082;Q08174;Q13813;Q8IU60;Q8TEW8;Q96AC1;Q9NQC3;Q9NZU0;Q9P2N2"
"PC1"	"GO_MF"	"0000978"	"RNA polymerase II cis-regulatory region sequence-specific DNA binding "	81	599	358	6132	13.355592654424	5.8382257012394	8.37569564255668e-11	5.71222442822366e-08	2.28761156862928	"O15156;O15534;O43186;O43474;O60304;O60481;O75362;O75444;P05412;P10074;P15336;P17676;P19419;P22736;P23511;P23759;P24468;P28347;P31314;P42229;P48431;P49591;P52738;P52744;P54727;P56270;P56693;P78411;Q00978;Q01892;Q02577;Q04741;Q05516;Q06945;Q13133;Q15306;Q8NA42;Q8NDQ6;Q8TAU3;Q96KN3;Q96SQ5;Q99612;Q9C0K0;Q9Y2N7;Q9Y4A8;O15370;O43345;O75346;P17032;P17035;P17038;P35789;Q0D2J5;Q6ECI4;Q6ZN55;Q7Z340;Q86Y25;A6NJL1;B4DU55;O75373;P0CG40;P10075;Q03938;Q0VGE8;Q5JVG8;Q5VIY5;Q68DI1;Q6IQ21;Q6ZMW2;Q6ZNG1;Q86XN6;Q8IYB9;Q8N823;Q8TF32;Q9H8G1;Q9HCZ1;Q9P255;B7Z6K7;P0CJ79;P0DPD5;Q96IR2"
"PC1"	"GO_MF"	"0000981"	"DNA-binding transcription factor activity, RNA polymerase II-specific "	52	599	287	6132	8.51419031719533	4.68036529680365	0.000105857404255708	0.0360973748511966	1.81912944338125	"O15156;O43186;O43474;O43680;O60304;O60481;O75362;O75444;P05412;P15336;P17481;P17676;P19419;P22736;P23511;P23759;P28347;P31314;P41162;P42229;P48431;P50219;P52744;P56270;P56693;P78411;Q00978;Q01892;Q02577;Q04741;Q06945;Q13133;Q15306;Q96I27;Q96KN3;Q99612;Q9Y2N7;Q9Y4A8;O15370;O75346;A6NJL1;O75373;P0C6A0;P0CG40;P10075;Q03938;Q5JVG8;Q6AHZ1;Q8TF32;Q9H8G1;Q9P255;P0DPD5"
"PC1"	"GO_MF"	"0001228"	"DNA-binding transcription activator activity, RNA polymerase II-specific "	32	599	149	6132	5.17529215358932	2.42987606001305	0.000249068120459411	0.0566214860511061	2.12985848898052	"O15156;O43186;O43474;O43680;O60481;O75444;P05412;P15336;P17676;P19419;P22736;P31314;P48431;P56693;Q01892;Q02577;Q05516;Q06945;Q13133;Q15306;Q99612;Q9C0K0;O15370;O43345;O43812;P17038;Q6ZN55;Q6IQ21;Q6ZMW2;Q6ZNG1;B7Z6K7;Q96IR2"
