"enriched_for"	"type"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_query"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"
"low_in_alport_f"	"GO"	"GO"	"0022626"	"cytosolic ribosome "	"12/911"	"74/17829"	1.3172338090011	0.415054125301475	0.000729133689420475	1	3.17364345684873	"RS15A_HUMAN;RL35A_HUMAN;RLA0_HUMAN;RL36_HUMAN;RL39_HUMAN;RL31_HUMAN;RS6_HUMAN;RL27_HUMAN;RS16_HUMAN;RL23_HUMAN;RL8_HUMAN;RL21_HUMAN"
"low_in_alport_f"	"GO"	"GO"	"0022625"	"cytosolic large ribosomal subunit "	"10/911"	"54/17829"	1.09769484083425	0.302877334679455	0.000812700201558536	1	3.62422246615441	"RL10L_HUMAN;RL35A_HUMAN;RLA0_HUMAN;RL36_HUMAN;RL39_HUMAN;RL31_HUMAN;RL27_HUMAN;RL23_HUMAN;RL8_HUMAN;RL21_HUMAN"
"low_in_alport_f"	"GO"	"GO"	"1990837"	"sequence-specific double-stranded DNA binding "	"46/911"	"540/17829"	5.04939626783754	3.02877334679455	0.00101941714104494	1	1.66714233443103	"SPIB_HUMAN;JDP2_HUMAN;MNX1_HUMAN;IRF8_HUMAN;IRX5_HUMAN;MEIS3_HUMAN;HEN2_HUMAN;HMX1_HUMAN;IRF9_HUMAN;EOMES_HUMAN;EMX1_HUMAN;KLF4_HUMAN;KLF6_HUMAN;DLX1_HUMAN;ELK1_HUMAN;ETV3_HUMAN;JUN_HUMAN;PAX7_HUMAN;NR4A1_HUMAN;HSFY1_HUMAN;CEBPB_HUMAN;SOX4_HUMAN;OVOL1_HUMAN;SP9_HUMAN;SOX12_HUMAN;IRX3_HUMAN;TEAD1_HUMAN;ZIC3_HUMAN;RFX2_HUMAN;TF2L1_HUMAN;PKNX2_HUMAN;ZFP41_HUMAN;PO2F2_HUMAN;NKX62_HUMAN;NFIX_HUMAN;ZN140_HUMAN;ZN454_HUMAN;ZN771_HUMAN;ZN684_HUMAN;ZBT7B_HUMAN;BHE23_HUMAN;ATF2_HUMAN;HXB8_HUMAN;IRF4_HUMAN;CRX_HUMAN;BARH2_HUMAN"
"low_in_alport_f"	"GO"	"GO"	"0071556"	"integral component of lumenal side of endoplasmic reticulum membrane "	"6/911"	"22/17829"	0.658616904500549	0.123394469684222	0.00172401232886758	1	5.33749126833649	"DQA2_HUMAN;HLAG_HUMAN;CALR_HUMAN;HLAC_HUMAN;DQB2_HUMAN;DQB1_HUMAN"
"low_in_alport_f"	"GO"	"GO"	"0071280"	"cellular response to copper ion "	"6/911"	"23/17829"	0.658616904500549	0.129003309215323	0.00208764360809908	1	5.10542643058273	"MT1A_HUMAN;MT1M_HUMAN;M1BL1_HUMAN;MT1X_HUMAN;MT1E_HUMAN;AQP1_HUMAN"
"low_in_alport_f"	"GO"	"GO"	"0071276"	"cellular response to cadmium ion "	"7/911"	"32/17829"	0.768386388583974	0.179482864995232	0.00215257703155574	1	4.2811127881449	"MT1A_HUMAN;MT1M_HUMAN;M1BL1_HUMAN;OGG1_HUMAN;MT1X_HUMAN;JUN_HUMAN;MT1E_HUMAN"
"low_in_alport_f"	"GO"	"GO"	"0001228"	"DNA-binding transcription activator activity, RNA polymerase II-specific "	"37/911"	"440/17829"	4.06147091108672	2.46788939368445	0.00312048726328535	1	1.64572647440375	"SPIB_HUMAN;DUX1_HUMAN;MEIS3_HUMAN;HEN2_HUMAN;CR3L3_HUMAN;KLF4_HUMAN;KLF6_HUMAN;ELK1_HUMAN;JUN_HUMAN;NR1H3_HUMAN;NR4A1_HUMAN;CEBPB_HUMAN;SOX4_HUMAN;SPIC_HUMAN;SOX2_HUMAN;SOX12_HUMAN;IRX3_HUMAN;STOX2_HUMAN;ZIC3_HUMAN;RFX2_HUMAN;TF2L1_HUMAN;ZNF43_HUMAN;ZN600_HUMAN;ZFY_HUMAN;ZN770_HUMAN;ZN267_HUMAN;ZN782_HUMAN;ZN208_HUMAN;ZN845_HUMAN;ZBT16_HUMAN;ZBT7B_HUMAN;TLX1_HUMAN;ZN814_HUMAN;ATF2_HUMAN;IRF4_HUMAN;CRX_HUMAN;BARH2_HUMAN"
"low_in_alport_f"	"GO"	"GO"	"0016584"	"nucleosome positioning "	"5/911"	"17/17829"	0.548847420417124	0.0953502720287173	0.00319171228462496	1	5.75611803448053	"H10_HUMAN;H13_HUMAN;H12_HUMAN;H18_HUMAN;RSF1_HUMAN"
"low_in_alport_f"	"GO"	"GO"	"0045786"	"negative regulation of cell cycle "	"8/911"	"45/17829"	0.878155872667398	0.252397778899546	0.00331655682140369	1	3.47925356750823	"PDCD4_HUMAN;TSYL2_HUMAN;INHA_HUMAN;NR4A1_HUMAN;P5I13_HUMAN;RN167_HUMAN;TET5B_HUMAN;RHOB_HUMAN"
"low_in_alport_f"	"GO"	"GO"	"0048146"	"positive regulation of fibroblast proliferation "	"8/911"	"45/17829"	0.878155872667398	0.252397778899546	0.00331655682140369	1	3.47925356750823	"CDN1A_HUMAN;ANGT_HUMAN;JUN_HUMAN;SIR6_HUMAN;S10A6_HUMAN;PA21B_HUMAN;IGF1_HUMAN;AQP1_HUMAN"
"low_in_alport_f"	"GO"	"GO"	"0009101"	"glycoprotein biosynthetic process "	"4/911"	"10/17829"	0.439077936333699	0.0560883953110102	0.00344198647849847	1	7.82832052689352	"B3GN6_HUMAN;G3ST2_HUMAN;SIA4B_HUMAN;B4GT5_HUMAN"
"low_in_alport_f"	"GO"	"GO"	"0046872"	"metal ion binding "	"139/911"	"2177/17829"	15.257958287596	12.2104436592069	0.00346056008071062	1	1.2495826288909	"PDLI5_HUMAN;PHF7_HUMAN;PDE4C_HUMAN;PDE4D_HUMAN;PDE5A_HUMAN;PDCD2_HUMAN;PDE7A_HUMAN;MT1A_HUMAN;PAPOB_HUMAN;PA2G3_HUMAN;TRPV5_HUMAN;MT1M_HUMAN;RIOK2_HUMAN;M1BL1_HUMAN;MAZ_HUMAN;AT1A3_HUMAN;ANKY1_HUMAN;JADE1_HUMAN;LONF2_HUMAN;FPPS_HUMAN;DPOD1_HUMAN;KDM5D_HUMAN;ITAX_HUMAN;LFNG_HUMAN;MEX3D_HUMAN;FIBA_HUMAN;FUS_HUMAN;MT1X_HUMAN;CRYAB_HUMAN;KDM4E_HUMAN;DMPK_HUMAN;KLF6_HUMAN;ADA15_HUMAN;CDN1A_HUMAN;PCGF2_HUMAN;ITA2_HUMAN;MOCS3_HUMAN;OBSCN_HUMAN;PRDM5_HUMAN;PHOP1_HUMAN;MICA2_HUMAN;MUL1_HUMAN;MT1E_HUMAN;PRD13_HUMAN;RN183_HUMAN;RN181_HUMAN;OVOL1_HUMAN;RN225_HUMAN;TGM1_HUMAN;SP9_HUMAN;RED1_HUMAN;NDUV1_HUMAN;RSF1_HUMAN;NDUV2_HUMAN;RNFT2_HUMAN;ZNF28_HUMAN;ZN431_HUMAN;ZIC3_HUMAN;NDKM_HUMAN;YPEL2_HUMAN;ZSA5B_HUMAN;ZNF43_HUMAN;POMT1_HUMAN;TZAP_HUMAN;ZN813_HUMAN;ZN461_HUMAN;ZN551_HUMAN;ZN468_HUMAN;ZN417_HUMAN;ZFP41_HUMAN;ZN600_HUMAN;ZN430_HUMAN;Z587B_HUMAN;ZFY_HUMAN;ZN599_HUMAN;TX13C_HUMAN;ZN587_HUMAN;ZN334_HUMAN;ZN140_HUMAN;ZN454_HUMAN;ZN253_HUMAN;ZN506_HUMAN;ZN761_HUMAN;ZN763_HUMAN;ZN764_HUMAN;ZN770_HUMAN;ZN771_HUMAN;ZN776_HUMAN;ZN267_HUMAN;ZN782_HUMAN;ZN470_HUMAN;STABP_HUMAN;ZN595_HUMAN;Z324B_HUMAN;ZN816_HUMAN;ZN845_HUMAN;ZN703_HUMAN;ZN888_HUMAN;ZN799_HUMAN;ZN592_HUMAN;ZN684_HUMAN;ZN138_HUMAN;ZN723_HUMAN;ZN737_HUMAN;ZN492_HUMAN;ZN500_HUMAN;ZN503_HUMAN;ZN540_HUMAN;ZN611_HUMAN;ZN37A_HUMAN;ZN625_HUMAN;ZN383_HUMAN;ZN391_HUMAN;ZBT16_HUMAN;ZFP57_HUMAN;ZNF85_HUMAN;Z354C_HUMAN;ZN879_HUMAN;ZBT7B_HUMAN;ZN577_HUMAN;ZN669_HUMAN;TTP_HUMAN;ZHX3_HUMAN;ZN814_HUMAN;PP1B_HUMAN;RBTN1_HUMAN;AGAP9_HUMAN;ATF2_HUMAN;HMGC2_HUMAN;CHD5_HUMAN;DZI1L_HUMAN;CSK_HUMAN;CO1A2_HUMAN;DRD4_HUMAN;GLI4_HUMAN;ADAT3_HUMAN;FIZ1_HUMAN;B4GT5_HUMAN;ARFG1_HUMAN"
"low_in_alport_f"	"GO"	"GO"	"0000786"	"nucleosome "	"11/911"	"79/17829"	1.20746432491767	0.44309832295698	0.00350598896434444	1	2.72504828467813	"H10_HUMAN;H13_HUMAN;H31T_HUMAN;H2B1M_HUMAN;H2A3_HUMAN;EPC1_HUMAN;H12_HUMAN;H2A1A_HUMAN;H18_HUMAN;H2A2A_HUMAN;IRF4_HUMAN"
"low_in_alport_f"	"GO"	"GO"	"0006334"	"nucleosome assembly "	"10/911"	"68/17829"	1.09769484083425	0.381401088114869	0.00372200521917795	1	2.87805901724027	"TSYL2_HUMAN;H10_HUMAN;H13_HUMAN;H31T_HUMAN;H2B1M_HUMAN;H12_HUMAN;H18_HUMAN;SETLP_HUMAN;RSF1_HUMAN;TSPY1_HUMAN"
"low_in_alport_f"	"GO"	"GO"	"0032526"	"response to retinoic acid "	"8/911"	"46/17829"	0.878155872667398	0.258006618430647	0.00373484599796288	1	3.40361762038849	"LRAT_HUMAN;NEU1_HUMAN;MICB_HUMAN;KLF4_HUMAN;OVCA2_HUMAN;WNT8A_HUMAN;CDN2D_HUMAN;DKK1_HUMAN"
