"trend"	"Category"	"Term_accession"	"Term_description"	"Count_query"	"Pop_query"	"Count_universe"	"Pop_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"
"linear_increasing"	"GO_BP"	"0007605"	"sensory perception of sound "	6	201	50	7049	2.48756218905473	0.709320470988793	0.0169572953265624	1	3.50696517412935	"O75083;O76024;P63173;P98164;Q14108;Q9UNH5"
"linear_decreasing"	"GO_BP"	"0032869"	"cellular response to insulin stimulus "	15	1022	46	7049	1.36986301369863	0.652574833309689	0.0176304434215084	1	2.09916617033949	"O15519;P06213;P07741;P08047;P09529;P11802;P14672;P18405;P23443;P35557;P35568;Q92539;Q92831;Q9UJM3;Q7RTM1"
"linear_increasing"	"GO_BP"	"0045766"	"positive regulation of angiogenesis "	7	201	70	7049	2.98507462686567	0.99304865938431	0.0176334587418823	1	3.00597014925373	"P05106;P07996;P15692;P37173;Q13591;Q16236;Q9NQC3"
"linear_increasing"	"GO_BP"	"0001570"	"vasculogenesis "	5	201	36	7049	1.99004975124378	0.510710739111931	0.0232646551256394	1	3.89662797125484	"P06756;P15692;P19544;P37173;Q07352"
"linear_increasing"	"GO_BP"	"0030855"	"epithelial cell differentiation "	5	201	36	7049	1.99004975124378	0.510710739111931	0.0232646551256394	1	3.89662797125484	"P12004;P15692;P19544;P31942;P50416"
"linear_increasing"	"GO_BP"	"0033690"	"positive regulation of osteoblast proliferation "	3	201	7	7049	0.995024875621891	0.099304865938431	0.0237556070993891	1	10.0199004975124	"P05106;P06756;P12643"
"linear_increasing"	"GO_BP"	"0007162"	"negative regulation of cell adhesion "	4	201	20	7049	1.49253731343284	0.283728188395517	0.0240615707552937	1	5.26044776119403	"O00592;P01042;Q04900;Q13591"
"linear_increasing"	"GO_BP"	"0010634"	"positive regulation of epithelial cell migration "	4	201	20	7049	1.49253731343284	0.283728188395517	0.0240615707552937	1	5.26044776119403	"P05412;P16885;P37173;Q9NQC3"
"linear_increasing"	"GO_BP"	"0097192"	"extrinsic apoptotic signaling pathway in absence of ligand "	4	201	20	7049	1.49253731343284	0.283728188395517	0.0240615707552937	1	5.26044776119403	"P06756;P35221;Q07820;Q96BY2"
"linear_increasing"	"GO_BP"	"0051592"	"response to calcium ion "	4	201	20	7049	1.49253731343284	0.283728188395517	0.0240615707552937	1	5.26044776119403	"P07996;P0DP24;P45379;Q92482"
"linear_increasing"	"GO_BP"	"0071277"	"cellular response to calcium ion "	5	201	37	7049	1.99004975124378	0.524897148531707	0.0252425808031969	1	3.79131370176146	"P01100;P05412;P16885;P17535;P53539"
"linear_increasing"	"GO_BP"	"0010763"	"positive regulation of fibroblast migration "	3	201	8	7049	0.995024875621891	0.113491275358207	0.0291649584822826	1	8.76741293532338	"P05106;P07996;Q14155"
"linear_increasing"	"GO_BP"	"0044849"	"estrous cycle "	3	201	8	7049	0.995024875621891	0.113491275358207	0.0291649584822826	1	8.76741293532338	"P12004;P18146;Q9Y618"
"linear_decreasing"	"GO_BP"	"0071549"	"cellular response to dexamethasone stimulus "	7	1022	14	7049	0.587084148727984	0.198609731876862	0.0314968367288629	1	2.9559686888454	"O15519;P00966;P06730;P08069;P18405;P23443;Q9UJM3"
"linear_increasing"	"GO_BP"	"0001938"	"positive regulation of endothelial cell proliferation "	5	201	41	7049	1.99004975124378	0.58164278621081	0.0341459544188024	1	3.42142943817498	"P05106;P05412;P12643;P15692;Q13591"
"linear_increasing"	"GO_BP"	"0007568"	"aging "	6	201	63	7049	2.48756218905473	0.893743793445879	0.038295390628617	1	2.78330569375346	"P01100;P17535;P35221;P37173;Q14118;Q16236"
"linear_increasing"	"GO_BP"	"0030050"	"vesicle transport along actin filament "	3	201	10	7049	0.995024875621891	0.141864094197759	0.041268418907111	1	7.01393034825871	"O00159;O43707;O94832"
"linear_increasing"	"GO_BP"	"0031053"	"primary miRNA processing "	3	201	10	7049	0.995024875621891	0.141864094197759	0.041268418907111	1	7.01393034825871	"O00571;P17844;P22626"
"linear_increasing"	"GO_BP"	"0031103"	"axon regeneration "	3	201	10	7049	0.995024875621891	0.141864094197759	0.041268418907111	1	7.01393034825871	"P05412;P35221;Q14118"
"linear_increasing"	"GO_BP"	"0045214"	"sarcomere organization "	3	201	11	7049	0.995024875621891	0.156050503617534	0.0479080473216047	1	6.37630031659883	"O75083;P09493;P45379"
"linear_increasing"	"GO_BP"	"0043536"	"positive regulation of blood vessel endothelial cell migration "	4	201	27	7049	1.49253731343284	0.383033054333948	0.0480058295554091	1	3.89662797125484	"P07996;P11362;P15692;Q16236"
"linear_increasing"	"GO_CC"	"0005925"	"focal adhesion "	33	201	302	7049	15.9203980099502	4.28429564477231	3.69825302874946e-10	1.31657807823481e-07	3.71598958848143	"O43707;P05106;P05386;P05387;P06756;P08133;P08758;P11142;P14625;P15880;P31431;P35221;P35613;P46782;P48509;P60033;P61513;P61981;P62241;P62330;P62701;P63173;Q03001;Q14108;Q14118;Q14155;Q14192;Q14517;Q15366;Q7Z4I7;Q8WX93;Q96AC1;Q9HBL0"
"linear_increasing"	"GO_CC"	"0070062"	"extracellular exosome "	64	201	1181	7049	31.3432835820896	16.7541495247553	4.62321902585396e-07	8.22932986602004e-05	1.87077735791828	"O00159;O00571;O00592;O43707;O60493;O75083;O75787;O94832;P01042;P05106;P05387;P06756;P07437;P07996;P08133;P08758;P11142;P12004;P14625;P15880;P16885;P17342;P17844;P19021;P22626;P26641;P31431;P35613;P46779;P46782;P46939;P49773;P50991;P51571;P60033;P60981;P61224;P61513;P61981;P62241;P62330;P62701;P98164;Q06210;Q06323;Q06481;Q07065;Q08722;Q13591;Q13813;Q14108;Q14118;Q14517;Q15366;Q16629;Q16851;Q4KMG9;Q6ZS17;Q8NI35;Q92597;Q9BVK6;Q9H4M9;Q9UHG3;Q9P227"
"linear_increasing"	"GO_CC"	"0022626"	"cytosolic ribosome "	11	201	70	7049	4.97512437810945	0.99304865938431	5.97675503393668e-05	0.00709241597360486	5.00995024875622	"P05386;P15880;P46779;P46782;P61513;P62241;P62701;P63173;P63220;P83881;Q9Y3U8"
"linear_increasing"	"GO_CC"	"0005886"	"plasma membrane "	70	201	1639	7049	34.3283582089552	23.2515250390126	0.000350903938919161	0.0312304505638053	1.47639168404469	"O00159;O00571;O00592;O43493;O43707;O60636;O75083;O75787;O75970;P01042;P05106;P06756;P0DP24;P10114;P11142;P11362;P16066;P16885;P17342;P19021;P31431;P35221;P35613;P37173;P46939;P48048;P48509;P49773;P60033;P61224;P62330;P83881;P98164;Q04900;Q05682;Q06481;Q07065;Q07157;Q08722;Q13591;Q13813;Q14108;Q14118;Q14517;Q16236;Q7Z4I7;Q86UU1;Q8NBJ9;Q8NFD5;Q8NI35;Q8WX93;Q92482;Q92597;Q96A58;Q96AC1;Q96AD5;Q96KP1;Q96S97;Q99523;Q99732;Q9H0Q3;Q9H4A6;Q9H4M9;Q9NPI9;Q9NQC3;Q9NQX3;Q9UHD9;Q9UHG3;Q9UKI2;Q9Y2J4"
"linear_increasing"	"GO_CC"	"0016020"	"membrane "	63	201	1449	7049	30.8457711442786	20.5561072492552	0.000527478881930288	0.0375564963934365	1.50056480880621	"O00159;O14791;O14980;O60636;O75787;P01100;P05387;P06756;P08133;P08758;P0DP24;P11142;P11362;P12236;P14625;P15692;P15880;P17844;P19021;P22626;P26641;P35613;P37173;P46695;P46779;P46782;P46939;P48509;P48729;P50416;P60033;P61224;P61803;P61981;P62241;P62330;P62701;P78344;Q03001;Q06481;Q07065;Q07666;Q07820;Q13591;Q13813;Q14108;Q14118;Q15366;Q4ADV7;Q4KMG9;Q53EP0;Q6ZS17;Q92482;Q96AD5;Q96KP1;Q99523;Q9BZZ5;Q9H4M9;Q9NP97;Q9UKI2;Q9Y3U8;Q9Y618;Q3MIP1"
"linear_increasing"	"GO_CC"	"0005829"	"cytosol "	99	201	2646	7049	48.7562189054726	37.5372393247269	0.00109845298737862	0.0639907983819932	1.29887599041828	"O00159;O00571;O14543;O14980;O60493;O60869;O75083;O94832;P01100;P05386;P05387;P06756;P07437;P08758;P09493;P10114;P11142;P11362;P14625;P15880;P16885;P17844;P19544;P24468;P26641;P35221;P37173;P42224;P45379;P46695;P46779;P46782;P48509;P48729;P49773;P50991;P51452;P54368;P61224;P61513;P61981;P62241;P62330;P62633;P62701;P63173;P63220;P78344;P83881;Q03001;Q05682;Q06210;Q06323;Q07157;Q07352;Q07666;Q07820;Q12772;Q13813;Q14118;Q14155;Q14240;Q15366;Q16236;Q16851;Q4ADV7;Q6NUQ1;Q7L523;Q7L5N1;Q7Z4I7;Q86UU1;Q86V86;Q8NFD5;Q8NI35;Q8WX93;Q92597;Q92734;Q96A58;Q96AC1;Q96AD5;Q96BY2;Q96KP1;Q96L93;Q99523;Q9C0C9;Q9H4A6;Q9NQX3;Q9NZ63;Q9UHD9;Q9UIF9;Q9UIL1;Q9UKA1;Q9UKI2;Q9UM13;Q9UNH5;Q9Y2J4;Q9Y3U8;Q9H425;Q9P227"
"linear_increasing"	"GO_CC"	"1990904"	"ribonucleoprotein complex "	11	201	106	7049	4.97512437810945	1.50375939849624	0.00125824603560099	0.0639907983819932	3.30845771144279	"O14980;O43707;P11142;P17844;P22626;P31942;P46782;P62241;P62701;Q07352;Q15366"
"linear_increasing"	"GO_CC"	"0005788"	"endoplasmic reticulum lumen "	13	201	148	7049	5.97014925373134	2.09958859412683	0.00143960382624389	0.064062370267853	2.8434852763211	"O14791;O43493;O76024;P01042;P02461;P07996;P14314;P14625;P29400;Q06481;Q07065;Q14118;Q96AD5"
"linear_increasing"	"GO_CC"	"0022625"	"cytosolic large ribosomal subunit "	7	201	46	7049	2.98507462686567	0.652574833309689	0.00281832745563518	0.110607611422757	4.57430240103829	"P05386;P05387;P46779;P61513;P63173;P83881;Q9Y3U8"
"linear_increasing"	"GO_CC"	"0045211"	"postsynaptic membrane "	7	201	47	7049	2.98507462686567	0.666761242729465	0.00310695537704375	0.110607611422757	4.47697681803747	"O75787;O94850;P05106;P46939;Q14118;Q9H0Q3;Q9NQX3"
"linear_increasing"	"GO_CC"	"0031527"	"filopodium membrane "	4	201	11	7049	1.49253731343284	0.156050503617534	0.00592501943184676	0.191755174339768	9.56445047489824	"P05106;P06756;P46939;P62330"
"linear_increasing"	"GO_CC"	"0030054"	"cell junction "	8	201	77	7049	3.48258706467662	1.09235352532274	0.00802523939568947	0.226498052571855	3.18815015829941	"O43707;O75083;P35221;Q07157;Q13813;Q8NI35;Q96AC1;Q9NQC3"
"linear_increasing"	"GO_CC"	"0015629"	"actin cytoskeleton "	10	201	120	7049	4.47761194029851	1.7023691303731	0.00885295819179774	0.226498052571855	2.63022388059701	"O00159;O43707;O94832;P09493;P35221;P60981;Q03001;Q05682;Q8WX93;Q9UKI2"
"linear_increasing"	"GO_CC"	"0005737"	"cytoplasm "	82	201	2240	7049	40.2985074626866	31.7775571002979	0.00890722678653364	0.226498052571855	1.26814365671642	"O00159;O00571;O00592;O14980;O43670;O43707;O60493;O60869;O75293;O75970;O94832;O94850;P05386;P05387;P07437;P08133;P08758;P0DP24;P11142;P15692;P15880;P16885;P17844;P18146;P19544;P22626;P26641;P42224;P46779;P46782;P46939;P49773;P51452;P54368;P60981;P61513;P61981;P62241;P62633;P63173;P63220;Q03001;Q06323;Q07157;Q07352;Q07666;Q07820;Q12772;Q14108;Q14118;Q14155;Q15366;Q16236;Q16629;Q16851;Q6ZS17;Q7L523;Q7L5N1;Q7Z3S9;Q7Z4I7;Q86V86;Q8NI35;Q92482;Q92597;Q92734;Q96AC1;Q96AD5;Q96BY2;Q96L93;Q9BTL4;Q9BZZ5;Q9C0C9;Q9H4M9;Q9HBL0;Q9NP97;Q9NQE9;Q9NQX3;Q9UHD9;Q9UKI2;Q9Y3U8;Q14094;P0CJ73"
"linear_increasing"	"GO_CC"	"0030864"	"cortical actin cytoskeleton "	5	201	27	7049	1.99004975124378	0.383033054333948	0.00969049255213788	0.229987689904072	5.19550396167312	"O43707;O75083;P60981;Q13813;Q96S97"
"linear_increasing"	"GO_CC"	"0035976"	"transcription factor AP-1 complex "	3	201	4	7049	0.995024875621891	0.0567456376791034	0.0104497911211657	0.232507852445937	17.5348258706468	"P01100;P05412;P17535"
"linear_increasing"	"GO_CC"	"0005911"	"cell-cell junction "	8	201	93	7049	3.48258706467662	1.31933607603915	0.0196968220134656	0.412474625693749	2.63965120633392	"O75083;P05106;P35221;P61224;Q14517;Q7Z4I7;Q92482;Q96S97"
"linear_increasing"	"GO_CC"	"0022627"	"cytosolic small ribosomal subunit "	5	201	35	7049	1.99004975124378	0.496524329692155	0.021384223492043	0.422932420175962	4.00796019900497	"P15880;P46782;P62241;P62701;P63220"
"linear_increasing"	"GO_CC"	"0005576"	"extracellular region "	26	201	585	7049	12.4378109452736	8.29904951056887	0.0379903019856369	0.653803109430153	1.49870306586725	"O00571;O14791;O43707;O75083;P01042;P02461;P07437;P07996;P08758;P11142;P11362;P12643;P14625;P15692;P19021;P29400;P37173;Q04900;Q13813;Q14118;Q7Z3S9;Q92563;Q96RQ9;Q9H2R5;Q8TAL6;P0CJ73"
"linear_increasing"	"GO_CC"	"0042788"	"polysomal ribosome "	4	201	25	7049	1.49253731343284	0.354660235494396	0.0402982987958939	0.653803109430153	4.20835820895522	"P63173;P63220;P83881;Q9Y3U8"
"linear_increasing"	"GO_CC"	"0042995"	"cell projection "	6	201	64	7049	2.48756218905473	0.907930202865655	0.0404035629423128	0.653803109430153	2.73981654228856	"O43707;O75083;O94850;P50991;Q07157;Q13813"
"linear_increasing"	"GO_CC"	"0042470"	"melanosome "	6	201	64	7049	2.48756218905473	0.907930202865655	0.0404035629423128	0.653803109430153	2.73981654228856	"P05106;P08133;P11142;P14625;P35613;P50991"
"linear_decreasing"	"GO_CC"	"0070852"	"cell body fiber "	4	1022	4	7049	0.293542074363992	0.0567456376791034	0.0466797880712832	1	5.17294520547945	"P00966;P18405;P28223;Q9H254"
"linear_increasing"	"GO_CC"	"0030140"	"trans-Golgi network transport vesicle "	3	201	11	7049	0.995024875621891	0.156050503617534	0.0479080473216047	0.741533254195273	6.37630031659883	"O43493;Q99523;Q9BVK6"
"linear_increasing"	"GO_MF"	"0003723"	"RNA binding "	42	201	816	7049	20.3980099502488	11.5761100865371	0.00031637033117312	0.0681294411875046	1.76207808994244	"O00571;O14980;O43670;O43707;O60869;O95758;P05412;P11142;P14625;P15880;P17480;P17844;P19544;P22626;P31942;P35221;P46779;P46782;P50991;P61513;P61981;P62241;P62633;P62701;P63173;P63220;P78344;P83881;Q07065;Q07352;Q07666;Q14240;Q15366;Q16629;Q53EP0;Q9BZZ5;Q9C0C9;Q9HBL0;Q9NQC3;Q9NXG2;Q9UIF9;Q9Y3U8"
"linear_increasing"	"GO_MF"	"0003735"	"structural constituent of ribosome "	13	201	125	7049	5.97014925373134	1.77330117747198	0.000360473233796321	0.0681294411875046	3.36668656716418	"P05386;P05387;P15880;P46779;P46782;P61513;P62241;P62701;P63173;P63220;P83881;Q9NZE8;Q9Y3U8"
"linear_increasing"	"GO_MF"	"0005178"	"integrin binding "	10	201	81	7049	4.47761194029851	1.14909916300184	0.000761956489487752	0.0942466569610649	3.89662797125484	"O43707;P02461;P05106;P06756;P07996;P46939;P48509;P60033;Q03001;Q96AC1"
"linear_increasing"	"GO_MF"	"0001968"	"fibronectin binding "	5	201	14	7049	1.99004975124378	0.198609731876862	0.00124448473416536	0.0942466569610649	10.0199004975124	"P05106;P06756;P07996;P15692;P31431"
"linear_increasing"	"GO_MF"	"0005509"	"calcium ion binding "	17	201	232	7049	7.96019900497512	3.291246985388	0.00124664890160139	0.0942466569610649	2.41859667181335	"O43707;O95302;P07996;P08133;P08758;P0DP24;P14314;P14625;P19021;P98164;Q03001;Q13813;Q14118;Q14517;Q7Z3S9;Q92563;Q9H4M9"
"linear_decreasing"	"GO_MF"	"0004984"	"olfactory receptor activity "	14	1022	30	7049	1.2720156555773	0.425592282593276	0.00172322186602853	1	2.98881278538813	"O76001;A3KFT3;A6NHA9;Q5JQS5;Q6IEZ7;Q8NGB6;Q8NGC4;Q8NGE0;Q8NGE9;Q8NGL2;Q8NGP0;Q8NGX2;Q8NH05;Q9UGF6"
"linear_increasing"	"GO_MF"	"0051015"	"actin filament binding "	10	201	96	7049	4.47761194029851	1.36189530429848	0.00227762187241281	0.132735917098016	3.28777985074627	"O00159;O43707;O75083;O94832;P08133;P09493;P35221;P60981;Q13813;Q96AC1"
"linear_increasing"	"GO_MF"	"0005080"	"protein kinase C binding "	6	201	30	7049	2.48756218905473	0.425592282593276	0.00245807253885215	0.132735917098016	5.84494195688226	"P05106;P06756;P14314;P31431;P49773;P61981"
"linear_increasing"	"GO_MF"	"0003779"	"actin binding "	11	201	134	7049	4.97512437810945	1.90097886224996	0.00610812267349419	0.2886087963226	2.61713818964877	"O43707;P09493;P45379;P46939;Q03001;Q05682;Q13813;Q14118;Q8WX93;Q96AC1;Q9HBL0"
"linear_increasing"	"GO_MF"	"0017134"	"fibroblast growth factor binding "	4	201	12	7049	1.49253731343284	0.17023691303731	0.00725822414279447	0.304845413997368	8.76741293532338	"P07996;P11362;P15880;Q9BZZ5"
"linear_increasing"	"GO_MF"	"0001786"	"phosphatidylserine binding "	5	201	26	7049	1.99004975124378	0.368846644914172	0.00862152866223404	0.306213927821772	5.39533103712208	"P07996;P08133;P08758;P11142;Q14108"
"linear_increasing"	"GO_MF"	"0001618"	"virus receptor activity "	6	201	42	7049	2.48756218905473	0.595829195630586	0.00891098731756479	0.306213927821772	4.17495854063018	"P05106;P06756;P35613;P60033;Q14108;Q14118"
"linear_increasing"	"GO_MF"	"0045296"	"cadherin binding "	14	201	213	7049	6.46766169154229	3.02170520641226	0.0108232558535485	0.330854959541557	2.14040127998505	"O00571;P11142;P15880;P26641;P35221;P35613;P42224;P78344;Q05682;Q07157;Q13813;Q92597;Q9H4M9;Q9NQC3"
"linear_increasing"	"GO_MF"	"0003729"	"mRNA binding "	10	201	126	7049	4.47761194029851	1.78748758689176	0.011739147490498	0.330854959541557	2.50497512437811	"O00571;O95758;P15880;P46782;P62633;P78344;Q07352;Q07666;Q15366;Q16629"
"linear_increasing"	"GO_MF"	"0050840"	"extracellular matrix binding "	4	201	15	7049	1.49253731343284	0.212796141296638	0.012253887390428	0.330854959541557	7.0139303482587	"P05106;P06756;P15692;Q92563"
"linear_decreasing"	"GO_MF"	"0000978"	"RNA polymerase II cis-regulatory region sequence-specific DNA binding "	80	1022	407	7049	7.72994129158513	5.77386863384877	0.0133202241378329	1	1.33878024973915	"O43186;O43623;O60481;O75461;O95936;P08047;P0C0S5;P10074;P10588;P14651;P15408;P15941;P17676;P19419;P23511;P23759;P25208;P48378;P48431;P49591;P52630;P52744;P54727;P55347;P56177;Q01892;Q03923;Q13133;Q16254;Q6U7Q0;Q8N0Y2;Q8NA42;Q8NAP3;Q8TAU3;Q8TDD2;Q96KN3;Q96N58;Q96SQ5;Q99697;Q9C0K0;Q9H8N7;Q9NU39;Q9UBX2;Q9UN79;Q9Y2N7;Q9Y2Y9;Q9Y4A8;Q9Y5R5;P17035;P17038;P35789;Q06732;Q0D2J5;Q3ZCX4;Q68DY1;Q7Z340;Q8TD94;Q9BXK1;A6NNF4;O75373;P0CG40;Q03938;Q0VGE8;Q14586;Q3MIS6;Q5VIY5;Q68DI1;Q6P9A1;Q6ZN06;Q6ZN19;Q8IYB9;Q8N141;Q8N823;Q8TF32;Q9H8G1;Q9P255;B4DX44;B7Z6K7;P0DPD5;Q5VV16"
"linear_increasing"	"GO_MF"	"0005516"	"calmodulin binding "	7	201	73	7049	2.98507462686567	1.03560788764364	0.0209668229936266	0.528212910798182	2.88243712942139	"O00159;O60869;O76024;O94832;Q05682;Q07157;Q13813"
"linear_increasing"	"GO_MF"	"0046332"	"SMAD binding "	5	201	36	7049	1.99004975124378	0.510710739111931	0.0232646551256394	0.528212910798182	3.89662797125484	"P02461;P12643;P17844;P37173;Q96AC1"
"linear_increasing"	"GO_MF"	"0042562"	"hormone binding "	3	201	7	7049	0.995024875621891	0.099304865938431	0.0237556070993891	0.528212910798182	10.0199004975124	"P16066;P17342;P98164"
"linear_increasing"	"GO_MF"	"0000976"	"transcription cis-regulatory region binding "	8	201	99	7049	3.48258706467662	1.40445453255781	0.0261728186690294	0.549629192049616	2.47967234534399	"P01100;P05412;P17535;P18146;P19544;Q06710;Q16236;Q9BZK7"
"linear_increasing"	"GO_MF"	"0017166"	"vinculin binding "	3	201	10	7049	0.995024875621891	0.141864094197759	0.041268418907111	0.779973117344398	7.01393034825871	"P35221;P46939;Q14118"
"linear_decreasing"	"GO_MF"	"0004930"	"G protein-coupled receptor activity "	20	1022	77	7049	1.85909980430528	1.09235352532274	0.0420912536550447	1	1.70192136630493	"P04001;P48960;Q7RTX0;Q8TDT2;Q9NQ84;O76001;Q9NS66;A3KFT3;A6NHA9;Q5JQS5;Q6IEZ7;Q8NGB6;Q8NGC4;Q8NGE0;Q8NGE9;Q8NGL2;Q8NGP0;Q8NGX2;Q8NH05;Q9UGF6"
"linear_increasing"	"GO_MF"	"0016922"	"nuclear receptor binding "	4	201	26	7049	1.49253731343284	0.368846644914172	0.0440673994660915	0.793213190389648	4.04649827784156	"O43707;P17535;P42224;Q9UIF9"
