"gene"	"enriched_in"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"	"Count_query"
"WT1"	"correlated"	"GO"	"0045121"	"membrane raft "	"225/17829"	3.6480686695279	1.26198889449773	0.000123596070221882	0.453597577714308	2.89072961373391	"NEP_HUMAN;RHG07_HUMAN;CXAR_HUMAN;CATD_HUMAN;BST2_HUMAN;FYN_HUMAN;PLPP1_HUMAN;PODXL_HUMAN;PLPP3_HUMAN;VGFR2_HUMAN;SULF1_HUMAN;TLR6_HUMAN;TGFR2_HUMAN;PODO_HUMAN;BIRC3_HUMAN;MYO1C_HUMAN;CAN2_HUMAN;EFNB1_HUMAN"	"18/466"
"WT1"	"correlated"	"GO"	"0005886"	"plasma membrane "	"4231/17829"	30.9012875536481	23.7310000560884	0.000155156841010406	0.569425606508189	1.30214856013706	"PLXB1_HUMAN;NEP_HUMAN;NOTC4_HUMAN;PALS1_HUMAN;SMAD3_HUMAN;RGS10_HUMAN;S2611_HUMAN;S13A5_HUMAN;SH321_HUMAN;SNAA_HUMAN;SHB_HUMAN;S29A1_HUMAN;HLAF_HUMAN;LMBD1_HUMAN;LRP10_HUMAN;JAG2_HUMAN;AG10B_HUMAN;IQGA2_HUMAN;CRUM2_HUMAN;LDB2_HUMAN;FLRT3_HUMAN;HLAE_HUMAN;CHMP7_HUMAN;FAT1_HUMAN;ITM2B_HUMAN;MACF1_HUMAN;NFASC_HUMAN;KPCI_HUMAN;CLCKB_HUMAN;CXAR_HUMAN;EGLN_HUMAN;ITA3_HUMAN;CD47_HUMAN;CHMP3_HUMAN;GAS1_HUMAN;CTL2_HUMAN;DNJC1_HUMAN;CRIM1_HUMAN;DAG1_HUMAN;ELMD3_HUMAN;NPHN_HUMAN;OR4K3_HUMAN;BST2_HUMAN;CHM1B_HUMAN;ITB8_HUMAN;ITB3_HUMAN;HTRA1_HUMAN;FYN_HUMAN;CPNE3_HUMAN;EZRI_HUMAN;KPSH1_HUMAN;NECT2_HUMAN;NPDC1_HUMAN;ORAI3_HUMAN;PLPP1_HUMAN;NTNG1_HUMAN;PLA2R_HUMAN;PP4C_HUMAN;PLPP4_HUMAN;O52E6_HUMAN;O10T2_HUMAN;SGK1_HUMAN;RTP1_HUMAN;NIPA1_HUMAN;PRAX_HUMAN;OR4KE_HUMAN;SPIT2_HUMAN;PODXL_HUMAN;SCTR_HUMAN;S4A11_HUMAN;RND2_HUMAN;S10A6_HUMAN;TCIM_HUMAN;PLAK_HUMAN;RERG_HUMAN;SERC5_HUMAN;PKHA2_HUMAN;PON2_HUMAN;VIME_HUMAN;S4A8_HUMAN;SCRB2_HUMAN;RRAS_HUMAN;VAMP2_HUMAN;RYK_HUMAN;SEM5A_HUMAN;SPRC_HUMAN;MYLIP_HUMAN;PLPP3_HUMAN;TSN4_HUMAN;PUR9_HUMAN;S10AG_HUMAN;VGFR2_HUMAN;PTH1R_HUMAN;PTPRO_HUMAN;SULF1_HUMAN;TRPC6_HUMAN;MUCEN_HUMAN;TLR6_HUMAN;SULF2_HUMAN;PKHH2_HUMAN;RECK_HUMAN;TGFR2_HUMAN;TCAF1_HUMAN;PODO_HUMAN;VP37B_HUMAN;THS7A_HUMAN;RCC2_HUMAN;CD9_HUMAN;ANXA1_HUMAN;ACTN4_HUMAN;ANXA2_HUMAN;HSP7C_HUMAN;IKBA_HUMAN;LAMP2_HUMAN;MYO1C_HUMAN;NTCP7_HUMAN;NHRF2_HUMAN;HLAC_HUMAN;LYAG_HUMAN;HLAB_HUMAN;ITAV_HUMAN;BCAM_HUMAN;DYN1_HUMAN;AA1R_HUMAN;AMD_HUMAN;AF1L2_HUMAN;ARF4_HUMAN;AMPE_HUMAN;CLD1_HUMAN;CLIC1_HUMAN;GGT7_HUMAN;AGRF5_HUMAN;AGRIN_HUMAN;ACSL3_HUMAN;CASL_HUMAN;DPP6_HUMAN;BORG2_HUMAN;ARF6_HUMAN;ASGR1_HUMAN;ARF1_HUMAN;CAN2_HUMAN;AQP1_HUMAN;AMGO2_HUMAN;CCN2_HUMAN;EFNB1_HUMAN"	"145/466"
"WT1"	"correlated"	"GO"	"0007229"	"integrin-mediated signaling pathway "	"91/17829"	2.14592274678112	0.510404397330192	0.000208191194186072	0.764061682662882	4.20435787388577	"ITA3_HUMAN;CD47_HUMAN;ITB8_HUMAN;ITB3_HUMAN;LAMA5_HUMAN;PLPP3_HUMAN;RCC2_HUMAN;ITAV_HUMAN;DYST_HUMAN;CASL_HUMAN;CCN2_HUMAN"	"11/466"
"WT1"	"correlated"	"GO"	"0032836"	"glomerular basement membrane development "	"9/17829"	0.858369098712446	0.0504795557799091	0.000225272447473547	0.826749882227916	17.0042918454936	"NPHN_HUMAN;WT1_HUMAN;SULF1_HUMAN;SULF2_HUMAN;CO4A3_HUMAN"	"5/466"
"WT1"	"correlated"	"GO"	"0005615"	"extracellular space "	"1409/17829"	12.6609442060086	7.90285489932133	0.000226255239686211	0.830356729648394	1.60207220900587	"TAFA2_HUMAN;TICN1_HUMAN;TPA_HUMAN;SEM3G_HUMAN;TFF2_HUMAN;HLAF_HUMAN;EGFL7_HUMAN;FRM4B_HUMAN;LOX5_HUMAN;FLRT3_HUMAN;HLAE_HUMAN;ITM2B_HUMAN;CXAR_HUMAN;BGLR_HUMAN;DEFB1_HUMAN;EGLN_HUMAN;KLK7_HUMAN;COIA1_HUMAN;FGF1_HUMAN;CATD_HUMAN;DAG1_HUMAN;KLK6_HUMAN;HTRA1_HUMAN;FA20C_HUMAN;LAMA5_HUMAN;EZRI_HUMAN;PATE2_HUMAN;APEL_HUMAN;TNAP2_HUMAN;SOST_HUMAN;PODXL_HUMAN;SODC_HUMAN;SSH2_HUMAN;SPRC_HUMAN;FCN3_HUMAN;S10AG_HUMAN;VEGFA_HUMAN;SULF1_HUMAN;TGBR3_HUMAN;SULF2_HUMAN;TGS1_HUMAN;BMP7_HUMAN;CD9_HUMAN;ANXA1_HUMAN;DHSO_HUMAN;ACTN4_HUMAN;ANXA2_HUMAN;HSP7C_HUMAN;IL17C_HUMAN;IBP2_HUMAN;IBP5_HUMAN;LAMP2_HUMAN;NBL1_HUMAN;NDNF_HUMAN;CXCL3_HUMAN;ECM1_HUMAN;CO4A3_HUMAN;CILP1_HUMAN;CLIC1_HUMAN;CCN2_HUMAN"	"60/466"
"WT1"	"correlated"	"GO"	"0001968"	"fibronectin binding "	"30/17829"	1.28755364806867	0.16826518593303	0.000235912669801336	0.865799498170903	7.6519313304721	"ITA3_HUMAN;ITB3_HUMAN;PKHA2_HUMAN;VEGFA_HUMAN;IBP5_HUMAN;ITAV_HUMAN;CCN2_HUMAN"	"7/466"
"WT1"	"correlated"	"GO"	"0009986"	"cell surface "	"565/17829"	6.43776824034335	3.16899433507207	0.000244528599779712	0.897419961191544	2.03148619393065	"PLXB2_HUMAN;NEP_HUMAN;NOTC4_HUMAN;TPA_HUMAN;HLAF_HUMAN;IQGA2_HUMAN;EGFL7_HUMAN;HLAE_HUMAN;EGLN_HUMAN;ITA3_HUMAN;CD47_HUMAN;BST2_HUMAN;ITB8_HUMAN;ITB3_HUMAN;NECT2_HUMAN;PLA2R_HUMAN;RTP1_HUMAN;SPRC_HUMAN;TYRO3_HUMAN;VEGFA_HUMAN;SULF1_HUMAN;TGBR3_HUMAN;SULF2_HUMAN;ANXA1_HUMAN;ANXA2_HUMAN;MXRA8_HUMAN;HLAC_HUMAN;HLAB_HUMAN;ITAV_HUMAN;AMD_HUMAN;AGRF5_HUMAN"	"31/466"
"WT1"	"correlated"	"GO"	"0005604"	"basement membrane "	"80/17829"	1.931330472103	0.448707162488081	0.000366244408068768	1	4.30421137339056	"LAMB2_HUMAN;COIA1_HUMAN;DAG1_HUMAN;LAMA5_HUMAN;NPNT_HUMAN;SPRC_HUMAN;ANXA2_HUMAN;DYST_HUMAN;CO4A3_HUMAN;AGRIN_HUMAN"	"10/466"
"WT1"	"correlated"	"GO"	"0030335"	"positive regulation of cell migration "	"228/17829"	3.43347639484979	1.27881541309103	0.000420015133940901	1	2.68488818613056	"SMAD3_HUMAN;SEM3G_HUMAN;FGF1_HUMAN;MGT5A_HUMAN;CPNE3_HUMAN;RIPR1_HUMAN;PODXL_HUMAN;SEM5A_HUMAN;VGFR2_HUMAN;WASH1_HUMAN;VEGFA_HUMAN;SUN2_HUMAN;ACTN4_HUMAN;MYO1C_HUMAN;ITAV_HUMAN;CLD1_HUMAN;CASL_HUMAN"	"17/466"
"WT1"	"correlated"	"GO"	"0005794"	"Golgi apparatus "	"947/17829"	9.2274678111588	5.31157103595266	0.000464157130801357	1	1.73723889762566	"PALS1_HUMAN;S14L1_HUMAN;TMED9_HUMAN;S2611_HUMAN;LMTK2_HUMAN;GOLI4_HUMAN;ITM2B_HUMAN;MACF1_HUMAN;DYLT1_HUMAN;GAK_HUMAN;MGT5A_HUMAN;BST2_HUMAN;FA20C_HUMAN;KPSH1_HUMAN;OCAD1_HUMAN;RIPR1_HUMAN;SOST_HUMAN;SMAD6_HUMAN;SERC5_HUMAN;PAK4_HUMAN;PLPP3_HUMAN;VGFR2_HUMAN;SULF1_HUMAN;ZDHC3_HUMAN;ZDHC6_HUMAN;TLR6_HUMAN;SYAP1_HUMAN;OCAD2_HUMAN;TM165_HUMAN;LAP4A_HUMAN;RB11A_HUMAN;NTCP7_HUMAN;HLAC_HUMAN;GOGB1_HUMAN;HLAB_HUMAN;CA043_HUMAN;ARF4_HUMAN;CLIC5_HUMAN;ACSL3_HUMAN;CASL_HUMAN;GBRL2_HUMAN;ARF6_HUMAN;ATF6B_HUMAN;CAN2_HUMAN"	"44/466"
"WT1"	"correlated"	"GO"	"0005765"	"lysosomal membrane "	"321/17829"	4.29184549356223	1.80043748948343	0.000540731007482155	1	2.38377923067667	"MLRS_HUMAN;TMM9B_HUMAN;S2611_HUMAN;HLAF_HUMAN;LMBD1_HUMAN;CHMP7_HUMAN;LTOR4_HUMAN;CHMP3_HUMAN;CTL2_HUMAN;CATD_HUMAN;CHM1B_HUMAN;SCRB2_HUMAN;PLD3_HUMAN;TPC1_HUMAN;TM165_HUMAN;LAP4A_HUMAN;ANXA2_HUMAN;HSP7C_HUMAN;LAMP2_HUMAN;LYAG_HUMAN;AMPE_HUMAN"	"21/466"
"WT1"	"correlated"	"GO"	"0043236"	"laminin binding "	"23/17829"	1.07296137339056	0.129003309215323	0.000568378603896635	1	8.31731666355663	"ITA3_HUMAN;DAG1_HUMAN;PKHA2_HUMAN;BCAM_HUMAN;ECM1_HUMAN;AGRIN_HUMAN"	"6/466"
"WT1"	"correlated"	"GO"	"0016020"	"membrane "	"1978/17829"	16.0944206008584	11.0942845925178	0.000679435974685714	1	1.45069476689941	"SNAA_HUMAN;S29A1_HUMAN;HLAF_HUMAN;LMBD1_HUMAN;LRP10_HUMAN;EIF3K_HUMAN;GOLI4_HUMAN;ITM2B_HUMAN;MACF1_HUMAN;EIF3A_HUMAN;NOG2_HUMAN;NCDN_HUMAN;BGLR_HUMAN;IF4A3_HUMAN;ATPG_HUMAN;CTL2_HUMAN;DNJC1_HUMAN;FXDC2_HUMAN;FUBP2_HUMAN;GAK_HUMAN;MGT5A_HUMAN;BST2_HUMAN;MBOA4_HUMAN;EZRI_HUMAN;NPNT_HUMAN;ORAI3_HUMAN;OCAD1_HUMAN;PLPP1_HUMAN;RIPR1_HUMAN;NIPA1_HUMAN;ROA2_HUMAN;PSMD7_HUMAN;SERC5_HUMAN;PKHA2_HUMAN;ST38L_HUMAN;S4A8_HUMAN;SCRB2_HUMAN;VAMP2_HUMAN;RYK_HUMAN;SEM5A_HUMAN;PLPP3_HUMAN;PUR9_HUMAN;VEGFA_HUMAN;TRPC6_HUMAN;ZDHC3_HUMAN;RECK_HUMAN;PTHB1_HUMAN;RBM19_HUMAN;ARHGC_HUMAN;CD9_HUMAN;DHSO_HUMAN;ARP2_HUMAN;AT5F1_HUMAN;ANXA2_HUMAN;HSP7C_HUMAN;DAD1_HUMAN;LAMP2_HUMAN;MYO1C_HUMAN;MTMRD_HUMAN;HLAC_HUMAN;LYAG_HUMAN;MOT7_HUMAN;GOGB1_HUMAN;HLAB_HUMAN;ITAV_HUMAN;DYN1_HUMAN;DYST_HUMAN;AMD_HUMAN;ARF4_HUMAN;CLIC1_HUMAN;GDIR2_HUMAN;ATX2L_HUMAN;BI1_HUMAN;DNJC3_HUMAN;ACSL3_HUMAN;ARF6_HUMAN"	"76/466"
"WT1"	"correlated"	"GO"	"0001666"	"response to hypoxia "	"149/17829"	2.57510729613734	0.835717090134051	0.000710308844454067	1	3.08131462972031	"SMAD3_HUMAN;TPA_HUMAN;HIF1A_HUMAN;CITE2_HUMAN;EGLN_HUMAN;WTIP_HUMAN;VEGFA_HUMAN;TGBR3_HUMAN;TGFR2_HUMAN;ACTN4_HUMAN;AA1R_HUMAN;AMD_HUMAN;CAN2_HUMAN"	"13/466"
"WT1"	"correlated"	"GO"	"0010595"	"positive regulation of endothelial cell migration "	"55/17829"	1.50214592274678	0.308486174210556	0.00084600828492902	1	4.86941084666407	"FGF1_HUMAN;ITB3_HUMAN;EMC10_HUMAN;RRAS_HUMAN;SPRC_HUMAN;VGFR2_HUMAN;VEGFA_HUMAN;BCAS3_HUMAN"	"8/466"
"WT1"	"correlated"	"GO"	"0005912"	"adherens junction "	"154/17829"	2.57510729613734	0.863761287789556	0.000929565991495873	1	2.98127194693718	"PDLI2_HUMAN;PALS1_HUMAN;FRM4B_HUMAN;CXAR_HUMAN;DAG1_HUMAN;EZRI_HUMAN;PLAK_HUMAN;PAK4_HUMAN;WTIP_HUMAN;PLPP3_HUMAN;VEGFA_HUMAN;ANXA1_HUMAN;ANXA2_HUMAN"	"13/466"
"WT1"	"correlated"	"GO"	"0031901"	"early endosome membrane "	"161/17829"	2.57510729613734	0.903023164507263	0.0013288436266059	1	2.85165142750513	"TMM9B_HUMAN;HLAF_HUMAN;HLAE_HUMAN;SNX30_HUMAN;WASH1_HUMAN;PLD3_HUMAN;TPC1_HUMAN;TM165_HUMAN;RCC2_HUMAN;ANXA1_HUMAN;HLAC_HUMAN;HLAB_HUMAN;ARF6_HUMAN"	"13/466"
"WT1"	"correlated"	"GO"	"0008191"	"metalloendopeptidase inhibitor activity "	"16/17829"	0.858369098712446	0.0897414324976162	0.00132971934474049	1	9.56491416309013	"TICN1_HUMAN;TICN2_HUMAN;BST2_HUMAN;RECK_HUMAN;CO4A3_HUMAN"	"5/466"
"WT1"	"correlated"	"GO"	"0003151"	"outflow tract morphogenesis "	"44/17829"	1.28755364806867	0.246788939368445	0.00143607911462939	1	5.21722590714007	"HIF1A_HUMAN;CITE2_HUMAN;VEGFA_HUMAN;TGBR3_HUMAN;TGFR2_HUMAN;TBX3_HUMAN;DHRS3_HUMAN"	"7/466"
"WT1"	"correlated"	"GO"	"0030334"	"regulation of cell migration "	"100/17829"	1.931330472103	0.560883953110102	0.00159002696182063	1	3.44336909871245	"PLXB1_HUMAN;PLXB2_HUMAN;LDB2_HUMAN;MACF1_HUMAN;FGF1_HUMAN;LAMA5_HUMAN;SGK1_HUMAN;TYB10_HUMAN;RCC2_HUMAN;BEX4_HUMAN"	"10/466"
"WT1"	"correlated"	"GO"	"0042612"	"MHC class I protein complex "	"7/17829"	0.643776824034335	0.0392618767177071	0.00160660509561321	1	16.3969957081545	"HLAF_HUMAN;HLAE_HUMAN;HLAC_HUMAN;HLAB_HUMAN"	"4/466"
"WT1"	"correlated"	"GO"	"0032835"	"glomerulus development "	"7/17829"	0.643776824034335	0.0392618767177071	0.00160660509561321	1	16.3969957081545	"WT1_HUMAN;PTPRO_HUMAN;TCF21_HUMAN;AMPE_HUMAN"	"4/466"
"WT1"	"correlated"	"GO"	"0007179"	"transforming growth factor beta receptor signaling pathway "	"81/17829"	1.71673819742489	0.454316002019182	0.00166672269819633	1	3.77873152122079	"SMAD3_HUMAN;CITE2_HUMAN;EGLN_HUMAN;ITB8_HUMAN;NLK_HUMAN;SMAD6_HUMAN;TGBR3_HUMAN;TGFR2_HUMAN;HIPK2_HUMAN"	"9/466"
