"gene"	"enriched_in"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"	"Count_query"
"WT1"	"correlated"	"GO"	"0031398"	"positive regulation of protein ubiquitination "	"72/17829"	1.68539325842697	0.403836446239273	0.0358944865247103	1	4.17345505617978	"PAXI1_HUMAN;PTTG_HUMAN;WFS1_HUMAN;BIRC2_HUMAN"	"4/178"
"WT1"	"correlated"	"GO"	"0060838"	"lymphatic endothelial cell fate commitment "	"3/17829"	0.561797752808989	0.016826518593303	0.0380125510161419	1	33.3876404494382	"PDPN_HUMAN;COT2_HUMAN"	"2/178"
"WT1"	"correlated"	"GO"	"0019862"	"IgA binding "	"3/17829"	0.561797752808989	0.016826518593303	0.0380125510161419	1	33.3876404494382	"FCAR_HUMAN;IGJ_HUMAN"	"2/178"
"WT1"	"correlated"	"GO"	"1900138"	"negative regulation of phospholipase A2 activity "	"3/17829"	0.561797752808989	0.016826518593303	0.0380125510161419	1	33.3876404494382	"PLA2R_HUMAN;ANXA1_HUMAN"	"2/178"
"WT1"	"correlated"	"GO"	"0060923"	"cardiac muscle cell fate commitment "	"3/17829"	0.561797752808989	0.016826518593303	0.0380125510161419	1	33.3876404494382	"WT1_HUMAN;TBX3_HUMAN"	"2/178"
"WT1"	"correlated"	"GO"	"0001228"	"DNA-binding transcription activator activity, RNA polymerase II-specific "	"440/17829"	5.0561797752809	2.46788939368445	0.042579189833307	1	2.04878702757916	"KLF10_HUMAN;KLF7_HUMAN;WT1_HUMAN;MAFA_HUMAN;TCF21_HUMAN;TBX3_HUMAN;HXB7_HUMAN;HXD4_HUMAN;MYCN_HUMAN;BARX2_HUMAN"	"10/178"
"WT1"	"correlated"	"GO"	"0042995"	"cell projection "	"132/17829"	2.24719101123596	0.740366818105334	0.0427608626038428	1	3.03524004085802	"PDPN_HUMAN;RHBT1_HUMAN;ZO1_HUMAN;THS7A_HUMAN;ACTN4_HUMAN"	"5/178"
"WT1"	"correlated"	"GO"	"0070507"	"regulation of microtubule cytoskeleton organization "	"33/17829"	1.12359550561798	0.185091704526334	0.0446766424071971	1	6.07048008171604	"KI18A_HUMAN;INADL_HUMAN;TAOK1_HUMAN"	"3/178"
"WT1"	"correlated"	"GO"	"0016740"	"transferase activity "	"34/17829"	1.12359550561798	0.190700544057435	0.0470117363209694	1	5.89193654990086	"JADE2_HUMAN;TAOK1_HUMAN;BIRC2_HUMAN"	"3/178"
"WT1"	"correlated"	"GO"	"0001657"	"ureteric bud development "	"35/17829"	1.12359550561798	0.196309383588536	0.0493906070227025	1	5.72359550561798	"LHX1_HUMAN;WT1_HUMAN;TCF21_HUMAN"	"3/178"
"WT1"	"anticorrelated"	"GO"	"0043303"	"mast cell degranulation "	"16/17829"	0.99009900990099	0.0897414324976162	0.00342432694410065	1	11.032797029703	"MRGX2_HUMAN;MILR1_HUMAN;CLNK_HUMAN;CPLX2_HUMAN"	"4/303"
"WT1"	"anticorrelated"	"GO"	"0008083"	"growth factor activity "	"155/17829"	2.64026402640264	0.869370127320657	0.00535610828986098	1	3.03698498882146	"MIA_HUMAN;FGF5_HUMAN;BTC_HUMAN;HBEGF_HUMAN;INHA_HUMAN;MK_HUMAN;IL34_HUMAN;IGF1_HUMAN;INHBB_HUMAN"	"9/303"
"WT1"	"anticorrelated"	"GO"	"0042246"	"tissue regeneration "	"20/17829"	0.99009900990099	0.11217679062202	0.00596494166948983	1	8.82623762376238	"NEUM_HUMAN;CDN1A_HUMAN;MK_HUMAN;SOX2_HUMAN"	"4/303"
"WT1"	"anticorrelated"	"GO"	"0000981"	"DNA-binding transcription factor activity, RNA polymerase II-specific "	"1179/17829"	10.2310231023102	6.6128218071681	0.0129729110384172	1	1.54714937142569	"NANP8_HUMAN;JDP2_HUMAN;MAZ_HUMAN;DUXA_HUMAN;FOSB_HUMAN;MEIS3_HUMAN;HMX1_HUMAN;FOXN2_HUMAN;PAX6_HUMAN;NR4A1_HUMAN;CEBPB_HUMAN;SPIC_HUMAN;PO6F1_HUMAN;SOX2_HUMAN;TFE2_HUMAN;STA5A_HUMAN;ZN431_HUMAN;RFX2_HUMAN;TF2L1_HUMAN;ZSA5B_HUMAN;ZN587_HUMAN;ZN506_HUMAN;ZN776_HUMAN;ZN799_HUMAN;ZN684_HUMAN;ZN723_HUMAN;ZN487_HUMAN;ZN737_HUMAN;ZN492_HUMAN;ZN540_HUMAN;ZN37A_HUMAN;NKX24_HUMAN"	"32/303"
"WT1"	"anticorrelated"	"GO"	"0005576"	"extracellular region "	"1702/17829"	13.5313531353135	9.54624488193393	0.0166649312990768	1	1.4174529673884	"TPPC1_HUMAN;S10AC_HUMAN;TKN1_HUMAN;CYRIB_HUMAN;FGF5_HUMAN;BTC_HUMAN;HMN6_HUMAN;IFN16_HUMAN;HBEGF_HUMAN;DB115_HUMAN;HMN4_HUMAN;NEU1_HUMAN;NPC1_HUMAN;FSTL3_HUMAN;C163A_HUMAN;CCN1_HUMAN;APOL3_HUMAN;CFAB_HUMAN;DMP1_HUMAN;INHA_HUMAN;MK_HUMAN;HMN10_HUMAN;LY65B_HUMAN;LCN15_HUMAN;NOTUM_HUMAN;SPB3_HUMAN;PPBN_HUMAN;OLR1_HUMAN;TUB_HUMAN;TNR18_HUMAN;ISLR_HUMAN;PA2GF_HUMAN;WNT9A_HUMAN;CD27_HUMAN;IL1FA_HUMAN;IL34_HUMAN;IGF1_HUMAN;INHBB_HUMAN;CNN2_HUMAN;GHDC_HUMAN;EGFL8_HUMAN;CGRE1_HUMAN"	"42/303"
"WT1"	"anticorrelated"	"GO"	"0030431"	"sleep "	"11/17829"	0.66006600660066	0.0616972348421112	0.018348105429301	1	10.6984698469847	"MRGX2_HUMAN;NEU1_HUMAN;5HT2A_HUMAN"	"3/303"
"WT1"	"anticorrelated"	"GO"	"0009611"	"response to wounding "	"58/17829"	1.32013201320132	0.325312692803859	0.0184288754166454	1	4.0580402867873	"NEUM_HUMAN;MK_HUMAN;PAX6_HUMAN;SOX2_HUMAN;INHBB_HUMAN"	"5/303"
"WT1"	"anticorrelated"	"GO"	"0000978"	"RNA polymerase II cis-regulatory region sequence-specific DNA binding "	"1124/17829"	9.57095709570957	6.30433563295754	0.021502494865261	1	1.5181547514182	"NANP8_HUMAN;JDP2_HUMAN;MAZ_HUMAN;FOSB_HUMAN;MEIS3_HUMAN;PAX6_HUMAN;NR4A1_HUMAN;CEBPB_HUMAN;SPIC_HUMAN;PO6F1_HUMAN;SOX2_HUMAN;TFE2_HUMAN;STA5A_HUMAN;ZN431_HUMAN;RFX2_HUMAN;TF2L1_HUMAN;ZSA5B_HUMAN;ZNF43_HUMAN;ZN587_HUMAN;ZN506_HUMAN;ZN763_HUMAN;ZN776_HUMAN;ZN723_HUMAN;ZN737_HUMAN;ZN492_HUMAN;ZN540_HUMAN;ZN37A_HUMAN;NKX24_HUMAN;RBBP4_HUMAN;BCL6_HUMAN"	"30/303"
"WT1"	"anticorrelated"	"GO"	"0044877"	"protein-containing complex binding "	"315/17829"	3.63036303630363	1.76678445229682	0.0229353369606727	1	2.05478547854785	"MTHR_HUMAN;CTBP2_HUMAN;CLNK_HUMAN;CDN1A_HUMAN;FZD5_HUMAN;INHA_HUMAN;P2RX6_HUMAN;PSMG3_HUMAN;TUB_HUMAN;5HT2A_HUMAN;INHBB_HUMAN;GSH0_HUMAN"	"12/303"
"WT1"	"anticorrelated"	"GO"	"1900118"	"negative regulation of execution phase of apoptosis "	"13/17829"	0.66006600660066	0.0729149139043132	0.0241770461446698	1	9.05255140898705	"HMN6_HUMAN;HMN4_HUMAN;HMN10_HUMAN"	"3/303"
"WT1"	"anticorrelated"	"GO"	"0045926"	"negative regulation of growth "	"15/17829"	0.66006600660066	0.0841325929665152	0.0306546229850673	1	7.84554455445545	"MT1A_HUMAN;PTK6_HUMAN;BBC3_HUMAN"	"3/303"
"WT1"	"anticorrelated"	"GO"	"0042326"	"negative regulation of phosphorylation "	"16/17829"	0.66006600660066	0.0897414324976162	0.0341216310788119	1	7.35519801980198	"CDN1A_HUMAN;INHA_HUMAN;PKRI1_HUMAN"	"3/303"
"WT1"	"anticorrelated"	"GO"	"0045095"	"keratin filament "	"71/17829"	1.32013201320132	0.398227606708172	0.0341336030523692	1	3.31501882582624	"K2C5_HUMAN;KRA91_HUMAN;KRA59_HUMAN;KR124_HUMAN;K2C8_HUMAN"	"5/303"
"WT1"	"anticorrelated"	"GO"	"0031507"	"heterochromatin assembly "	"44/17829"	0.99009900990099	0.246788939368445	0.0410785831262016	1	4.01192619261926	"H10_HUMAN;H2A1A_HUMAN;H2A2A_HUMAN;RBBP4_HUMAN"	"4/303"
"WT1"	"anticorrelated"	"GO"	"0003735"	"structural constituent of ribosome "	"149/17829"	1.98019801980198	0.835717090134051	0.0417333613665326	1	2.36945976476842	"RL10L_HUMAN;RT18C_HUMAN;RSSA_HUMAN;RL39_HUMAN;RL7_HUMAN;RS28_HUMAN;RL21_HUMAN"	"7/303"
"WT1"	"anticorrelated"	"GO"	"0004888"	"transmembrane signaling receptor activity "	"149/17829"	1.98019801980198	0.835717090134051	0.0417333613665326	1	2.36945976476842	"GPVI_HUMAN;NPC1_HUMAN;MILR1_HUMAN;KLRD1_HUMAN;P2RX6_HUMAN;PIGR_HUMAN;CD27_HUMAN"	"7/303"
"WT1"	"anticorrelated"	"GO"	"0000079"	"regulation of cyclin-dependent protein serine/threonine kinase activity "	"46/17829"	0.99009900990099	0.258006618430647	0.0455925493197807	1	3.83749461902712	"CDN1A_HUMAN;CCNH_HUMAN;HERC5_HUMAN;CCNB1_HUMAN"	"4/303"
"WT1"	"anticorrelated"	"GO"	"0045785"	"positive regulation of cell adhesion "	"47/17829"	0.99009900990099	0.263615457961748	0.0479378747240458	1	3.75584579734569	"TM102_HUMAN;MK_HUMAN;TNR18_HUMAN;AB1IP_HUMAN"	"4/303"
"WT1"	"anticorrelated"	"GO"	"0023030"	"MHC class Ib protein binding, via antigen binding groove "	"2/17829"	0.33003300330033	0.011217679062202	0.0481122431086724	1	29.4207920792079	"CYRIB_HUMAN;KLRD1_HUMAN"	"2/303"
"WT1"	"anticorrelated"	"GO"	"0043513"	"inhibin B complex "	"2/17829"	0.33003300330033	0.011217679062202	0.0481122431086724	1	29.4207920792079	"INHA_HUMAN;INHBB_HUMAN"	"2/303"
"WT1"	"anticorrelated"	"GO"	"0015807"	"L-amino acid transport "	"2/17829"	0.33003300330033	0.011217679062202	0.0481122431086724	1	29.4207920792079	"SL7A1_HUMAN;CTR2_HUMAN"	"2/303"
"WT1"	"anticorrelated"	"GO"	"0048019"	"receptor antagonist activity "	"20/17829"	0.66006600660066	0.11217679062202	0.0493788035728974	1	5.88415841584158	"HMN6_HUMAN;HMN4_HUMAN;HMN10_HUMAN"	"3/303"
"WT1"	"anticorrelated"	"KEGG"	"path:hsa04115"	"p53 signaling pathway - Homo sapiens (human)"	"68/17829"	1.65016501650165	0.381401088114869	0.00677897259108972	1	4.32658707047175	"CDN1A_HUMAN;GA45G_HUMAN;ZN363_HUMAN;BBC3_HUMAN;IGF1_HUMAN;CCNB1_HUMAN"	"5/303"
"WT1"	"anticorrelated"	"KEGG"	"path:hsa03010"	"Ribosome - Homo sapiens (human)"	"124/17829"	1.98019801980198	0.695496101856526	0.0198331961304591	1	2.84717342702012	"RL10L_HUMAN;RSSA_HUMAN;RT18C_HUMAN;RL7_HUMAN;RL21_HUMAN;RL39_HUMAN;RS28_HUMAN"	"6/303"
"WT1"	"anticorrelated"	"KEGG"	"path:hsa04550"	"Signaling pathways regulating pluripotency of stem cells - Homo sapiens (human)"	"137/17829"	1.98019801980198	0.768411015760839	0.0298961934558446	1	2.57700368577004	"IGF1_HUMAN;INHBB_HUMAN;PAX6_HUMAN;SOX2_HUMAN;TFE2_HUMAN;WNT9A_HUMAN;FZD5_HUMAN"	"6/303"
"WT1"	"anticorrelated"	"KEGG"	"path:hsa05171"	"Coronavirus disease - COVID-19 - Homo sapiens (human)"	"216/17829"	2.64026402640264	1.21150933871782	0.0309239677565582	1	2.17931793179318	"RL10L_HUMAN;HBEGF_HUMAN;IFN16_HUMAN;RSSA_HUMAN;RL7_HUMAN;RL21_HUMAN;RL39_HUMAN;RS28_HUMAN;CFAB_HUMAN"	"8/303"
"EHD3"	"correlated"	"GO"	"0005925"	"focal adhesion "	"392/17829"	9.38775510204082	2.1986650961916	8.24834904072769e-16	3.17396471087202e-12	4.26975218658892	"PGBM_HUMAN;TNS2_HUMAN;TLN1_HUMAN;SVIL_HUMAN;ITB1_HUMAN;1433G_HUMAN;MPRI_HUMAN;LMO7_HUMAN;NRP1_HUMAN;MOES_HUMAN;BASI_HUMAN;B2MG_HUMAN;ENPL_HUMAN;ITA3_HUMAN;FZD1_HUMAN;DAG1_HUMAN;EFNB2_HUMAN;PALLD_HUMAN;ITB8_HUMAN;RL4_HUMAN;RL38_HUMAN;PI4KA_HUMAN;SNTB1_HUMAN;STX16_HUMAN;PGFRB_HUMAN;VGFR1_HUMAN;TENS3_HUMAN;TENS1_HUMAN;THY1_HUMAN;PDIA1_HUMAN;RADI_HUMAN;ANXA1_HUMAN;ARP3_HUMAN;ACTN4_HUMAN;HSP7C_HUMAN;MCP_HUMAN;NHRF2_HUMAN;CD151_HUMAN;PCBP2_HUMAN;ITAV_HUMAN;1433Z_HUMAN;AIF1L_HUMAN;ARF6_HUMAN;CD81_HUMAN;ARF1_HUMAN;CTNA1_HUMAN;ARHG7_HUMAN"	"47/490"
"EHD3"	"correlated"	"GO"	"0070062"	"extracellular exosome "	"1936/17829"	21.6326530612245	10.8587133322116	3.11810126185679e-12	1.19984536556249e-08	1.99219303423849	"LAMB2_HUMAN;PGBM_HUMAN;PCYOX_HUMAN;UROM_HUMAN;RAB5B_HUMAN;RAB5C_HUMAN;RET4_HUMAN;SYRC_HUMAN;SNF8_HUMAN;TLN1_HUMAN;SH3L1_HUMAN;TM9S2_HUMAN;RNAS1_HUMAN;MDHC_HUMAN;MAL2_HUMAN;GSTT1_HUMAN;KALRN_HUMAN;AT1A1_HUMAN;ITB1_HUMAN;1433G_HUMAN;MPRI_HUMAN;IQGA2_HUMAN;KNG1_HUMAN;CRUM2_HUMAN;DAF_HUMAN;ATPB_HUMAN;ITM2B_HUMAN;MOES_HUMAN;LY75_HUMAN;MA2B1_HUMAN;BASI_HUMAN;B2MG_HUMAN;DNJB9_HUMAN;EXT2_HUMAN;ENPL_HUMAN;LAMP1_HUMAN;H2A2C_HUMAN;ITA3_HUMAN;ANO6_HUMAN;CAZA2_HUMAN;CAZA1_HUMAN;DCXR_HUMAN;GANAB_HUMAN;DAG1_HUMAN;PDIA6_HUMAN;ITB8_HUMAN;I18BP_HUMAN;GNAI2_HUMAN;RL4_HUMAN;ML12A_HUMAN;TACD2_HUMAN;RHG23_HUMAN;RUSC2_HUMAN;PI4KA_HUMAN;SPTN1_HUMAN;SNX3_HUMAN;PODXL_HUMAN;PTN23_HUMAN;RHOJ_HUMAN;THBG_HUMAN;PSB5_HUMAN;MGAT1_HUMAN;SEM5A_HUMAN;SPTB2_HUMAN;STK10_HUMAN;UB2D3_HUMAN;NED4L_HUMAN;OSBL1_HUMAN;PROF2_HUMAN;ZA2G_HUMAN;THY1_HUMAN;TOLIP_HUMAN;UGPA_HUMAN;VILI_HUMAN;PDIA1_HUMAN;RADI_HUMAN;ANXA1_HUMAN;DEST_HUMAN;ARP3_HUMAN;ACTN4_HUMAN;ANXA2_HUMAN;HSP7C_HUMAN;IL6RB_HUMAN;FBLN3_HUMAN;MYO1C_HUMAN;MYO1D_HUMAN;N42L2_HUMAN;MYH10_HUMAN;MCP_HUMAN;NHRF2_HUMAN;PCBP2_HUMAN;MTMR2_HUMAN;ITAV_HUMAN;DYN3_HUMAN;1433Z_HUMAN;AMD_HUMAN;CLIC1_HUMAN;CAND1_HUMAN;GGT6_HUMAN;AATC_HUMAN;CAH2_HUMAN;A1AG1_HUMAN;AIF1L_HUMAN;ARF6_HUMAN;CD81_HUMAN;ARF1_HUMAN;FMNL1_HUMAN"	"107/490"
"EHD3"	"correlated"	"GO"	"0001570"	"vasculogenesis "	"56/17829"	3.26530612244898	0.314095013741657	3.89857161524987e-11	1.50017035754815e-07	10.3959183673469	"SOX18_HUMAN;HYAS2_HUMAN;EGFL7_HUMAN;HEG1_HUMAN;PAXI1_HUMAN;ITB8_HUMAN;TEAD2_HUMAN;WT1_HUMAN;VGFR2_HUMAN;VEGFA_HUMAN;YAP1_HUMAN;TGFR2_HUMAN;RAMP2_HUMAN;QKI_HUMAN;APJ_HUMAN;ITAV_HUMAN;AMOT_HUMAN"	"17/490"
"EHD3"	"correlated"	"GO"	"0001525"	"angiogenesis "	"218/17829"	5.10204081632653	1.22272701778002	5.73915123519088e-09	2.20842539530145e-05	4.17267365661861	"PGBM_HUMAN;PK3CA_HUMAN;SOX18_HUMAN;EGFL7_HUMAN;EPHB2_HUMAN;ATPB_HUMAN;NRP1_HUMAN;BASI_HUMAN;CXA5_HUMAN;EPHA1_HUMAN;NRP2_HUMAN;RHOJ_HUMAN;PGFRB_HUMAN;VGFR2_HUMAN;VGFR1_HUMAN;VEGFA_HUMAN;THY1_HUMAN;PTPRB_HUMAN;UNC5B_HUMAN;RAMP2_HUMAN;APJ_HUMAN;ANXA2_HUMAN;ID1_HUMAN;ITAV_HUMAN;1433Z_HUMAN;AMOT_HUMAN"	"26/490"
"EHD3"	"correlated"	"GO"	"0000122"	"negative regulation of transcription by RNA polymerase II "	"816/17829"	10.6122448979592	4.57681305737843	2.26769507710551e-08	8.72609065670199e-05	2.3186974789916	"SOX18_HUMAN;RTF1_HUMAN;GABPA_HUMAN;CXXC5_HUMAN;MEIS2_HUMAN;MAF_HUMAN;NOTC1_HUMAN;CBX5_HUMAN;ID2_HUMAN;KLF10_HUMAN;KLF7_HUMAN;ATF7_HUMAN;FNIP1_HUMAN;COT2_HUMAN;GATA3_HUMAN;CDN1C_HUMAN;MEF2C_HUMAN;JAZF1_HUMAN;P66A_HUMAN;NR1D2_HUMAN;NOTC3_HUMAN;RXRA_HUMAN;SKIL_HUMAN;REST_HUMAN;PRDM2_HUMAN;USP9X_HUMAN;STAT6_HUMAN;MIER3_HUMAN;NACC2_HUMAN;UB2D3_HUMAN;WT1_HUMAN;VEGFA_HUMAN;YAP1_HUMAN;ZNF79_HUMAN;ZN266_HUMAN;TCF21_HUMAN;TBX3_HUMAN;BMI1_HUMAN;BMP2_HUMAN;HXB4_HUMAN;N42L2_HUMAN;MEF2A_HUMAN;HIPK2_HUMAN;ID1_HUMAN;CHD3_HUMAN;1433Z_HUMAN;GCR_HUMAN;ARI5B_HUMAN;BARX2_HUMAN;CBP_HUMAN;AKIR2_HUMAN;CDX4_HUMAN;CCND1_HUMAN"	"53/490"
