"trend"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"	"Count_query"
"133"	"linear_increasing"	"GO"	"0006006"	"glucose metabolic process "	"56/17829"	0.642523364485981	0.314095013741657	0.0286122138911044	1	2.04563376168224	"PGM2L_HUMAN;PCKGC_HUMAN;PDK3_HUMAN;DCXR_HUMAN;G6PD_HUMAN;G6PT1_HUMAN;ODPA_HUMAN;TNFA_HUMAN;OMA1_HUMAN;NPY1R_HUMAN;INS_HUMAN;GDPP1_HUMAN"	"12/1712"
"937"	"linear_increasing"	"GO"	"0043621"	"protein self-association "	"62/17829"	0.700934579439252	0.347748050928263	0.0331401870342779	1	2.01563913174555	"TMM43_HUMAN;SPYA_HUMAN;ELP1_HUMAN;DAPLE_HUMAN;FLT3_HUMAN;P53_HUMAN;TM190_HUMAN;ACES_HUMAN;HSF1_HUMAN;DYR1A_HUMAN;AVR2A_HUMAN;CNTN2_HUMAN;ADAM8_HUMAN"	"13/1712"
"1562"	"linear_increasing"	"GO"	"0016328"	"lateral plasma membrane "	"62/17829"	0.700934579439252	0.347748050928263	0.0331401870342779	1	2.01563913174555	"IQGA3_HUMAN;KCNB1_HUMAN;CXB1_HUMAN;MPP7_HUMAN;CTNB1_HUMAN;MRP1_HUMAN;RAB13_HUMAN;DLG1_HUMAN;AT1B2_HUMAN;CLD12_HUMAN;CLD4_HUMAN;DSG1_HUMAN;DRD2_HUMAN"	"13/1712"
"2966"	"linear_increasing"	"GO"	"0060134"	"prepulse inhibition "	"11/17829"	0.233644859813084	0.0616972348421112	0.0339812737205839	1	3.78695836873407	"CTNA2_HUMAN;GRID2_HUMAN;AA2AR_HUMAN;DRD2_HUMAN;DRD3_HUMAN"	"5/1712"
"2162"	"linear_increasing"	"GO"	"0033162"	"melanosome membrane "	"17/17829"	0.292056074766355	0.0953502720287173	0.0351902600048469	1	3.06298103353491	"MFS12_HUMAN;RAB32_HUMAN;TYRP2_HUMAN;TYRP1_HUMAN;RB27A_HUMAN;ATP7A_HUMAN"	"6/1712"
"3398"	"linear_increasing"	"GO"	"0042908"	"xenobiotic transport "	"17/17829"	0.292056074766355	0.0953502720287173	0.0351902600048469	1	3.06298103353491	"MRP3_HUMAN;MRP1_HUMAN;S22A3_HUMAN;S22AI_HUMAN;S47A1_HUMAN;LAT1_HUMAN"	"6/1712"
"2888"	"linear_increasing"	"GO"	"0000455"	"enzyme-directed rRNA pseudouridine synthesis "	"6/17829"	0.175233644859813	0.0336530371866061	0.035531778287065	1	5.20706775700935	"DKC1_HUMAN;RUSD1_HUMAN;RUSD2_HUMAN;RUSD4_HUMAN"	"4/1712"
"74"	"linear_increasing"	"GO"	"0016324"	"apical plasma membrane "	"335/17829"	2.57009345794392	1.87896124291884	0.0407011689074486	1	1.36782675408007	"MPDZ_HUMAN;PAR3_HUMAN;S6A19_HUMAN;LRP2_HUMAN;CDHR5_HUMAN;JAG1_HUMAN;LMO7_HUMAN;CUBN_HUMAN;MOT8_HUMAN;NPT1_HUMAN;CEAM5_HUMAN;ENPP3_HUMAN;PROM1_HUMAN;PLM_HUMAN;ITPK1_HUMAN;KNCN_HUMAN;CAH4_HUMAN;OXYR_HUMAN;CP4F2_HUMAN;MRP1_HUMAN;SL7A1_HUMAN;SLC31_HUMAN;S22AC_HUMAN;S26A2_HUMAN;PGFRB_HUMAN;S22AI_HUMAN;S47A1_HUMAN;SC5A8_HUMAN;PLET1_HUMAN;UPK2_HUMAN;RB27A_HUMAN;RAGE_HUMAN;ABCG5_HUMAN;DLG1_HUMAN;AT1B2_HUMAN;AT2B2_HUMAN;IF_HUMAN;LAT1_HUMAN;ACE2_HUMAN;CLD4_HUMAN;DSG1_HUMAN;ADA17_HUMAN;AQP10_HUMAN;ATP7A_HUMAN;CTL4_HUMAN"	"45/1712"
"1971"	"linear_increasing"	"GO"	"0099170"	"postsynaptic modulation of chemical synaptic transmission "	"7/17829"	0.175233644859813	0.0392618767177071	0.0475973329906404	1	4.46320093457944	"DCC_HUMAN;GRM5_HUMAN;NEUG_HUMAN;DRD2_HUMAN"	"4/1712"
"2889"	"linear_increasing"	"GO"	"1990481"	"mRNA pseudouridine synthesis "	"7/17829"	0.175233644859813	0.0392618767177071	0.0475973329906404	1	4.46320093457944	"DKC1_HUMAN;PUS3_HUMAN;RUSD2_HUMAN;TRUB1_HUMAN"	"4/1712"
"11810"	"linear_decreasing"	"GO"	"0003723"	"RNA binding "	"1288/17829"	12.7761194029851	7.22418531605811	3.59129229100415e-15	2.30740529697017e-11	1.7685204412719	"PHAX_HUMAN;PEBP1_HUMAN;PDCD4_HUMAN;RS15A_HUMAN;SMCE1_HUMAN;RBM6_HUMAN;RBM8A_HUMAN;RBMS2_HUMAN;RBMX2_HUMAN;RBPMS_HUMAN;RPB1_HUMAN;RO60_HUMAN;ROA1_HUMAN;RL35A_HUMAN;RS26_HUMAN;SMD3_HUMAN;TRI56_HUMAN;RTCB_HUMAN;RU1C_HUMAN;RU2A_HUMAN;RT09_HUMAN;SF3B1_HUMAN;SNW1_HUMAN;TR150_HUMAN;SRSF5_HUMAN;SHFL_HUMAN;SMC1A_HUMAN;SFPQ_HUMAN;RL7L_HUMAN;SART3_HUMAN;RLA0_HUMAN;RL6_HUMAN;RS12_HUMAN;RSSA_HUMAN;STPAP_HUMAN;MDHM_HUMAN;H10_HUMAN;HNRPU_HUMAN;HMGB2_HUMAN;HS71A_HUMAN;I20L2_HUMAN;LC7L3_HUMAN;FPPS_HUMAN;HMGB1_HUMAN;DAZP1_HUMAN;IMDH1_HUMAN;ILF3_HUMAN;HNRPD_HUMAN;CSTF2_HUMAN;DDX50_HUMAN;HNRPK_HUMAN;LAS1L_HUMAN;MEX3D_HUMAN;LARP4_HUMAN;EIF3A_HUMAN;FUS_HUMAN;NSA2_HUMAN;CSRP1_HUMAN;LRC47_HUMAN;MMTA2_HUMAN;ENPL_HUMAN;EXOS3_HUMAN;IF4A3_HUMAN;GRB2_HUMAN;FKBP4_HUMAN;H14_HUMAN;DDX3Y_HUMAN;ERH_HUMAN;EXOS6_HUMAN;FIP1_HUMAN;ANX11_HUMAN;H12_HUMAN;K1C18_HUMAN;FRG1_HUMAN;FUBP2_HUMAN;FXR1_HUMAN;FCF1_HUMAN;FXR2_HUMAN;CALX_HUMAN;DDX1_HUMAN;BST2_HUMAN;MRT4_HUMAN;HNRH3_HUMAN;HNRDL_HUMAN;PGS2_HUMAN;NQO1_HUMAN;ERF3B_HUMAN;CPNE3_HUMAN;IMA1_HUMAN;CCAR2_HUMAN;PAIRB_HUMAN;PTH_HUMAN;DDX46_HUMAN;RBM3_HUMAN;RL36_HUMAN;RL39_HUMAN;RL24_HUMAN;CSDE1_HUMAN;NCBP2_HUMAN;PATL1_HUMAN;PRC2C_HUMAN;PPIL4_HUMAN;MEPCE_HUMAN;NP1L1_HUMAN;NP1L4_HUMAN;PPIB_HUMAN;SMN_HUMAN;RU17_HUMAN;SARNP_HUMAN;SAFB1_HUMAN;RS19_HUMAN;RTCA_HUMAN;RL31_HUMAN;SRS11_HUMAN;SPF45_HUMAN;RS4Y1_HUMAN;RL15_HUMAN;RL34_HUMAN;PTCD3_HUMAN;SF01_HUMAN;RS6_HUMAN;RL27_HUMAN;SRSF9_HUMAN;ROA0_HUMAN;RNPS1_HUMAN;RL29_HUMAN;SRPRA_HUMAN;RL7A_HUMAN;RM24_HUMAN;RL9_HUMAN;SUMO2_HUMAN;ROA2_HUMAN;RL17_HUMAN;RS16_HUMAN;RS7_HUMAN;RS2_HUMAN;PAPD5_HUMAN;RED1_HUMAN;RS10_HUMAN;RL18_HUMAN;SRP68_HUMAN;SSRP1_HUMAN;PPIE_HUMAN;SBDS_HUMAN;RUXG_HUMAN;RL12_HUMAN;RL7_HUMAN;RS3_HUMAN;SCG3_HUMAN;NUCL_HUMAN;RM04_HUMAN;RS3A_HUMAN;RS15_HUMAN;CSDC2_HUMAN;SRRM2_HUMAN;RS28_HUMAN;RS27A_HUMAN;VSIG8_HUMAN;TSN_HUMAN;ZC11A_HUMAN;UNK_HUMAN;PPIA_HUMAN;RL21_HUMAN;TDR10_HUMAN;UNC50_HUMAN;YBOX3_HUMAN;TOP2A_HUMAN;SYSC_HUMAN;ZFR_HUMAN;ZMAT3_HUMAN;LA_HUMAN;MYH9_HUMAN;PCID2_HUMAN;PR38A_HUMAN;ZN346_HUMAN;YTHD3_HUMAN;TBCA_HUMAN;UBR5_HUMAN;TBL3_HUMAN;THOC4_HUMAN;MSI2H_HUMAN;RCC2_HUMAN;RAGP1_HUMAN;RAN_HUMAN;RADI_HUMAN;ANXA2_HUMAN;CCD47_HUMAN;ICAL_HUMAN;IF2B2_HUMAN;CH10_HUMAN;EIF3G_HUMAN;HNRC1_HUMAN;HNRL1_HUMAN;NUCKS_HUMAN;NPM_HUMAN;DDX5_HUMAN;NHP2_HUMAN;NOC2L_HUMAN;EIF3C_HUMAN;DDX18_HUMAN;IF4E_HUMAN;EBP2_HUMAN;1433Z_HUMAN;CNOT7_HUMAN;CIRBP_HUMAN;CISD2_HUMAN;1433E_HUMAN;ALG13_HUMAN;BTF3_HUMAN;DYHC1_HUMAN;AR6P4_HUMAN;ARF1_HUMAN;EDF1_HUMAN;DDX10_HUMAN;EWS_HUMAN"	"215/1675"
"39810"	"linear_decreasing"	"GO"	"0006412"	"translation "	"167/17829"	2.98507462686567	0.93667620169387	3.33278661971644e-11	2.14131540316781e-07	3.18687997140048	"RS15A_HUMAN;RL10L_HUMAN;RL35A_HUMAN;RS26_HUMAN;RT18A_HUMAN;RT18C_HUMAN;RT09_HUMAN;RLA0_HUMAN;RL6_HUMAN;RS12_HUMAN;RSSA_HUMAN;HARS1_HUMAN;LARP4_HUMAN;ERF3B_HUMAN;RL36_HUMAN;RL39_HUMAN;RL24_HUMAN;RS19_HUMAN;RL31_HUMAN;RM49_HUMAN;RS4Y1_HUMAN;RL15_HUMAN;RL34_HUMAN;RS6_HUMAN;RL27_HUMAN;RL29_HUMAN;RL7A_HUMAN;RM24_HUMAN;RL9_HUMAN;RL17_HUMAN;RS16_HUMAN;RS7_HUMAN;RS2_HUMAN;RM33_HUMAN;RS10_HUMAN;RL18_HUMAN;RL12_HUMAN;RL7_HUMAN;SYWC_HUMAN;RS3_HUMAN;RM04_HUMAN;RS3A_HUMAN;RS15_HUMAN;RM34_HUMAN;RS28_HUMAN;RS29_HUMAN;RS27A_HUMAN;RL21_HUMAN;SYSC_HUMAN;ZAR1L_HUMAN;EF1A2_HUMAN"	"51/1675"
